Month_code,item_name,consumed-stock_amount,Total Sales[POS Sales less GST + Swiggy to Loocos],consumed-stock_amount%
2023-05,Honey,327.6,593731.0,0.06
2023-05,Ice cube,-45.0,593731.0,-0.01
2023-05,Indian Oil-Generator-,200.0,593731.0,0.03
2023-05,Indian Oil-pulser-,70.0,593731.0,0.01
2023-05,Instant Dried Yeast,1699.94,593731.0,0.29
2023-05,Isha Fresh Vegitables-Basil leaf-,204.0,593731.0,0.03
2023-05,Isha Fresh Vegitables-Broccoli-,531.0,593731.0,0.09
2023-05,Isha Fresh Vegitables-Parcely-,72.0,593731.0,0.01
2023-05,Isha Fresh Vegitables-Red Yellow Capcicum-,333.0,593731.0,0.06
2023-05,JIVO Pomace Olive Oil ,603.02,593731.0,0.1
2023-05,Jalapeno Slices,1787.99,593731.0,0.3
2023-05,Jumbo Cover-Blue,27.0,593731.0,0.0
2023-05,K.M. Hypermarket-chola rava-,160.0,593731.0,0.03
2023-05,KOT Printing Rolls,416.0,593731.0,0.07
2023-05,KTP Vegitables-vegitables-,11200.0,593731.0,1.89
2023-05,Ketchup ,630.0,593731.0,0.11
2023-05,Ketchup Sachet (8g),1919.76,593731.0,0.32
2023-05,Lamp Pepperoni,310.68999999999994,593731.0,0.05
2023-05,Large Box,2212.5,593731.0,0.37
2023-05,Large Pizza Box,265.5,593731.0,0.04
2023-05,Lehar Soda,1185.12,593731.0,0.2
2023-05,Lehar Soda,-362.12,593731.0,-0.06
2023-05,Lion Honey 1kg,48.30000000000001,593731.0,0.01
2023-05,Local Purchase-Bolt-,8.0,593731.0,0.0
2023-05,Local Purchase-Chicken Masala-,38.0,593731.0,0.01
2023-05,Local Purchase-Chickenb Sausage-,520.0,593731.0,0.09
2023-05,Local Purchase-Curd Milma-,130.0,593731.0,0.02
2023-05,Local Purchase-Duster-,30.0,593731.0,0.01
2023-05,Local Purchase-Egg-,249.5,593731.0,0.04
2023-05,Local Purchase-Floor Spring EBCO-,3500.0,593731.0,0.59
2023-05,Local Purchase-Garam Masala-,46.0,593731.0,0.01
2023-05,Local Purchase-Hanging Holder Metal-,160.0,593731.0,0.03
2023-05,Local Purchase-Horlicks Small packet-,20.0,593731.0,0.0
2023-05,Local Purchase-Milk Milma-,664.0,593731.0,0.11
2023-05,Local Purchase-Milk milma-,336.0,593731.0,0.06
2023-05,Local Purchase-Mixer Repair-coupler,100.0,593731.0,0.02
2023-05,Local Purchase-Nawab ponni rice-,962.0,593731.0,0.16
2023-05,Local Purchase-Note Book-,37.0,593731.0,0.01
2023-05,Local Purchase-Pen-,10.0,593731.0,0.0
2023-05,Local Purchase-Spray Gun-,90.0,593731.0,0.02
2023-05,Local Purchase-apple-,60.0,593731.0,0.01
2023-05,Local Purchase-atta-,164.0,593731.0,0.03
2023-05,Local Purchase-bike spare parts-,20.0,593731.0,0.0
2023-05,Local Purchase-double Tape-,18.0,593731.0,0.0
2023-05,Local Purchase-egg-,485.5,593731.0,0.08
2023-05,Local Purchase-egg-,30.0,593731.0,0.01
2023-05,Local Purchase-knife-,115.0,593731.0,0.02
2023-05,Local Purchase-milk 500 ml-,104.0,593731.0,0.02
2023-05,Local Purchase-milk 525 ml-,156.0,593731.0,0.03
2023-05,Local Purchase-milk milma-,784.0,593731.0,0.13
2023-05,Local Purchase-milk-,544.0,593731.0,0.09
2023-05,Local Purchase-plastic scrubber-,15.0,593731.0,0.0
2023-05,Local Purchase-rice-,962.0,593731.0,0.16
2023-05,Local Purchase-soap powder-,66.0,593731.0,0.01
2023-05,Local Purchase-voucher book-,56.0,593731.0,0.01
2023-05,MBS Traders-Catering Cap-,80.0,593731.0,0.01
2023-05,MBS Traders-Cling Film-,130.0,593731.0,0.02
2023-05,MBS Traders-Micro 20x26-,270.0,593731.0,0.05
2023-05,MBS Traders-Micro 27x30-,180.0,593731.0,0.03
2023-05,MBS Traders-Micro-,420.0,593731.0,0.07
2023-05,MBS Traders-Tandoori Chicken Masala-,140.0,593731.0,0.02
2023-05,MBS Traders-Tissue Big size-,450.0,593731.0,0.08
2023-05,MBS Traders-butter paper-,403.0,593731.0,0.07
2023-05,MBS Traders-jumbo cover-,70.0,593731.0,0.01
2023-05,MBS Traders-micro 16x20-,840.0,593731.0,0.14
2023-05,MBS Traders-paper Straw-,35.0,593731.0,0.01
2023-05,MBS Traders-paper glass-,550.0,593731.0,0.09
2023-05,MBS Traders-paper plate-,75.0,593731.0,0.01
2023-05,MBS Traders-paper straw Big-,45.0,593731.0,0.01
2023-05,MBS Traders-paper straw-,70.0,593731.0,0.01
2023-05,MBS Traders-plastic cover 1kg-,160.0,593731.0,0.03
2023-05,MBS Traders-tissue Big size-,90.0,593731.0,0.02
2023-05,Maida,12650.0,593731.0,2.13
2023-05,Maida(Porotta 50kg),-615.0,593731.0,-0.1
2023-05,Maintenance-Chair Welding charges-,150.0,593731.0,0.03
2023-05,Makhani Sauce,430.08,593731.0,0.07
2023-05,Malas Chocolate Sauce 5 ltr,1335.61,593731.0,0.22
2023-05,Malas Chocolate Sauce 5 ltr,-1060.01,593731.0,-0.18
2023-05,Mango Crush Sauce 750ml Malas,0.0,593731.0,0.0
2023-05,Mansoor Traders-Mini Burger Box-,440.0,593731.0,0.07
2023-05,Mansoor Traders-Sugar Balls-,40.0,593731.0,0.01
2023-05,Mansoor Traders-Wooden Spoon 140mm-,136.0,593731.0,0.02
2023-05,Mansoor Traders-Wooden Spoon 160mm-,158.0,593731.0,0.03
2023-05,Mansoor Traders-chocolate Syrup-,95.0,593731.0,0.02
2023-05,Masoor-Red,32.0,593731.0,0.01
2023-05,Mc Cain Potato Wedges 2.5kg-Taha,-1673.19,593731.0,-0.28
2023-05,Medium Box,2772.41,593731.0,0.47
2023-05,Medium Pizza Box,1985.1099999999997,593731.0,0.33
2023-05,Mexican Masala,-524.16,593731.0,-0.09
2023-05,Mexican Mix,436.0,593731.0,0.07
2023-05,Micro 13x16,210.0,593731.0,0.04
2023-05,Micro 13x16,-287.0,593731.0,-0.05
2023-05,Micro 16x20,56.0,593731.0,0.01
2023-05,Micro 16x20,28.0,593731.0,0.0
2023-05,Micro 20x26,79.33,593731.0,0.01
2023-05,Micro 20x26,35.0,593731.0,0.01
2023-05,Micro 27x30,195.0,593731.0,0.03
2023-05,Micro 27x30,-180.0,593731.0,-0.03
2023-05,MilkyMist-Mozzarella Cheese-shredded-2kg,-9292.5,593731.0,-1.57
2023-05,Mini Burger Box,-214.41,593731.0,-0.04
2023-05,Mirinda,988.2,593731.0,0.17
2023-05,Mirinda 250ml pet,140.0,593731.0,0.02
2023-05,Mirinda 750ml pet,240.66,593731.0,0.04
2023-05,Mixed Herb Loose,28.799999999999997,593731.0,0.0
2023-05,Moktails Glass,680.9600000000002,593731.0,0.11
2023-05,Mozzarella Diced Cheese,57227.79,593731.0,9.64
2023-05,Mushroom Slice,2352.0,593731.0,0.4
2023-05,Mustard Oil,40.0,593731.0,0.01
2023-05,Mustard-Oil,-63.0,593731.0,-0.01
2023-05,Nandanam-Rain Coat-,120.0,593731.0,0.02
2023-05,Neo Red Paprika 3Kg,-217.2800000000001,593731.0,-0.04
2023-05,Neo-Black Sliced Olives-3kg,-313.03999999999996,593731.0,-0.05
2023-05,OREGANO SACHET 0.8GM,-1016.3999999999999,593731.0,-0.17
2023-05,Oregano Sachet 0.8gm,1099.98,593731.0,0.19
2023-05,Oregano Sprinkler 500g,1144.9199999999998,593731.0,0.19
2023-05,Palm Oil - Refined Oil,98.0,593731.0,0.02
2023-05,Palm Oil - Refined Oil,-1176.0,593731.0,-0.2
2023-05,Paneer,-696.0,593731.0,-0.12
2023-05,Paneer Tikka Butter Masala,193.2,593731.0,0.03
2023-05,Paneer Tikka Butter Masala ,386.4,593731.0,0.07
2023-05,Paper Bag Large,525.0,593731.0,0.09
2023-05,Paper Bag Medium,475.0,593731.0,0.08
2023-05,Paper Bag Regular,850.0,593731.0,0.14
2023-05,Paper Glass,-84.6,593731.0,-0.01
2023-05,Paper Plates,-39.0,593731.0,-0.01
2023-05,Paper Straw Big,18.0,593731.0,0.0
2023-05,Paper Straw Small,-19.25,593731.0,-0.0
2023-05,Papper carry bag large,-149.5,593731.0,-0.03
2023-05,Papper carry bag medium,261.0,593731.0,0.04
2023-05,Papper carry bag small,-16.0,593731.0,-0.0
2023-05,Passion Fruit,977.04,593731.0,0.16
2023-05,Pasta & Pizza Sauce,4482.24,593731.0,0.75
2023-05,Pasta Container,0.0,593731.0,0.0
2023-05,Pasta Container Black,252.55999999999995,593731.0,0.04
2023-05,Pasta-Penne Rigatte,272.03,593731.0,0.05
2023-05,Pepperoni,470.96,593731.0,0.08
2023-05,Pepsi 1250ml Pet,-405.44000000000005,593731.0,-0.07
2023-05,Pepsi 250ml Can,60.0,593731.0,0.01
2023-05,Pepsi 250ml Pet,-87.5,593731.0,-0.01
2023-05,Pepsi 750ml Pet,275.04,593731.0,0.05
2023-05,Pepsi Can,720.0,593731.0,0.12
2023-05,Pepsi pet,7355.49,593731.0,1.24
2023-05,Phoenix Ice Cubes-Ice Cubes-,60.0,593731.0,0.01
2023-05,Phoenix Ice Cubes-ice cubes-,90.0,593731.0,0.02
2023-05,Pineapple slice,551.25,593731.0,0.09
2023-05,Pineapple slice-Tajir Habit-850g,-220.5,593731.0,-0.04
2023-05,Piri Piri Marinade 1KG,133.5,593731.0,0.02
2023-05,Pizza Premix,-661.5,593731.0,-0.11
2023-05,Pizza Primix,1890.0,593731.0,0.32
2023-05,Pizza Sauce Primix,619.5,593731.0,0.1
2023-05,Pizza sauce premix,-278.76999999999987,593731.0,-0.05
2023-05,Potato Wedges,2349.98,593731.0,0.4
2023-05,Processed cheese block,2199.99,593731.0,0.37
2023-05,Processed cheese block,1100.0,593731.0,0.19
2023-05,Processed cheese block,-1650.0,593731.0,-0.28
2023-05,Puramate Basil 250g Pouch,31.200000000000003,593731.0,0.01
2023-05,Puramate Pasta-Gomiti Rigate - macroni - 500g,204.0,593731.0,0.03
2023-05,Puramate Pasta-Penne Rigatte 500g,476.0,593731.0,0.08
2023-05,Red Paprika Slice,869.12,593731.0,0.15
2023-05,Regular Box,6504.75,593731.0,1.1
2023-05,Regular Pizza Box,260.10000000000014,593731.0,0.04
2023-05,Reitzel-Jalapeno Slice-2.9kg,1788.0,593731.0,0.3
2023-05,Rice-Nawab-26kg,518.0,593731.0,0.09
2023-05,Rice-Nawab-26kg,-962.0,593731.0,-0.16
2023-05,Royal HyperMarket-Corn Meal-,90.0,593731.0,0.02
2023-05,Safa Books -Note Book-,16.0,593731.0,0.0
2023-05,Safa Books -stapler -,10.0,593731.0,0.0
2023-05,Salad Bowl (Big )500ml,615.02,593731.0,0.1
2023-05,Salad Bowl (Small )250ml,249.51,593731.0,0.04
2023-05,Salad Bowl 250ml,-70.68,593731.0,-0.01
2023-05,Salad Bowl 500ml,-392.03999999999996,593731.0,-0.07
2023-05,Salt Powder,-25.5,593731.0,-0.0
2023-05,Satheesh-Waste Collection-,500.0,593731.0,0.08
2023-05,Sherif Cherpulasery-whole chicken-,825.0,593731.0,0.14
2023-05,Sherif Cherpulasery-whole chicken-staff,308.0,593731.0,0.05
2023-05,Slice Mango,618.84,593731.0,0.1
2023-05,Slice Mango,265.05,593731.0,0.04
2023-05,Slice Mango 250ml pet,530.1,593731.0,0.09
2023-05,Slice Mango 600ml pet,206.28000000000003,593731.0,0.03
2023-05,Srinivasan-Chocolate Ice Cream -,770.0,593731.0,0.13
2023-05,Srinivasan-Vanilla Ice Cream-,1632.0,593731.0,0.27
2023-05,Strawberry sause 750,-42.66000000000001,593731.0,-0.01
2023-05,Strawberry-Ice cream,-22.810000000000002,593731.0,-0.0
2023-05,Sugar-Loose,-38.0,593731.0,-0.01
2023-05,Sumeru Nuggets Premium 1Kg,834.18,593731.0,0.14
2023-05,Surya Auto Agencies-Engine Oil-,100.0,593731.0,0.02
2023-05,TAJIR JALAPENO SLICES 2.5 KG,-1710.0,593731.0,-0.29
2023-05,Tandoori Chicken Masala-Bakers,-32.5,593731.0,-0.01
2023-05,Tandoori Mix,1243.2,593731.0,0.21
2023-05,Tandoori mix Masala,-165.76,593731.0,-0.03
2023-05,Tasty Fixel Chilly Flakes 0.8gm,1058.4,593731.0,0.18
2023-05,Tasty Fixel Oregano Mix 0.8gm,1323.0,593731.0,0.22
2023-05,Tea Loose,9.0,593731.0,0.0
2023-05,Thousand island,379.99,593731.0,0.06
2023-05,Tissue-Energy-Big,45.0,593731.0,0.01
2023-05,Transportation-,30.0,593731.0,0.01
2023-05,Transportation-Auto fare from Otp-,550.0,593731.0,0.09
2023-05,Transportation-Chicken Sausage-,30.0,593731.0,0.01
2023-05,Transportation-Origano-,30.0,593731.0,0.01
2023-05,Transportation-gouda cheese-,30.0,593731.0,0.01
2023-05,Transportation-transportation-,30.0,593731.0,0.01
2023-05,Transportation-transportation-vegitables,30.0,593731.0,0.01
2023-05,Transportation-vegitables-,30.0,593731.0,0.01
2023-05,Tripod,185.0,593731.0,0.03
2023-05,Turmeric Powder-loose,11.880000000000003,593731.0,0.0
2023-05,Vanilla Ice-cream,12.370000000000005,593731.0,0.0
2023-05,Veeba Barbequesauce 1KG,166.0,593731.0,0.03
2023-05,Veeba Eggless Mayonise Chef 1KG,1120.0,593731.0,0.19
2023-05,Veeba Gouda Flavoured Dressing,0.0,593731.0,0.0
2023-05,Veeba Ketchup Sachet,561.53,593731.0,0.09
2023-05,Veeba Makhani Gravy 1KG,430.08,593731.0,0.07
2023-05,Veeba Pasta & Pizza Sauce 1KG,-760.0,593731.0,-0.13
2023-05,Veeba T. Ketchup 1.2KG,0.0,593731.0,0.0
2023-05,Veeba Tandoori Spread-1kg,434.0,593731.0,0.07
2023-05,Vermicelli Mix,-30.0,593731.0,-0.01
2023-05,Vineger,-4.199999999999999,593731.0,-0.0
2023-05,Wooden Spoon-110mm,-148.24,593731.0,-0.02
2023-05,Wooden Spoon-140mm,-124.8,593731.0,-0.02
2023-05,Zippy  B.Fast Sausage ,-127.68,593731.0,-0.02
2023-05,Zippy Chicken Salami,93.75,593731.0,0.02
2023-05,babu palakkad-Butter-,380.0,593731.0,0.06
2023-05,babu palakkad-butter-,1520.0,593731.0,0.26
2023-05,babu palakkad-paneer-,2610.0,593731.0,0.44
2023-05,badam,0.0,593731.0,0.0
2023-05,berry Fresh-Chikku Pulp-,270.0,593731.0,0.05
2023-05,berry Fresh-Tender Coconut Pulp-,700.0,593731.0,0.12
2023-05,butter,-76.0,593731.0,-0.01
2023-05,butter papper,-35.0,593731.0,-0.01
2023-05,cello tape,150.0,593731.0,0.03
2023-05,five Star Traders-Agarbatti-,30.0,593731.0,0.01
2023-05,five Star Traders-Badam-,76.0,593731.0,0.01
2023-05,five Star Traders-Cherry-,40.0,593731.0,0.01
2023-05,five Star Traders-Chicken Masala-,62.0,593731.0,0.01
2023-05,five Star Traders-Chilly whole-,48.0,593731.0,0.01
2023-05,five Star Traders-Coriander Powder-,140.0,593731.0,0.02
2023-05,five Star Traders-Jeerakham-,16.0,593731.0,0.0
2023-05,five Star Traders-Mustard oil-,190.0,593731.0,0.03
2023-05,five Star Traders-Tea loose-,45.0,593731.0,0.01
2023-05,five Star Traders-Turmeric powder-,65.0,593731.0,0.01
2023-05,five Star Traders-atta-,555.0,593731.0,0.09
2023-05,five Star Traders-black papper-,108.0,593731.0,0.02
2023-05,five Star Traders-cashew nut-,75.0,593731.0,0.01
2023-05,five Star Traders-cashewnut-,75.0,593731.0,0.01
2023-05,five Star Traders-cherry-,18.0,593731.0,0.0
2023-05,five Star Traders-chilli powder-,57.0,593731.0,0.01
2023-05,five Star Traders-exo dish wash soap-,48.0,593731.0,0.01
2023-05,five Star Traders-masoor dal red-,415.0,593731.0,0.07
2023-05,five Star Traders-milk maid-,63.0,593731.0,0.01
2023-05,five Star Traders-palm oil-,9275.0,593731.0,1.56
2023-05,five Star Traders-plastic scrubber-,10.0,593731.0,0.0
2023-05,five Star Traders-salt powder-,60.0,593731.0,0.01
2023-05,five Star Traders-soap powder-,30.0,593731.0,0.01
2023-05,five Star Traders-sugar-,195.0,593731.0,0.03
2023-05,jio-mobile recharge-,209.0,593731.0,0.04
2023-05,milk-Milma-525ml,0.0,593731.0,0.0
2023-05,plastic Cover-1kg,-64.0,593731.0,-0.01
2023-05,plastic cover 5kg,80.0,593731.0,0.01
2023-05,plastic cover-HM- 5kg,-85.0,593731.0,-0.01
2023-04,7UP 1250ml Pet,1679.68,446139.94999999995,0.38
2023-04,7UP 1250ml Pet,695.04,446139.94999999995,0.16
2023-04,7UP 750ml Pet,1650.22,446139.94999999995,0.37
2023-04,7UP 750ml Pet,1031.3999999999999,446139.94999999995,0.23
2023-04,7up 250ml Can,276.0,446139.94999999995,0.06
2023-04,7up 250ml Pet,1050.0,446139.94999999995,0.24
2023-04,AMUL Mozzarella Cheese Block 1Kg,-5610.0,446139.94999999995,-1.26
2023-04,AMUL Mozzarella Diced 1Kg,42750.72,446139.94999999995,9.58
2023-04,Agarbathi,70.0,446139.94999999995,0.02
2023-04,Aqua Fina Mineral Water 1Ltr,447.97,446139.94999999995,0.1
2023-04,Aqua Fina Mineral Water 1Ltr,335.98,446139.94999999995,0.08
2023-04,Atta Loose,438.70000000000005,446139.94999999995,0.1
2023-04,BBQ Mix Masala,663.5999999999999,446139.94999999995,0.15
2023-04,BBQ Wings,223.44,446139.94999999995,0.05
2023-04,Baby Corn Tasty 450G,390.0,446139.94999999995,0.09
2023-04,Baby Corn Whole-450GM-Golden Crown,-390.0,446139.94999999995,-0.09
2023-04,Baby Corn Whole-800GM-Tajir Habit,224.0,446139.94999999995,0.05
2023-04,Baby Corn Whole-Fresh,304.0,446139.94999999995,0.07
2023-04,Baby Corn Whole-Fresh-Isha Vegitables,1900.0,446139.94999999995,0.43
2023-04,Basil-fresh,68.0,446139.94999999995,0.02
2023-04,Berry Fresh Banana Pulp,0.0,446139.94999999995,0.0
2023-04,Berry Fresh Chicku Pulp,540.0,446139.94999999995,0.12
2023-04,Berry Fresh Chicku Pulp,-36.0,446139.94999999995,-0.01
2023-04,Berry Fresh Tender Coconut Pulp,700.0,446139.94999999995,0.16
2023-04,Berry Fresh Tender Coconut Pulp,-210.0,446139.94999999995,-0.05
2023-04,Bio-Bag-10x14-140,-2.759999999999991,446139.94999999995,-0.0
2023-04,Bio-Bag-13x16-90,-13.800000000000011,446139.94999999995,-0.0
2023-04,Bio-Bag-16x20-50,46.0,446139.94999999995,0.01
2023-04,Bio-Bag-20x26-35,-13.569999999999993,446139.94999999995,-0.0
2023-04,Black Grapes,22.5,446139.94999999995,0.01
2023-04,Black Pepper,-54.0,446139.94999999995,-0.01
2023-04,Black pepper,43.2,446139.94999999995,0.01
2023-04,Boneless Chicken,777.0,446139.94999999995,0.17
2023-04,Bornless Chicken- Adakkaputhur,16865.379999999997,446139.94999999995,3.78
2023-04,Bread Premix,642.6,446139.94999999995,0.14
2023-04,Brocoli,260.0,446139.94999999995,0.06
2023-04,Brocoli-isha Vegitable,280.0,446139.94999999995,0.06
2023-04,Brownie,1732.9,446139.94999999995,0.39
2023-04,Butter Scotch Ice-cream,175.69,446139.94999999995,0.04
2023-04,Butter Scotch Ice-cream,0.0,446139.94999999995,0.0
2023-04,Butter Scotch Sauce 750ml,-45.93,446139.94999999995,-0.01
2023-04,Cashew nut,112.5,446139.94999999995,0.03
2023-04,Cherry,54.0,446139.94999999995,0.01
2023-04,Chettinad Mix,0.0,446139.94999999995,0.0
2023-04,Chicken Kheema  Masala,32.55,446139.94999999995,0.01
2023-04,Chicken Masala,-27.0,446139.94999999995,-0.01
2023-04,Chicken Nuggets-Godrej-1kg,384.0,446139.94999999995,0.09
2023-04,Chicken-Masala-Melam,87.0,446139.94999999995,0.02
2023-04,Chicken-Masala-Melam,23.2,446139.94999999995,0.01
2023-04,Chicken-Whole-Staff,741.99,446139.94999999995,0.17
2023-04,Chilli Flakes-Puramate-400grm,50.349999999999994,446139.94999999995,0.01
2023-04,Chilli Flakes-Tasty Pixel-Veeba-Sachet-0.8g,926.0999999999999,446139.94999999995,0.21
2023-04,Chilli Flakes-Tasty Pixel-Veeba-Sachet-0.8g,-77.78999999999999,446139.94999999995,-0.02
2023-04,Chilli Powder Loose,40.0,446139.94999999995,0.01
2023-04,Chocolate Ice-cream,3080.0,446139.94999999995,0.69
2023-04,Chocolate Ice-cream,-70.0,446139.94999999995,-0.02
2023-04,Coriander Powder-loose,98.4,446139.94999999995,0.02
2023-04,Corn Meal - Chola Rava,80.0,446139.94999999995,0.02
2023-04,Corn Meal - MAKKA RAVA,162.0,446139.94999999995,0.04
2023-04,Curd-Elanad-500ml,35.0,446139.94999999995,0.01
2023-04,Curd-Sheethal-400g,84.0,446139.94999999995,0.02
2023-04,DVC BLUE OCCEAN FLV SYRUP 750ML,977.0400000000002,446139.94999999995,0.22
2023-04,DVC Green Apple 750 ML,1221.3000000000002,446139.94999999995,0.27
2023-04,DVC Mint Flavoured Syrup 750 ml,-838.8200000000002,446139.94999999995,-0.19
2023-04,DVC PASSION FRUIT FLV SYRUP 750ML,-879.3399999999999,446139.94999999995,-0.2
2023-04,DVC Passion Fruit 750ML,1953.0,446139.94999999995,0.44
2023-04,Dew 250ml Can,720.0,446139.94999999995,0.16
2023-04,Dew 250ml Can,-180.0,446139.94999999995,-0.04
2023-04,Dew 250ml Pet,1050.0,446139.94999999995,0.24
2023-04,Dew 250ml Pet,-87.5,446139.94999999995,-0.02
2023-04,Dew 750ml Pet,1272.06,446139.94999999995,0.29
2023-04,Dip Bowl,-336.3,446139.94999999995,-0.08
2023-04,Double Cream-Rich-1kg,588.0,446139.94999999995,0.13
2023-04,Dried Yeast,747.96,446139.94999999995,0.17
2023-04,Egg-5.5,555.5,446139.94999999995,0.12
2023-04,Exo Dishwash cake,-19.2,446139.94999999995,-0.0
2023-04,Exo Steel Wool,15.0,446139.94999999995,0.0
2023-04,Flexi Cream Gold,778.8,446139.94999999995,0.17
2023-04,French Fries 6mm-Funwave,13641.62,446139.94999999995,3.06
2023-04,French Fries 6mm-Funwave,-8027.1,446139.94999999995,-1.8
2023-04,French Fries 6mm-Funwave 2.5 KG,6980.0,446139.94999999995,1.56
2023-04,French Fries 9mm-Funwave,0.0,446139.94999999995,0.0
2023-04,French Fries Box,-100.20000000000005,446139.94999999995,-0.02
2023-04,Frozen Sweet Corn,912.5,446139.94999999995,0.2
2023-04,Frozen Sweet Corn-Pal Fresh,-198.0,446139.94999999995,-0.04
2023-04,G.Crown Mushroom Slice 800g,5292.0,446139.94999999995,1.19
2023-04,G.Crown Mushroom Slice 800g,-882.0,446139.94999999995,-0.2
2023-04,GO Orange Cheddar Cheese 2kg,339.9,446139.94999999995,0.08
2023-04,GO-Monterey Jack Cheese-2kg,61.0,446139.94999999995,0.01
2023-04,Garlic Bread Box,70.32,446139.94999999995,0.02
2023-04,Garlic Chilli Spread,745.2,446139.94999999995,0.17
2023-04,Gas-LPG-HPCL,16560.0,446139.94999999995,3.71
2023-04,Herb Mix Masla,711.76,446139.94999999995,0.16
2023-04,Hersheys Cocoa-70grm,70.72,446139.94999999995,0.02
2023-04,Hersheys Syrup-200grm,70.5,446139.94999999995,0.02
2023-04,Ice cube,90.0,446139.94999999995,0.02
2023-04,Insulation Tape,24.0,446139.94999999995,0.01
2023-04,JIVO Pomace Olive Oil ,670.02,446139.94999999995,0.15
2023-04,Jumbo Cover-Blue,45.0,446139.94999999995,0.01
2023-04,Jumbo Cover-Blue,37.5,446139.94999999995,0.01
2023-04,KOT Printing Rolls,364.0,446139.94999999995,0.08
2023-04,Lamp Pepperoni,583.73,446139.94999999995,0.13
2023-04,Large Pizza Box,1298.0,446139.94999999995,0.29
2023-04,Lehar Soda,625.48,446139.94999999995,0.14
2023-04,Lion Honey 1kg,676.2,446139.94999999995,0.15
2023-04,Maida(Porotta 50kg),8200.0,446139.94999999995,1.84
2023-04,Maida(Porotta 50kg),820.0,446139.94999999995,0.18
2023-04,Malas Chocolate Sauce 5 ltr,1060.01,446139.94999999995,0.24
2023-04,Malas Chocolate Sauce 5 ltr,-805.6099999999999,446139.94999999995,-0.18
2023-04,Mango Crush Sauce 750ml Malas,0.0,446139.94999999995,0.0
2023-04,Masoor-Red,191.8,446139.94999999995,0.04
2023-04,Mc Cain Potato Wedges 2.5kg,385.28,446139.94999999995,0.09
2023-04,Mc Cain Potato Wedges 2.5kg-Taha,470.0,446139.94999999995,0.11
2023-04,Mc Cain Potato Wedges 2.5kg-Taha,-112.8,446139.94999999995,-0.03
2023-04,Medium Pizza Box,3149.5600000000004,446139.94999999995,0.71
2023-04,Mexican Masala,2140.3199999999997,446139.94999999995,0.48
2023-04,Micro 13x16,126.0,446139.94999999995,0.03
2023-04,Micro 13x16,-210.0,446139.94999999995,-0.05
2023-04,Micro 16x20,280.0,446139.94999999995,0.06
2023-04,Micro 16x20,14.0,446139.94999999995,0.0
2023-04,Micro 20x26,280.0,446139.94999999995,0.06
2023-04,Micro 20x26,-46.66,446139.94999999995,-0.01
2023-04,Micro 26x30,150.0,446139.94999999995,0.03
2023-04,Micro 27x30,-112.5,446139.94999999995,-0.03
2023-04,Milk,200.0,446139.94999999995,0.04
2023-04,Milk-Elanad-500ml,224.0,446139.94999999995,0.05
2023-04,Milk-Sheethal-450ml,1508.0,446139.94999999995,0.34
2023-04,MilkyMist-Mozzarella Cheese-shredded-2kg,5947.2,446139.94999999995,1.33
2023-04,MilkyMist-Mozzarella Cheese-shredded-2kg,-1982.4,446139.94999999995,-0.44
2023-04,Milkymist Cheese BLock 1KG,1100.0,446139.94999999995,0.25
2023-04,Mini Burger Box,260.54999999999995,446139.94999999995,0.06
2023-04,Mirinda 250ml pet,455.0,446139.94999999995,0.1
2023-04,Mirinda 750ml pet,550.0799999999999,446139.94999999995,0.12
2023-04,Mittai-Milk-Amul,64.0,446139.94999999995,0.01
2023-04,Mixed Herb Loose,48.0,446139.94999999995,0.01
2023-04,Mojito Menta Cubano,1953.0,446139.94999999995,0.44
2023-04,Moktails Glass,707.8400000000001,446139.94999999995,0.16
2023-04,Mustard Oil,-40.0,446139.94999999995,-0.01
2023-04,Mustard-Oil,105.0,446139.94999999995,0.02
2023-04,Mustard-Oil,21.0,446139.94999999995,0.0
2023-04,Neo Red Paprika 3Kg,434.56000000000006,446139.94999999995,0.1
2023-04,Neo-Black Sliced Olives-3kg,626.0799999999999,446139.94999999995,0.14
2023-04,OREGANO SACHET 0.8GM,1005.3999999999999,446139.94999999995,0.23
2023-04,Oregano Sprinkler 500g,1218.0,446139.94999999995,0.27
2023-04,Oregano Sprinkler 500g,-109.61999999999989,446139.94999999995,-0.02
2023-04,Palm Oil - Refined Oil,1862.0,446139.94999999995,0.42
2023-04,Palm Oil - Refined Oil,1222.0,446139.94999999995,0.27
2023-04,Paneer,1496.0,446139.94999999995,0.34
2023-04,Paneer Tikka Butter Masala,347.76000000000005,446139.94999999995,0.08
2023-04,Paper Glass,450.0,446139.94999999995,0.1
2023-04,Paper Glass,6.199999999999989,446139.94999999995,0.0
2023-04,Paper Plates,15.0,446139.94999999995,0.0
2023-04,Paper Straw,70.0,446139.94999999995,0.02
2023-04,Paper Straw Big,-6.75,446139.94999999995,-0.0
2023-04,Paper Straw Small,38.5,446139.94999999995,0.01
2023-04,Papper carry bag large,195.5,446139.94999999995,0.04
2023-04,Papper carry bag medium,585.0,446139.94999999995,0.13
2023-04,Parsely-Veg,42.4,446139.94999999995,0.01
2023-04,Pasta Container Black,829.84,446139.94999999995,0.19
2023-04,Pepsi 1250ml Pet,810.8799999999999,446139.94999999995,0.18
2023-04,Pepsi 1250ml Pet,695.04,446139.94999999995,0.16
2023-04,Pepsi 250ml Can,720.0,446139.94999999995,0.16
