Month_code,item_name,consumed-stock_amount,Total Sales[POS Sales less GST + Swiggy to Loocos],consumed-stock_amount%
2026-01,7up 1 ltr,487.74,89274.65,0.55
2026-01,7up 250ml Pet,350.0,89274.65,0.39
2026-01,7up can 300ml,171.45,89274.65,0.19
2026-01,7up750mlpet,1306.44,89274.65,1.46
2026-01,Aqua Fina Mineral Water 1Ltr,276.76,89274.65,0.31
2026-01,Aromat Seasoning Powder,86.0,89274.65,0.1
2026-01,BBQ Mix Masala,1720.5,89274.65,1.93
2026-01,Berry Fresh Chicku Pulp,336.0,89274.65,0.38
2026-01,Blue curacao mojito,1291.5,89274.65,1.45
2026-01,Boneless Chicken,10372.09,89274.65,11.62
2026-01,Bread Premix,840.0,89274.65,0.94
2026-01,Brownie,770.0,89274.65,0.86
2026-01,Butter,1140.0,89274.65,1.28
2026-01,Butter Scotch Ice-cream,688.0,89274.65,0.77
2026-01,CHILLY FLAKES SACHET 0.8GM,572.0,89274.65,0.64
2026-01,Celotape-3/4inch-,115.0,89274.65,0.13
2026-01,Chettinad Mix,97.65,89274.65,0.11
2026-01,Chicken Sausage,550.0,89274.65,0.62
2026-01,Chicken burger pattis,1713.6,89274.65,1.92
2026-01,Chocolate Ice-cream 4ltr,2284.8,89274.65,2.56
2026-01,Corn Meal - MAKKA RAVA,55.0,89274.65,0.06
2026-01,DVC Green Apple 750 ML,460.0,89274.65,0.52
2026-01,DVC PASSION FRUIT FLV SYRUP 750ML,1380.0,89274.65,1.55
2026-01,DVC Watermelon Syrup 750 ml,519.2,89274.65,0.58
2026-01,Dew 250ml Pet,350.0,89274.65,0.39
2026-01,Dew 750ml Pet,756.14,89274.65,0.85
2026-01,Dew can 300ml,411.48,89274.65,0.46
2026-01,Dip Bowl,200.0,89274.65,0.22
2026-01,ENGLISH vegetables,1504.0,89274.65,1.68
2026-01,Egg 7.5,75.0,89274.65,0.08
2026-01,French Fries Box,668.75,89274.65,0.75
2026-01,G.Crown Mushroom Slice 800g,2678.0,89274.65,3.0
2026-01,Garlic Bread Box,1125.0,89274.65,1.26
2026-01,Gas-LPG-HPCL,6055.0,89274.65,6.78
2026-01,Green Peas,170.0,89274.65,0.19
2026-01,HABIT JALAPENO SLICES 2.9 KG,1112.0,89274.65,1.25
2026-01,Herb Mix Masla,3345.0,89274.65,3.75
2026-01,Honey,488.0,89274.65,0.55
2026-01,Honey mustard dressing,635.61,89274.65,0.71
2026-01,Lamp Pepperoni,895.0,89274.65,1.0
2026-01,Large Pizza Box,3712.5,89274.65,4.16
2026-01,Lehar Soda,474.24,89274.65,0.53
2026-01,Mayonise premium,345.0,89274.65,0.39
2026-01,Mexican Masala,1037.5,89274.65,1.16
2026-01,Mini Burger Box,280.0,89274.65,0.31
2026-01,Mojito Menta Cubano,1840.0,89274.65,2.06
2026-01,Moktails Glass,1320.0,89274.65,1.48
2026-01,OREGANO SACHET 0.8GM,897.0,89274.65,1.0
2026-01,Oregano Sprinkler 500g,614.0,89274.65,0.69
2026-01,POTATO POPS,261.42,89274.65,0.29
2026-01,Paneer,1160.0,89274.65,1.3
2026-01,Pasta Container Black,1790.0,89274.65,2.01
2026-01,Pepsi 250ml Pet,997.5,89274.65,1.12
2026-01,Pepsi 750ml Pet,1855.98,89274.65,2.08
2026-01,Pineapple slice-Tajir Habit-850g,441.0,89274.65,0.49
2026-01,Piri Piri Marinade 1KG,356.0,89274.65,0.4
2026-01,Pizza Premix,75.6,89274.65,0.08
2026-01,Pizza sauce premix,1300.0,89274.65,1.46
2026-01,Processed cheese block,1299.38,89274.65,1.46
2026-01,Puramate Pasta-Gomiti Rigate - macroni - 500g,268.0,89274.65,0.3
2026-01,Puramate Pasta-Penne Rigatte 500g,737.0,89274.65,0.83
2026-01,Regular Pizza Box,1700.0,89274.65,1.9
2026-01,Richs versatie cream,2256.0,89274.65,2.53
2026-01,Rose lichy crush mojito,346.5,89274.65,0.39
2026-01,Salad Bowl 250ml,1050.0,89274.65,1.18
2026-01,Salad Bowl 500ml,982.5,89274.65,1.1
2026-01,Schezwan sauce,525.96,89274.65,0.59
2026-01,Slice Mango 200ml pet,424.08,89274.65,0.48
2026-01,Strawberry-Ice cream,1069.3,89274.65,1.2
2026-01,TOMATO 10KG,420.0,89274.65,0.47
2026-01,Tandoori mix Masala,1411.0,89274.65,1.58
2026-01,Tissue,72.0,89274.65,0.08
2026-01,Vanilla Ice-cream 4ltr,652.8,89274.65,0.73
2026-01,Veeba Eggless Mayonise Chef 1KG,1687.2,89274.65,1.89
2026-01,Veeba Gouda Flavoured Dressing,1704.42,89274.65,1.91
2026-01,Veeba Ketchup Sachet,1944.0,89274.65,2.18
2026-01,Veeba ThousandIsland Dressing 1KG,366.0,89274.65,0.41
2026-01,Veg burger pattis,420.0,89274.65,0.47
2026-01,Zippy  B.Fast Sausage ,295.44,89274.65,0.33
2026-01,Zippy Chicken Salami,927.0,89274.65,1.04
2026-01,bio covers,390.0,89274.65,0.44
2026-01,bio glass,80.0,89274.65,0.09
2026-01,black olive slice Habit,2313.0,89274.65,2.59
2026-01,cheesy spread dip,1237.52,89274.65,1.39
2026-01,chicken kheema masala,1560.0,89274.65,1.75
2026-01,chicken pepperoni,2162.5,89274.65,2.42
2026-01,chicken popcorn,337.5,89274.65,0.38
2026-01,chilly flakes 500 gm,97.5,89274.65,0.11
2026-01,chilly garlic spread,495.0,89274.65,0.55
2026-01,colby cheese 1 kg,1776.54,89274.65,1.99
2026-01,dynamic diced mozerella,14745.85,89274.65,16.52
2026-01,egg 8,80.0,89274.65,0.09
2026-01,french fry hungritos 2.5kg,2346.12,89274.65,2.63
2026-01,grocery,4844.05,89274.65,5.43
2026-01,habit baby corn,324.0,89274.65,0.36
2026-01,habit olive oil,1107.0,89274.65,1.24
2026-01,hungritos premium,2783.0,89274.65,3.12
2026-01,ice cube/80,80.0,89274.65,0.09
2026-01,makhni gravy,630.0,89274.65,0.71
2026-01,milk,375.0,89274.65,0.42
2026-01,milk shake assorted,288.0,89274.65,0.32
2026-01,milky mist diced mozerella,5250.0,89274.65,5.88
2026-01,oil,2728.0,89274.65,3.06
2026-01,paneer tikka powder,2835.0,89274.65,3.18
2026-01,pepsi 1 ltr,576.42,89274.65,0.65
2026-01,pepsi can300ml,480.06,89274.65,0.54
2026-01,pizza sauce,600.0,89274.65,0.67
2026-01,potato wedges,226.59,89274.65,0.25
2026-01,prince maida 50kg,3360.0,89274.65,3.76
2026-01,red paprika habit,1185.0,89274.65,1.33
2026-01,slice cheese,1257.66,89274.65,1.41
2026-01,sneha chi nuggets,828.0,89274.65,0.93
2026-01,staff chicken,390.01,89274.65,0.44
2026-01,staff rice 26kg,1080.0,89274.65,1.21
2026-01,sweet corn 1kg,882.0,89274.65,0.99
2026-01,sweet corn abad,475.0,89274.65,0.53
2026-01,tandoori mayonise,260.0,89274.65,0.29
2026-01,tomato ketchup 1.2 bottle,412.44,89274.65,0.46
2026-01,veeba pizza pasta sauce,1809.5,89274.65,2.03
2026-01,vegetables,3055.05,89274.65,3.42
2026-01,wooden fork,85.0,89274.65,0.1
2025-12, dry yeast 500 gm,1530.0,457375.85,0.33
2025-12,7UP 750ml Pet,1374.8,457375.85,0.3
2025-12,7up 1 ltr,620.76,457375.85,0.14
2025-12,7up 250ml Pet,892.5,457375.85,0.2
2025-12,7up can 300ml,0.0,457375.85,0.0
2025-12,7up pet 750ml,824.88,457375.85,0.18
2025-12,7up750mlpet,-1306.44,457375.85,-0.29
2025-12,Aqua Fina Mineral Water 1Ltr,418.37,457375.85,0.09
2025-12,Aromat Seasoning Powder,86.0,457375.85,0.02
2025-12,BBQ Mix Masala,1069.5,457375.85,0.23
2025-12,Berry Fresh Chicku Pulp,224.0,457375.85,0.05
2025-12,Berry Fresh Chicku Pulp 2kg,420.0,457375.85,0.09
2025-12,Berry Fresh Tender Coconut Pulp,1110.0,457375.85,0.24
2025-12,Blue curacao mojito,-430.5,457375.85,-0.09
2025-12,Boneless Chicken,18278.94,457375.85,4.0
2025-12,Bread Premix,120.0,457375.85,0.03
2025-12,Brownie,1540.0,457375.85,0.34
2025-12,Butter,1520.0,457375.85,0.33
2025-12,Butter,-570.0,457375.85,-0.12
2025-12,Butter Scotch Ice-cream,825.5999999999999,457375.85,0.18
2025-12,CHILLY FLAKES SACHET 0.8GM,639.5999999999999,457375.85,0.14
2025-12,Celotape-3/4inch-,115.0,457375.85,0.03
2025-12,Chettinad Mix,227.85,457375.85,0.05
2025-12,Chicken Kheema  Masala,975.0,457375.85,0.21
2025-12,Chicken burger pattis,1562.4,457375.85,0.34
2025-12,Chocolate Ice-cream 4ltr,1452.6,457375.85,0.32
2025-12,Corn Meal - MAKKA RAVA,55.0,457375.85,0.01
2025-12,DVC BLUE OCCEAN FLV SYRUP 750ML,2336.4,457375.85,0.51
2025-12,DVC Green Apple 750 ML,1150.0,457375.85,0.25
2025-12,DVC PASSION FRUIT FLV SYRUP 750ML,460.0,457375.85,0.1
2025-12,DVC Watermelon Syrup 750 ml,0.0,457375.85,0.0
2025-12,Dew 250ml Pet,402.5,457375.85,0.09
2025-12,Dew 330 ml can,548.64,457375.85,0.12
2025-12,Dew 750ml Pet,-240.59000000000003,457375.85,-0.05
2025-12,Dew can 300ml,-411.48,457375.85,-0.09
2025-12,Dip Bowl,-60.0,457375.85,-0.01
2025-12,ENGLISH vegetables,2919.99,457375.85,0.64
2025-12,Egg 7.5,300.0,457375.85,0.07
2025-12,French Fries Box,401.25,457375.85,0.09
2025-12,Fruits,150.0,457375.85,0.03
2025-12,G.Crown Mushroom Slice 800g,2472.0,457375.85,0.54
2025-12,Garlic Bread Box,450.0,457375.85,0.1
2025-12,Gas-LPG-HPCL,7125.0,457375.85,1.56
2025-12,Green Peas,124.0,457375.85,0.03
2025-12,HABIT JALAPENO SLICES 2.9 KG,1112.0,457375.85,0.24
2025-12,Herb Mix Masla,312.1999999999998,457375.85,0.07
2025-12,Honey mustard dressing,635.61,457375.85,0.14
2025-12,KOT Printing Rolls,1566.0,457375.85,0.34
2025-12,Lamp Pepperoni,1342.5,457375.85,0.29
2025-12,Large Pizza Box,2702.7,457375.85,0.59
2025-12,Lehar Soda,652.0799999999999,457375.85,0.14
2025-12,Mayonise premium,517.5,457375.85,0.11
2025-12,Medium Pizza Box,3560.0,457375.85,0.78
2025-12,Mexican Masala,2946.5,457375.85,0.64
2025-12,Mini Burger Box,616.0,457375.85,0.13
2025-12,Mojito Menta Cubano,920.0,457375.85,0.2
2025-12,Moktails Glass,680.0,457375.85,0.15
2025-12,Mustard Oil,50.4,457375.85,0.01
2025-12,OREGANO SACHET 0.8GM,1048.8,457375.85,0.23
2025-12,Oregano Sprinkler 500g,614.0,457375.85,0.13
2025-12,POTATO POPS,160.86999999999995,457375.85,0.04
2025-12,Paneer,1015.0,457375.85,0.22
2025-12,Paper Straw,120.0,457375.85,0.03
2025-12,Pasta Container Black,895.0,457375.85,0.2
2025-12,Pepsi 250ml Pet,1260.0,457375.85,0.28
2025-12,Pepsi 750ml Pet,0.0,457375.85,0.0
2025-12,Pineapple slice-Tajir Habit-850g,110.25,457375.85,0.02
2025-12,Piri Piri Marinade 1KG,89.0,457375.85,0.02
2025-12,Pizza Premix,4964.4,457375.85,1.09
2025-12,Pizza sauce premix,1300.0,457375.85,0.28
2025-12,Processed cheese block,1293.62,457375.85,0.28
2025-12,Puramate Pasta-Gomiti Rigate - macroni - 500g,335.0,457375.85,0.07
2025-12,Puramate Pasta-Penne Rigatte 500g,804.0,457375.85,0.18
2025-12,Regular Pizza Box,4275.5,457375.85,0.93
2025-12,Richs versatie cream,2632.0,457375.85,0.58
2025-12,Rose lichy crush mojito,346.5,457375.85,0.08
2025-12,Salad Bowl 250ml,262.5,457375.85,0.06
2025-12,Salad Bowl 500ml,655.0,457375.85,0.14
2025-12,Schezwan sauce,0.0,457375.85,0.0
2025-12,Slice Mango 200ml pet,-424.08,457375.85,-0.09
2025-12,Slice Mango 250ml pet,166.2,457375.85,0.04
2025-12,Strawberry-Ice cream,0.0,457375.85,0.0
2025-12,Sugar,90.0,457375.85,0.02
2025-12,TOMATO 10KG,450.0,457375.85,0.1
2025-12,Tandoori mix Masala,1079.0,457375.85,0.24
2025-12,Tissue,252.0,457375.85,0.06
2025-12,Tissue Spl,116.0,457375.85,0.03
2025-12,Tripod,675.0,457375.85,0.15
2025-12,Tropicana Guava Delight 500ml,426.36,457375.85,0.09
2025-12,Vanilla Ice-cream 4ltr,3943.2,457375.85,0.86
2025-12,Veeba Eggless Mayonise Chef 1KG,2415.0,457375.85,0.53
2025-12,Veeba Gouda Flavoured Dressing,757.52,457375.85,0.17
2025-12,Veeba Ketchup Sachet,1960.0,457375.85,0.43
2025-12,Veeba ThousandIsland Dressing 1KG,366.0,457375.85,0.08
2025-12,Veg burger pattis,292.5,457375.85,0.06
2025-12,Veg burger pattis,185.0,457375.85,0.04
2025-12,Zippy  B.Fast Sausage ,295.44,457375.85,0.06
2025-12,Zippy Chicken Salami,309.0,457375.85,0.07
2025-12,bio covers,-52.0,457375.85,-0.01
2025-12,bio glass,0.0,457375.85,0.0
2025-12,black olive slice Habit,2313.0,457375.85,0.51
2025-12,burger buns,224.0,457375.85,0.05
2025-12,canvill button mushroom,1560.0,457375.85,0.34
2025-12,cheesy spread dip,0.0,457375.85,0.0
2025-12,chicken kheema masala,-1560.0,457375.85,-0.34
2025-12,chicken pepperoni,432.5,457375.85,0.09
2025-12,chicken popcorn,281.25,457375.85,0.06
2025-12,chill fill french fry,900.0,457375.85,0.2
2025-12,chilly flakes 500 gm,-97.5,457375.85,-0.02
2025-12,chilly flakes 500gm,195.0,457375.85,0.04
2025-12,chilly garlic spread,0.0,457375.85,0.0
2025-12,colby cheese 1 kg,-634.48,457375.85,-0.14
2025-12,dew 750 ml,824.88,457375.85,0.18
2025-12,dynamic cheddar block,519.38,457375.85,0.11
2025-12,dynamic diced mozerella,28464.98,457375.85,6.22
2025-12,french fry hungritos 2.5kg,2122.6800000000003,457375.85,0.46
2025-12,fruits and milk,660.0,457375.85,0.14
2025-12,fruits and vegetables,395.01,457375.85,0.09
2025-12,grocery,15839.0,457375.85,3.46
2025-12,habit baby corn,756.0,457375.85,0.17
2025-12,habit olive oil,553.5,457375.85,0.12
2025-12,hungritos premium,3095.82,457375.85,0.68
2025-12,ice cube/80,-80.0,457375.85,-0.02
2025-12,maida 30kg,1359.9,457375.85,0.3
2025-12,makhni gravy,420.0,457375.85,0.09
2025-12,malas butterscotch crush,143.0,457375.85,0.03
2025-12,milk,625.0,457375.85,0.14
2025-12,milk 26,312.0,457375.85,0.07
2025-12,milk choco 180 ml,389.87,457375.85,0.09
2025-12,milk shake assorted,-288.0,457375.85,-0.06
2025-12,milk shake coffee,288.0,457375.85,0.06
2025-12,milky mist butter 500gm,312.25,457375.85,0.07
2025-12,mix herb amazon 1 kg,586.0,457375.85,0.13
2025-12,oil,2758.0,457375.85,0.6
2025-12,paneer,580.0,457375.85,0.13
2025-12,paneer tikka powder,-1485.0,457375.85,-0.32
2025-12,pepsi 1 ltr,532.08,457375.85,0.12
2025-12,pepsi can 330ml,720.09,457375.85,0.16
2025-12,pepsi can300ml,-480.06,457375.85,-0.1
2025-12,pizza sauce,0.0,457375.85,0.0
2025-12,potato wedges,923.7900000000001,457375.85,0.2
2025-12,prince maida 50kg,5600.0,457375.85,1.22
2025-12,red paprika habit,-18.0,457375.85,-0.0
2025-12,red paprika habit 670ml,375.27,457375.85,0.08
2025-12,slice 250ml,498.6,457375.85,0.11
2025-12,slice cheese,1297.1000000000001,457375.85,0.28
2025-12,sneha chi nuggets,1449.0,457375.85,0.32
2025-12,staff chicken,300.0,457375.85,0.07
2025-12,staff rice 26kg,108.0,457375.85,0.02
2025-12,sweet corn 1kg,780.0,457375.85,0.17
2025-12,sweet corn 1kg,-504.0,457375.85,-0.11
2025-12,sweet corn abad,425.0,457375.85,0.09
2025-12,tandoori mayonise,520.0,457375.85,0.11
2025-12,tandoori tikka powder,287.5,457375.85,0.06
2025-12,tomato,480.0,457375.85,0.1
2025-12,tomato ketchup 1.2 bottle,721.77,457375.85,0.16
2025-12,veeba pizza pasta sauce,2352.3500000000004,457375.85,0.51
2025-12,veg fruit grocery,1128.0,457375.85,0.25
2025-12,vegetables,7242.47,457375.85,1.58
2025-12,water melon,100.0,457375.85,0.02
2025-12,wooden fork,85.0,457375.85,0.02
2025-11, dry yeast 500 gm,882.0,454730.6,0.19
2025-11,7UP 750ml Pet,859.2500000000001,454730.6,0.19
2025-11,7up 1 ltr,798.12,454730.6,0.18
2025-11,7up 250ml Pet,525.0,454730.6,0.12
2025-11,7up can 300ml,34.29000000000002,454730.6,0.01
2025-11,7up zero sugar 400ml,525.0,454730.6,0.12
2025-11,Aqua Fina Mineral Water 1Ltr,420.75,454730.6,0.09
2025-11,Aromat Seasoning Powder,-172.0,454730.6,-0.04
2025-11,BBQ Mix Masala,1162.5,454730.6,0.26
2025-11,Berry Fresh Chicku Pulp,840.0,454730.6,0.18
2025-11,Berry Fresh Chicku Pulp 2kg,-420.0,454730.6,-0.09
2025-11,Berry Fresh Tender Coconut Pulp,814.0,454730.6,0.18
2025-11,Boneless Chicken,22300.92,454730.6,4.9
2025-11,Bread Premix,240.0,454730.6,0.05
2025-11,Brownie,1155.0,454730.6,0.25
2025-11,Butter,1235.0,454730.6,0.27
2025-11,Butter,-570.0,454730.6,-0.13
2025-11,Butter Scotch Ice-cream,-825.5999999999999,454730.6,-0.18
2025-11,CHILLY FLAKES SACHET 0.8GM,-171.60000000000002,454730.6,-0.04
2025-11,Celotape-3/4inch-,-230.0,454730.6,-0.05
2025-11,Chettinad Mix,0.0,454730.6,0.0
2025-11,Chicken Kheema  Masala,-975.0,454730.6,-0.21
2025-11,Chicken Sausage,825.0,454730.6,0.18
2025-11,Chicken burger pattis,1008.0,454730.6,0.22
2025-11,Chocolate Ice-cream 4ltr,798.5999999999999,454730.6,0.18
2025-11,Corn Meal - MAKKA RAVA,137.5,454730.6,0.03
2025-11,DVC BLUE OCCEAN FLV SYRUP 750ML,-778.8000000000002,454730.6,-0.17
2025-11,DVC Cucumber Syrup 750 ml,530.0,454730.6,0.12
2025-11,DVC Green Apple 750 ML,552.0,454730.6,0.12
2025-11,DVC PASSION FRUIT FLV SYRUP 750ML,460.0,454730.6,0.1
2025-11,DVC Watermelon Syrup 750 ml,0.0,454730.6,0.0
2025-11,Dew 250ml Pet,297.5,454730.6,0.07
2025-11,Dew 330 ml can,274.32000000000005,454730.6,0.06
2025-11,Dew 750ml Pet,721.77,454730.6,0.16
2025-11,Dip Bowl,60.0,454730.6,0.01
2025-11,ENGLISH vegetables,3204.25,454730.6,0.7
2025-11,Egg 7.5,225.0,454730.6,0.05
2025-11,French Fries Box,535.0,454730.6,0.12
2025-11,Fruits,-150.0,454730.6,-0.03
2025-11,G.Crown Mushroom Slice 800g,4326.0,454730.6,0.95
2025-11,Garlic Bread Box,232.5,454730.6,0.05
2025-11,Gas-LPG-HPCL,19580.0,454730.6,4.31
2025-11,Green Peas,31.0,454730.6,0.01
2025-11,HABIT JALAPENO SLICES 2.9 KG,1390.0,454730.6,0.31
2025-11,Herb Mix Masla,1115.0,454730.6,0.25
2025-11,Honey mustard dressing,635.6100000000001,454730.6,0.14
2025-11,KOT Printing Rolls,432.0,454730.6,0.1
2025-11,Lamp Pepperoni,-895.0,454730.6,-0.2
2025-11,Large Pizza Box,1143.4499999999998,454730.6,0.25
2025-11,Lehar Soda,563.1600000000001,454730.6,0.12
2025-11,Maida yamuna,8132.0,454730.6,1.79
2025-11,Malas Chocolate Sauce 5 ltr,265.0,454730.6,0.06
2025-11,Mayonise premium,172.5,454730.6,0.04
2025-11,Medium Pizza Box,3670.0,454730.6,0.81
2025-11,Mexican Masala,-3818.0,454730.6,-0.84
2025-11,Mini Burger Box,224.0,454730.6,0.05
2025-11,Mojito Menta Cubano,782.0,454730.6,0.17
2025-11,Moktails Glass,320.0,454730.6,0.07
2025-11,Mustard Oil,67.19999999999999,454730.6,0.01
2025-11,OREGANO SACHET 0.8GM,1113.53,454730.6,0.24
2025-11,Oregano Sprinkler 500g,736.8,454730.6,0.16
2025-11,POTATO POPS,60.329999999999984,454730.6,0.01
2025-11,Paneer,-145.0,454730.6,-0.03
2025-11,Paper Straw,-120.0,454730.6,-0.03
2025-11,Pasta Container Black,796.5500000000002,454730.6,0.18
2025-11,Pepsi 250ml Pet,1050.0,454730.6,0.23
2025-11,Pepsi 750ml Pet,927.99,454730.6,0.2
2025-11,Pineapple slice-Tajir Habit-850g,110.25,454730.6,0.02
2025-11,Piri Piri Marinade 1KG,178.0,454730.6,0.04
2025-11,Pizza Premix,4208.4,454730.6,0.93
2025-11,Pizza sauce premix,-97.5,454730.6,-0.02
2025-11,Processed cheese block,1028.0,454730.6,0.23
2025-11,Puramate Pasta-Gomiti Rigate - macroni - 500g,201.0,454730.6,0.04
2025-11,Puramate Pasta-Penne Rigatte 500g,670.0,454730.6,0.15
2025-11,Regular Pizza Box,4267.0,454730.6,0.94
2025-11,Richs versatie cream,1107.58,454730.6,0.24
2025-11,Salad Bowl 250ml,262.5,454730.6,0.06
2025-11,Salad Bowl 500ml,262.0,454730.6,0.06
2025-11,Schezwan sauce,182.0,454730.6,0.04
2025-11,Slice Mango 200ml pet,459.42,454730.6,0.1
2025-11,Slice Mango 250ml pet,-166.2,454730.6,-0.04
2025-11,Strawberry-Ice cream,-440.29999999999995,454730.6,-0.1
2025-11,TOMATO 10KG,260.0,454730.6,0.06
2025-11,Tandoori mix Masala,-1452.5,454730.6,-0.32
2025-11,Tissue,-90.0,454730.6,-0.02
2025-11,Tripod,0.0,454730.6,0.0
2025-11,Tropicana Guava Delight 500ml,175.55999999999995,454730.6,0.04
2025-11,Vanilla Ice-cream 4ltr,2420.0,454730.6,0.53
2025-11,Veeba Eggless Mayonise Chef 1KG,3234.49,454730.6,0.71
2025-11,Veeba Eggless Mayonise Chef 1KG,-2415.0,454730.6,-0.53
2025-11,Veeba Gouda Flavoured Dressing,378.75999999999976,454730.6,0.08
2025-11,Veeba Ketchup Sachet,2058.4,454730.6,0.45
2025-11,Veeba ThousandIsland Dressing 1KG,351.76,454730.6,0.08
2025-11,Veg burger pattis,225.0,454730.6,0.05
2025-11,Veg burger pattis,185.0,454730.6,0.04
2025-11,Wooden Fork-160mm,150.0,454730.6,0.03
2025-11,Zippy  B.Fast Sausage ,-590.88,454730.6,-0.13
2025-11,Zippy Chicken Salami,772.5,454730.6,0.17
2025-11,atta,270.0,454730.6,0.06
2025-11,bio covers,457.0,454730.6,0.1
2025-11,bio glass,40.0,454730.6,0.01
2025-11,black olive slice Habit,1542.0,454730.6,0.34
2025-11,bonless chicken,739.5,454730.6,0.16
2025-11,burger buns,832.0,454730.6,0.18
2025-11,cheesy spread dip,0.0,454730.6,0.0
2025-11,chicken kheema masala,1235.0,454730.6,0.27
2025-11,chicken pepperoni,-865.0,454730.6,-0.19
2025-11,chicken popcorn,26.25,454730.6,0.01
2025-11,chilly flake sachet,1095.6399999999999,454730.6,0.24
2025-11,chilly flakes 500 gm,195.0,454730.6,0.04
2025-11,chilly flakes 500gm,-195.0,454730.6,-0.04
2025-11,chilly garlic spread,165.0,454730.6,0.04
2025-11,colby cheese 1 kg,761.3800000000001,454730.6,0.17
2025-11,dew can300ml,68.58,454730.6,0.02
2025-11,dynamic cheddar block,554.0,454730.6,0.12
2025-11,dynamic diced mozerella,28951.649999999998,454730.6,6.37
2025-11,egg 7,70.0,454730.6,0.02
2025-11,egg-6.50,65.0,454730.6,0.01
2025-11,fruits,300.0,454730.6,0.07
2025-11,fruits and vegetables,1638.0,454730.6,0.36
2025-11,garlic,130.0,454730.6,0.03
2025-11,grocery,23342.1,454730.6,5.13
2025-11,habit baby corn,540.0,454730.6,0.12
2025-11,habit olive oil,369.0,454730.6,0.08
2025-11,hungritos premium,4842.18,454730.6,1.06
2025-11,ice cube/80,320.0,454730.6,0.07
2025-11,maida 30kg,-1359.9,454730.6,-0.3
2025-11,maida prince 30kg,1359.9,454730.6,0.3
2025-11,makhni gravy,672.0,454730.6,0.15
2025-11,malas butterscotch crush,0.0,454730.6,0.0
2025-11,mexican mix,6525.0,454730.6,1.43
2025-11,milk,700.0,454730.6,0.15
2025-11,milk 28 milma,224.0,454730.6,0.05
2025-11,milk choco,288.0,454730.6,0.06
2025-11,milk choco 180 ml,-389.87,454730.6,-0.09
2025-11,milk fruits sugar balls,885.0,454730.6,0.19
2025-11,milk shake assorted,744.0,454730.6,0.16
2025-11,milky mist butter 500gm,936.75,454730.6,0.21
2025-11,oil,-136.5,454730.6,-0.03
2025-11,paneer,580.0,454730.6,0.13
2025-11,paneer tikka powder,585.0,454730.6,0.13
2025-11,pepsi 1 ltr,753.7800000000001,454730.6,0.17
2025-11,pepsi can 330ml,-720.09,454730.6,-0.16
2025-11,pepsi can300ml,1097.28,454730.6,0.24
2025-11,pineapple,90.0,454730.6,0.02
2025-11,pizza sauce,120.0,454730.6,0.03
2025-11,potato wedges,87.14999999999986,454730.6,0.02
2025-11,red paprika habit,942.5,454730.6,0.21
2025-11,slice cheese,818.04,454730.6,0.18
2025-11,slice cheese,648.5500000000002,454730.6,0.14
2025-11,sneha chi burgar pattis,630.0,454730.6,0.14
2025-11,sneha chi nuggets,828.0,454730.6,0.18
2025-11,staff rice 26kg,-162.0,454730.6,-0.04
2025-11,straw,120.0,454730.6,0.03
2025-11,sweet corn,727.0,454730.6,0.16
2025-11,sweet corn 1kg,0.0,454730.6,0.0
2025-11,tandoori mayonise,260.0,454730.6,0.06
2025-11,tandoori tikka powder,-287.5,454730.6,-0.06
2025-11,tomato,480.0,454730.6,0.11
2025-11,tomato ketchup 1.2 bottle,609.3299999999999,454730.6,0.13
2025-11,veeba pizza pasta sauce,2352.3500000000004,454730.6,0.52
2025-11,vegetable n fruit,400.0,454730.6,0.09
2025-11,vegetables,9541.91,454730.6,2.1
2025-11,watermelon,75.0,454730.6,0.02
2025-11,wooden fork,-170.0,454730.6,-0.04
2025-10, dry yeast 500 gm,445.0,455473.55,0.1
2025-10,7UP 750ml Pet,584.29,455473.55,0.13
2025-10,7up 1 ltr,620.7600000000001,455473.55,0.14
2025-10,7up 250ml Pet,962.5,455473.55,0.21
2025-10,7up can 300ml,377.18999999999994,455473.55,0.08
2025-10,Aqua Fina Mineral Water 1Ltr,586.5,455473.55,0.13
2025-10,Aromat Seasoning Powder,172.0,455473.55,0.04
2025-10,BBQ Mix Masala,883.5,455473.55,0.19
2025-10,Berry Fresh Chicku Pulp,560.0,455473.55,0.12
2025-10,Berry Fresh Tender Coconut Pulp,296.0,455473.55,0.06
2025-10,Boneless Chicken,16244.010000000002,455473.55,3.57
2025-10,Bread Premix,240.0,455473.55,0.05
2025-10,Brownie,1540.0,455473.55,0.34
2025-10,Butter,1045.0,455473.55,0.23
2025-10,Butter,570.0,455473.55,0.13
2025-10,Butter Scotch Ice-cream,773.0,455473.55,0.17
2025-10,Butter Scotch Ice-cream,0.0,455473.55,0.0
2025-10,CHICKEN POPCORN,331.2,455473.55,0.07
2025-10,CHILLY FLAKES SACHET 0.8GM,696.8,455473.55,0.15
2025-10,Celotape-3/4inch-,184.0,455473.55,0.04
2025-10,Chettinad Mix,-260.4,455473.55,-0.06
2025-10,Chicken Sausage,-275.0,455473.55,-0.06
2025-10,Chicken burger pattis,1095.5,455473.55,0.24
2025-10,Chicken burger pattis,1060.0,455473.55,0.23
2025-10,Chocolate Ice-cream 4ltr,1142.4,455473.55,0.25
2025-10,Corn Meal - MAKKA RAVA,137.5,455473.55,0.03
2025-10,DVC BLUE OCCEAN FLV SYRUP 750ML,259.60000000000014,455473.55,0.06
