Month_code,Category,Subcategory,Item_Name,consumed-stock_amount,YEAR_MONTH,Total Sales[POS Sales less GST + Swiggy to Loocos],consumed-stock_amount%
2024-06,BEVERAGES,dew,Dew 750ml Pet,859.4999999999999,2024-06,429482.64999999997,0.2
2024-06,BEVERAGES,dew,Dew 250ml Pet,682.5,2024-06,429482.64999999997,0.16
2024-06,BEVERAGES,dew,Dew 250ml Can,330.0,2024-06,429482.64999999997,0.08
2024-06,BEVERAGES,lehar soda,Lehar Soda,740.7,2024-06,429482.64999999997,0.17
2024-06,BEVERAGES,mango syrup,DVC Mango Beverage Blend Syrup 750 ml,-1529.28,2024-06,429482.64999999997,-0.36
2024-06,BEVERAGES,mirinda,Mirinda 250ml pet,262.5,2024-06,429482.64999999997,0.06
2024-06,BEVERAGES,mirinda,Mirinda 750ml pet,275.04,2024-06,429482.64999999997,0.06
2024-06,BEVERAGES,mixed berry syrup,DVC Mixed Berry Beverage Blend Syrup 750 ml,910.8,2024-06,429482.64999999997,0.21
2024-06,BEVERAGES,mojito mint,DVC MOJITO MINT 750ML,4770.0,2024-06,429482.64999999997,1.11
2024-06,BEVERAGES,passion fruit syrup,DVC Passion Fruit 750ML,-50.74000000000024,2024-06,429482.64999999997,-0.01
2024-06,BEVERAGES,peach syrup,DVC Peach Garden Syrup Syrup 750 ml,537.37,2024-06,429482.64999999997,0.13
2024-06,BEVERAGES,peach syrup,DVC Peach GardenSyrup 750 ml,-530.0,2024-06,429482.64999999997,-0.12
2024-06,BEVERAGES,pepsi,Pepsi 750ml Pet,2303.46,2024-06,429482.64999999997,0.54
2024-06,BEVERAGES,pepsi,Pepsi 250ml Pet,1995.0,2024-06,429482.64999999997,0.46
2024-06,BEVERAGES,pepsi,Pepsi 1250ml Pet,1145.7000000000003,2024-06,429482.64999999997,0.27
2024-06,BEVERAGES,pepsi,Pepsi 250ml Can,270.0,2024-06,429482.64999999997,0.06
2024-06,BEVERAGES,slice mango,slice 350 ml,897.0799999999999,2024-06,429482.64999999997,0.21
2024-06,BEVERAGES,slice mango,Slice Mango 600ml pet,469.1700000000001,2024-06,429482.64999999997,0.11
2024-06,BEVERAGES,strawberry syrup,DVC Strawberry Syrup Syrup 750 ml,586.22,2024-06,429482.64999999997,0.14
2024-06,BEVERAGES,strawberry syrup,straw,18.5,2024-06,429482.64999999997,0.0
2024-06,CHEESE & DAIRY,butter,butter,1900.0,2024-06,429482.64999999997,0.44
2024-06,CHEESE & DAIRY,butter,Butter Scotch Ice-cream,927.6,2024-06,429482.64999999997,0.22
2024-06,CHEESE & DAIRY,butter,Butter Scotch Sauce 750ml,-57.2,2024-06,429482.64999999997,-0.01
2024-06,CHEESE & DAIRY,cheddar cheese,GO Orange Cheddar Cheese 2kg,396.55,2024-06,429482.64999999997,0.09
2024-06,CHEESE & DAIRY,colby cheese,colby cheese 1 kg,63.450000000000045,2024-06,429482.64999999997,0.01
2024-06,CHEESE & DAIRY,diced mozzarella,dynamic diced mozerella,32323.2,2024-06,429482.64999999997,7.53
2024-06,CHEESE & DAIRY,fresh cream,Flexi Cream Gold,2006.0,2024-06,429482.64999999997,0.47
2024-06,CHEESE & DAIRY,fresh cream,Vanilla Ice-cream 4ltr,1795.1999999999998,2024-06,429482.64999999997,0.42
2024-06,CHEESE & DAIRY,fresh cream,Chocolate Ice-cream 4ltr,734.4000000000001,2024-06,429482.64999999997,0.17
2024-06,CHEESE & DAIRY,fresh cream,Strawberry-Ice cream,-62.90000000000009,2024-06,429482.64999999997,-0.01
2024-06,CHEESE & DAIRY,milk,Milkymist Cheese BLock 1KG,1100.0,2024-06,429482.64999999997,0.26
2024-06,CHEESE & DAIRY,milk,milk,725.0,2024-06,429482.64999999997,0.17
2024-06,CHEESE & DAIRY,milk,milk 28 milma,112.0,2024-06,429482.64999999997,0.03
2024-06,CHEESE & DAIRY,paneer,Paneer,1015.0,2024-06,429482.64999999997,0.24
2024-06,CHEESE & DAIRY,paneer,Paneer tikka masala,360.29999999999995,2024-06,429482.64999999997,0.08
2024-06,CHEESE & DAIRY,processed cheese,Processed cheese block,275.0,2024-06,429482.64999999997,0.06
2024-06,CLEANING SUPPLIES,ant powder,tandoori tikka powder,575.0,2024-06,429482.64999999997,0.13
2024-06,CLEANING SUPPLIES,hit spray,hit spray big,225.0,2024-06,429482.64999999997,0.05
2024-06,"FLOUR, GRAINS & DRY GOODS",atta,atta,245.0,2024-06,429482.64999999997,0.06
2024-06,"FLOUR, GRAINS & DRY GOODS",corn meal,Corn Meal - MAKKA RAVA,70.5,2024-06,429482.64999999997,0.02
2024-06,"FLOUR, GRAINS & DRY GOODS",maida,maida,1482.6,2024-06,429482.64999999997,0.35
2024-06,"FLOUR, GRAINS & DRY GOODS",maida,maida 30kg,1290.0,2024-06,429482.64999999997,0.3
2024-06,"FLOUR, GRAINS & DRY GOODS",masoor dal,masoor dal,180.0,2024-06,429482.64999999997,0.04
2024-06,"FLOUR, GRAINS & DRY GOODS",rice,staff rice 26kg,528.0,2024-06,429482.64999999997,0.12
2024-06,"FLOUR, GRAINS & DRY GOODS",tea,Tea Loose,33.0,2024-06,429482.64999999997,0.01
2024-06,FROZEN ITEMS,fish finger,fish finger,59.47000000000003,2024-06,429482.64999999997,0.01
2024-06,FROZEN ITEMS,french fries,French Fries 6mm-Hungritos,6222.0,2024-06,429482.64999999997,1.45
2024-06,FROZEN ITEMS,french fries,french fry hungritos 2.5kg,560.0,2024-06,429482.64999999997,0.13
2024-06,FROZEN ITEMS,frozen sweet corn,Frozen Sweet Corn-Pal Fresh,175.0,2024-06,429482.64999999997,0.04
2024-06,FROZEN ITEMS,potato pops,POTATO POPS,20.269999999999982,2024-06,429482.64999999997,0.0
2024-06,FROZEN ITEMS,potato wedges,Mc Cain Potato Wedges 2.5kg,1700.1599999999999,2024-06,429482.64999999997,0.4
2024-06,FROZEN ITEMS,savoury wedges,Savoury Wedges 2.5 KG,-1115.52,2024-06,429482.64999999997,-0.26
2024-06,FRUITS,apple,DVC Green Apple 750 ML,507.39999999999986,2024-06,429482.64999999997,0.12
2024-06,FRUITS,chicku pulp,Berry Fresh Chicku Pulp,0.0,2024-06,429482.64999999997,0.0
2024-06,FRUITS,pineapple,Pineapple slice-Tajir Habit-850g,-330.75,2024-06,429482.64999999997,-0.08
2024-06,FRUITS,tender coconut pulp,Berry Fresh Tender Coconut Pulp,180.0,2024-06,429482.64999999997,0.04
2024-06,FRUITS,watermelon,DVC Watermelon Syrup 750 ml,202.96000000000004,2024-06,429482.64999999997,0.05
2024-06,KITCHEN EQUIPMENT & UTENSILS,tripod,Tripod,-740.0,2024-06,429482.64999999997,-0.17
2024-06,MASALA & SEASONINGS,aromat seasoning,Aromat Seasoning Powder,172.0,2024-06,429482.64999999997,0.04
2024-06,MASALA & SEASONINGS,bbq mix,bbq mix,2790.0,2024-06,429482.64999999997,0.65
2024-06,MASALA & SEASONINGS,bbq mix,BBQ Mix Masala,-1813.5,2024-06,429482.64999999997,-0.42
2024-06,MASALA & SEASONINGS,chilli flakes,Chilli Flakes-Tasty Pixel-Veeba-Sachet-0.8g,-926.1,2024-06,429482.64999999997,-0.22
2024-06,MASALA & SEASONINGS,chilly flakes,chilly flakes sachet,1157.5200000000002,2024-06,429482.64999999997,0.27
2024-06,MASALA & SEASONINGS,chilly flakes,chilly flakes 500gm,117.0,2024-06,429482.64999999997,0.03
2024-06,MASALA & SEASONINGS,herb mix,Herb Mix Masla,850.0,2024-06,429482.64999999997,0.2
2024-06,MASALA & SEASONINGS,mexican masala,Mexican Masala,-4274.5,2024-06,429482.64999999997,-1.0
2024-06,MASALA & SEASONINGS,mexican mix,mexican mix,6225.0,2024-06,429482.64999999997,1.45
2024-06,MASALA & SEASONINGS,oregano,OREGANO SACHET 0.8GM,1566.24,2024-06,429482.64999999997,0.36
2024-06,MASALA & SEASONINGS,oregano,Oregano Sprinkler 500g,649.5999999999999,2024-06,429482.64999999997,0.15
2024-06,MASALA & SEASONINGS,piri piri marinade,Piri Piri Marinade 1KG,0.0,2024-06,429482.64999999997,0.0
2024-06,MASALA & SEASONINGS,tandoori masala,Tandoori mix Masala,750.5,2024-06,429482.64999999997,0.17
2024-06,MEAT & POULTRY,boneless chicken,bonless chicken,26635.140000000003,2024-06,429482.64999999997,6.2
2024-06,MEAT & POULTRY,chicken kheema,Chicken Kheema  Masala,1106.7,2024-06,429482.64999999997,0.26
2024-06,MEAT & POULTRY,chicken kheema,chicken kheema masala,-325.0,2024-06,429482.64999999997,-0.08
2024-06,MEAT & POULTRY,chicken nuggets,Chicken Nuggets-Godrej-1kg,960.0,2024-06,429482.64999999997,0.22
2024-06,MEAT & POULTRY,chicken pepperoni,chicken pepperoni,-1038.0,2024-06,429482.64999999997,-0.24
2024-06,MEAT & POULTRY,chicken popcorn,chicken popcorn,259.2,2024-06,429482.64999999997,0.06
2024-06,MEAT & POULTRY,chicken popcorn,CHICKEN POPCORN,151.8,2024-06,429482.64999999997,0.04
2024-06,MEAT & POULTRY,chicken salami,Zippy Chicken Salami,1317.12,2024-06,429482.64999999997,0.31
2024-06,MEAT & POULTRY,chicken salami,SALAMI,-418.5,2024-06,429482.64999999997,-0.1
2024-06,MEAT & POULTRY,chicken sausage,Chicken Sausage,282.0,2024-06,429482.64999999997,0.07
2024-06,MEAT & POULTRY,lamb pepperoni,Lamp Pepperoni,1790.0,2024-06,429482.64999999997,0.42
2024-06,MEAT & POULTRY,staff chicken,staff chicken,925.01,2024-06,429482.64999999997,0.22
2024-06,OILS,mustard oil,Mustard-Oil,217.0,2024-06,429482.64999999997,0.05
2024-06,OILS,mustard oil,Mustard Oil,-128.0,2024-06,429482.64999999997,-0.03
2024-06,OILS,olive oil,habit olive oil,847.3499999999999,2024-06,429482.64999999997,0.2
2024-06,OILS,palm oil,Palm Oil - Refined Oil,1656.0,2024-06,429482.64999999997,0.39
2024-06,PACKAGING MATERIALS,bio bag,bio plate,170.0,2024-06,429482.64999999997,0.04
2024-06,PACKAGING MATERIALS,burger box,Mini Burger Box,300.0,2024-06,429482.64999999997,0.07
2024-06,PACKAGING MATERIALS,butter paper,butter papper,70.0,2024-06,429482.64999999997,0.02
2024-06,PACKAGING MATERIALS,french fries box,French Fries Box,588.5,2024-06,429482.64999999997,0.14
2024-06,PACKAGING MATERIALS,garlic bread box,Garlic Bread Box,474.6600000000001,2024-06,429482.64999999997,0.11
2024-06,PACKAGING MATERIALS,large pizza box,Large Pizza Box,1494.5500000000002,2024-06,429482.64999999997,0.35
2024-06,PACKAGING MATERIALS,medium pizza box,Medium Pizza Box,2826.8199999999997,2024-06,429482.64999999997,0.66
2024-06,PACKAGING MATERIALS,paper bag,paper bags regular,2093.0,2024-06,429482.64999999997,0.49
2024-06,PACKAGING MATERIALS,paper bag,paper bags medium,1464.0,2024-06,429482.64999999997,0.34
2024-06,PACKAGING MATERIALS,paper bag,paper bags large,418.0,2024-06,429482.64999999997,0.1
2024-06,PACKAGING MATERIALS,paper glass,Moktails Glass,640.0,2024-06,429482.64999999997,0.15
2024-06,PACKAGING MATERIALS,paper glass,Paper Glass,0.0,2024-06,429482.64999999997,0.0
2024-06,PACKAGING MATERIALS,pasta container,Pasta Container Black,483.29999999999995,2024-06,429482.64999999997,0.11
2024-06,PACKAGING MATERIALS,plastic cover,bio cover,360.0,2024-06,429482.64999999997,0.08
2024-06,PACKAGING MATERIALS,plastic cover,plastic cover,-300.0,2024-06,429482.64999999997,-0.07
2024-06,PACKAGING MATERIALS,regular pizza box,Regular Pizza Box,5525.0,2024-06,429482.64999999997,1.29
2024-06,PACKAGING MATERIALS,salad bowl,Salad Bowl 500ml,302.25,2024-06,429482.64999999997,0.07
2024-06,PACKAGING MATERIALS,salad bowl,Dip Bowl,220.0,2024-06,429482.64999999997,0.05
2024-06,PACKAGING MATERIALS,salad bowl,Salad Bowl 250ml,210.0,2024-06,429482.64999999997,0.05
2024-06,PACKAGING MATERIALS,tissue,Tissue,198.0,2024-06,429482.64999999997,0.05
2024-06,PACKAGING MATERIALS,tooth pick,Tooth Pick,-40.0,2024-06,429482.64999999997,-0.01
2024-06,PACKAGING MATERIALS,wooden fork,wooden fork,-51.0,2024-06,429482.64999999997,-0.01
2024-06,PACKAGING MATERIALS,wooden spoon,Wooden Spoon,135.0,2024-06,429482.64999999997,0.03
2024-06,PACKAGING MATERIALS,wooden spoon,wodden spoon,-79.0,2024-06,429482.64999999997,-0.02
2024-06,SAUCES & SPREADS,chocolate sauce,DVC CHocolate Sauce 2 LTR,-1150.5,2024-06,429482.64999999997,-0.27
2024-06,SAUCES & SPREADS,eggless mayonnaise,Veeba Eggless Mayonise Chef 1KG,2380.0,2024-06,429482.64999999997,0.55
2024-06,SAUCES & SPREADS,gouda flavoured dressing,Veeba Gouda Flavoured Dressing,1016.4000000000001,2024-06,429482.64999999997,0.24
2024-06,SAUCES & SPREADS,honey mustard dressing,Honey,170.8,2024-06,429482.64999999997,0.04
2024-06,SAUCES & SPREADS,ketchup sachet,Veeba Ketchup Sachet,4319.38,2024-06,429482.64999999997,1.01
2024-06,SAUCES & SPREADS,makhani gravy,Veeba Makhani Gravy 1KG,315.0,2024-06,429482.64999999997,0.07
2024-06,SAUCES & SPREADS,makhani gravy,makhni gravy,0.0,2024-06,429482.64999999997,0.0
2024-06,SAUCES & SPREADS,pasta sauce,veeba pizza pasta sauce,-2020.37,2024-06,429482.64999999997,-0.47
2024-06,SAUCES & SPREADS,pizza sauce,Veeba Pasta & Pizza Sauce 1KG,4408.32,2024-06,429482.64999999997,1.03
2024-06,SAUCES & SPREADS,pizza sauce,Pizza sauce premix,487.5,2024-06,429482.64999999997,0.11
2024-06,SAUCES & SPREADS,schezwan sauce,Schezwan sauce,182.0,2024-06,429482.64999999997,0.04
2024-06,SAUCES & SPREADS,tandoori mayonnaise,Tandoori Tikka Marinade 500Grm,-1035.0,2024-06,429482.64999999997,-0.24
2024-06,SAUCES & SPREADS,tandoori spread,Veeba Tandoori Spread-1kg,868.0,2024-06,429482.64999999997,0.2
2024-06,SAUCES & SPREADS,thousand island dressing,Veeba ThousandIsland Dressing 1KG,375.98,2024-06,429482.64999999997,0.09
2024-06,SAUCES & SPREADS,tomato ketchup,Veeba T. Ketchup 1.2KG,1050.0,2024-06,429482.64999999997,0.24
2024-06,SAUCES & SPREADS,tomato ketchup,tomato ketchup,-420.0,2024-06,429482.64999999997,-0.1
2024-06,STATIONERY & MISC,pen,Puramate Pasta-Penne Rigatte 500g,1020.0,2024-06,429482.64999999997,0.24
2024-06,STATIONERY & MISC,pen,HABIT JALAPENO SLICES 2.9 KG,973.0,2024-06,429482.64999999997,0.23
2024-06,UNMAPPED,UNMAPPED,grocery,21448.409999999996,2024-06,429482.64999999997,4.99
2024-06,UNMAPPED,UNMAPPED,veg,9107.99,2024-06,429482.64999999997,2.12
2024-06,UNMAPPED,UNMAPPED,eng veg,2904.98,2024-06,429482.64999999997,0.68
2024-06,UNMAPPED,UNMAPPED,Mango Crush Sauce 750ml Malas,1680.32,2024-06,429482.64999999997,0.39
2024-06,UNMAPPED,UNMAPPED,black olive slice Habit,1474.48,2024-06,429482.64999999997,0.34
2024-06,UNMAPPED,UNMAPPED,red paprika habit,597.0,2024-06,429482.64999999997,0.14
2024-06,UNMAPPED,UNMAPPED,KOT Printing Rolls,416.0,2024-06,429482.64999999997,0.1
2024-06,UNMAPPED,UNMAPPED,Puramate Pasta-Gomiti Rigate - macroni - 500g,204.0,2024-06,429482.64999999997,0.05
2024-06,UNMAPPED,UNMAPPED,egg 7,210.0,2024-06,429482.64999999997,0.05
2024-06,UNMAPPED,UNMAPPED,nuggets sumeru,143.91999999999996,2024-06,429482.64999999997,0.03
2024-06,UNMAPPED,UNMAPPED,Green Peas,78.6,2024-06,429482.64999999997,0.02
2024-06,UNMAPPED,UNMAPPED,ice cube/80,80.0,2024-06,429482.64999999997,0.02
2024-06,UNMAPPED,UNMAPPED,ice cube/70,-70.0,2024-06,429482.64999999997,-0.02
2024-06,UTILITIES & EXPENSES,lpg gas,Gas-LPG-HPCL,11320.0,2024-06,429482.64999999997,2.64
2024-06,VEGETABLES,baby corn,Baby Corn Whole-450GM-Golden Crown,980.0,2024-06,429482.64999999997,0.23
2024-06,VEGETABLES,baby corn,habit baby corn,-490.0,2024-06,429482.64999999997,-0.11
2024-06,VEGETABLES,garlic,garlic,600.0,2024-06,429482.64999999997,0.14
2024-06,VEGETABLES,garlic,Garlic-Veg,520.0,2024-06,429482.64999999997,0.12
2024-06,VEGETABLES,garlic,chilly garlic spread,0.0,2024-06,429482.64999999997,0.0
2024-06,VEGETABLES,mint,DVC Mint Flavoured Syrup 750 ml,-1954.0,2024-06,429482.64999999997,-0.45
2024-06,VEGETABLES,mushroom,G.Crown Mushroom Slice 800g,3267.0,2024-06,429482.64999999997,0.76
2024-06,VEGETABLES,tomato,hybrid tomato,1170.0,2024-06,429482.64999999997,0.27
2024-06,VEGETABLES,tomato,tomato,740.0,2024-06,429482.64999999997,0.17
2024-06,VEGETABLES,tomato,tomato hibreed,720.0,2024-06,429482.64999999997,0.17
2024-05,BAKERY & PREMIX,bread premix,Bread Premix,480.0,2024-05,481157.89999999997,0.1
2024-05,BAKERY & PREMIX,brownie,Brownie,1155.0,2024-05,481157.89999999997,0.24
2024-05,BAKERY & PREMIX,pizza premix,Pizza Premix,4200.0,2024-05,481157.89999999997,0.87
2024-05,BEVERAGES,7up,7up750mlpet,2097.18,2024-05,481157.89999999997,0.44
2024-05,BEVERAGES,7up,7UP 1250ml Pet,1869.3000000000002,2024-05,481157.89999999997,0.39
2024-05,BEVERAGES,7up,7up 250ml Pet,1365.0,2024-05,481157.89999999997,0.28
2024-05,BEVERAGES,7up,7up pet 750ml,481.31999999999994,2024-05,481157.89999999997,0.1
2024-05,BEVERAGES,7up,7up 250ml Can,210.0,2024-05,481157.89999999997,0.04
2024-05,BEVERAGES,aqua fina,Aqua Fina Mineral Water 1Ltr,313.5,2024-05,481157.89999999997,0.07
2024-05,BEVERAGES,blue occean syrup,DVC BLUE OCCEAN FLV SYRUP 750ML,583.0,2024-05,481157.89999999997,0.12
2024-05,BEVERAGES,bubblegum syrup,DVC Bubblegum Syrup Syrup 750 ml,35.639999999999986,2024-05,481157.89999999997,0.01
2024-05,BEVERAGES,cucumber syrup,DVC Cucumber Syrup 750 ml,-1060.0,2024-05,481157.89999999997,-0.22
2024-05,BEVERAGES,dew,Dew 750ml Pet,928.26,2024-05,481157.89999999997,0.19
2024-05,BEVERAGES,dew,Dew 250ml Pet,875.0,2024-05,481157.89999999997,0.18
2024-05,BEVERAGES,dew,Dew 250ml Can,270.0,2024-05,481157.89999999997,0.06
2024-05,BEVERAGES,lehar soda,Lehar Soda,724.2399999999999,2024-05,481157.89999999997,0.15
2024-05,BEVERAGES,mango syrup,DVC Mango Beverage Blend Syrup 750 ml,305.86,2024-05,481157.89999999997,0.06
2024-05,BEVERAGES,mirinda,Mirinda 250ml pet,332.5,2024-05,481157.89999999997,0.07
2024-05,BEVERAGES,mirinda,Mirinda 750ml pet,275.03999999999996,2024-05,481157.89999999997,0.06
2024-05,BEVERAGES,mixed berry syrup,DVC Mixed Berry Beverage Blend Syrup 750 ml,-82.79999999999995,2024-05,481157.89999999997,-0.02
2024-05,BEVERAGES,mojito mint,DVC MOJITO MINT 750ML,1696.0,2024-05,481157.89999999997,0.35
2024-05,BEVERAGES,passion fruit syrup,DVC Passion Fruit 750ML,1103.8200000000002,2024-05,481157.89999999997,0.23
2024-05,BEVERAGES,peach syrup,DVC Peach GardenSyrup 750 ml,583.0,2024-05,481157.89999999997,0.12
2024-05,BEVERAGES,peach syrup,DVC Peach Garden Syrup Syrup 750 ml,-537.37,2024-05,481157.89999999997,-0.11
2024-05,BEVERAGES,pepsi,Pepsi 750ml Pet,2819.16,2024-05,481157.89999999997,0.59
2024-05,BEVERAGES,pepsi,Pepsi 250ml Pet,1802.5,2024-05,481157.89999999997,0.37
2024-05,BEVERAGES,pepsi,Pepsi 1250ml Pet,964.8000000000001,2024-05,481157.89999999997,0.2
2024-05,BEVERAGES,pepsi,Pepsi 250ml Can,480.0,2024-05,481157.89999999997,0.1
2024-05,BEVERAGES,slice mango,Slice Mango 200ml pet,530.1,2024-05,481157.89999999997,0.11
2024-05,BEVERAGES,slice mango,Slice Mango 250ml pet,353.4,2024-05,481157.89999999997,0.07
2024-05,BEVERAGES,slice mango,Slice Mango 600ml pet,216.53999999999996,2024-05,481157.89999999997,0.05
2024-05,BEVERAGES,strawberry syrup,DVC Strawberry Syrup 750 ml,146.56,2024-05,481157.89999999997,0.03
2024-05,BEVERAGES,strawberry syrup,straw,-58.5,2024-05,481157.89999999997,-0.01
2024-05,BEVERAGES,strawberry syrup,DVC Strawberry Syrup Syrup 750 ml,-977.04,2024-05,481157.89999999997,-0.2
2024-05,CHEESE & DAIRY,butter,butter,2204.0,2024-05,481157.89999999997,0.46
2024-05,CHEESE & DAIRY,butter,Butter Scotch Sauce 750ml,0.0,2024-05,481157.89999999997,0.0
2024-05,CHEESE & DAIRY,butter,Butter Scotch Ice-cream,-386.5,2024-05,481157.89999999997,-0.08
2024-05,CHEESE & DAIRY,cheddar cheese,GO Orange Cheddar Cheese 2kg,-396.55,2024-05,481157.89999999997,-0.08
2024-05,CHEESE & DAIRY,curd,curd local,30.0,2024-05,481157.89999999997,0.01
2024-05,CHEESE & DAIRY,curd,curd milma,70.0,2024-05,481157.89999999997,0.01
2024-05,CHEESE & DAIRY,diced mozzarella,dynamic diced mozerella,36393.6,2024-05,481157.89999999997,7.56
2024-05,CHEESE & DAIRY,fresh cream,Flexi Cream Gold,1604.8,2024-05,481157.89999999997,0.33
2024-05,CHEESE & DAIRY,fresh cream,Vanilla Ice-cream 4ltr,924.8,2024-05,481157.89999999997,0.19
2024-05,CHEESE & DAIRY,fresh cream,Chocolate Ice-cream 4ltr,326.4,2024-05,481157.89999999997,0.07
2024-05,CHEESE & DAIRY,fresh cream,Strawberry-Ice cream,251.60000000000014,2024-05,481157.89999999997,0.05
2024-05,CHEESE & DAIRY,milk,milk,1225.0,2024-05,481157.89999999997,0.25
2024-05,CHEESE & DAIRY,milk,milk 28 milma,364.0,2024-05,481157.89999999997,0.08
2024-05,CHEESE & DAIRY,paneer,Paneer,870.0,2024-05,481157.89999999997,0.18
2024-05,CHEESE & DAIRY,paneer,Paneer tikka masala,115.92000000000007,2024-05,481157.89999999997,0.02
2024-05,CHEESE & DAIRY,processed cheese,Processed cheese block,1100.0,2024-05,481157.89999999997,0.23
2024-05,CLEANING SUPPLIES,ant powder,ant powder,42.0,2024-05,481157.89999999997,0.01
2024-05,CLEANING SUPPLIES,hit spray,hit spray big,450.0,2024-05,481157.89999999997,0.09
2024-05,CLEANING SUPPLIES,hit spray,hit spray,115.0,2024-05,481157.89999999997,0.02
2024-05,"FLOUR, GRAINS & DRY GOODS",atta,Atta Loose,61.5,2024-05,481157.89999999997,0.01
2024-05,"FLOUR, GRAINS & DRY GOODS",atta,atta,0.0,2024-05,481157.89999999997,0.0
2024-05,"FLOUR, GRAINS & DRY GOODS",corn meal,Corn Meal - MAKKA RAVA,164.5,2024-05,481157.89999999997,0.03
2024-05,"FLOUR, GRAINS & DRY GOODS",maida,maida 30kg,1290.0,2024-05,481157.89999999997,0.27
2024-05,"FLOUR, GRAINS & DRY GOODS",maida,maida,1256.4,2024-05,481157.89999999997,0.26
2024-05,"FLOUR, GRAINS & DRY GOODS",rice,staff rice,1149.0,2024-05,481157.89999999997,0.24
2024-05,FROZEN ITEMS,fish finger,fish finger,297.36,2024-05,481157.89999999997,0.06
2024-05,FROZEN ITEMS,french fries,French Fries 6mm-Hungritos,4648.0,2024-05,481157.89999999997,0.97
2024-05,FROZEN ITEMS,french fries,french fry hungritos 2.5kg,0.0,2024-05,481157.89999999997,0.0
2024-05,FROZEN ITEMS,frozen sweet corn,Frozen Sweet Corn-Pal Fresh,1495.0,2024-05,481157.89999999997,0.31
2024-05,FROZEN ITEMS,frozen sweet corn,Frozen Sweet Corn,250.0,2024-05,481157.89999999997,0.05
2024-05,FROZEN ITEMS,potato pops,POTATO POPS,-202.67,2024-05,481157.89999999997,-0.04
2024-05,FROZEN ITEMS,potato wedges,Mc Cain Potato Wedges 2.5kg,-770.56,2024-05,481157.89999999997,-0.16
2024-05,FROZEN ITEMS,savoury wedges,Savoury Wedges 2.5 KG,1394.4,2024-05,481157.89999999997,0.29
2024-05,FRUITS,apple,DVC Green Apple 750 ML,614.64,2024-05,481157.89999999997,0.13
2024-05,FRUITS,chicku pulp,Berry Fresh Chicku Pulp,-504.0,2024-05,481157.89999999997,-0.1
2024-05,FRUITS,pineapple,Pineapple-Veg,504.0,2024-05,481157.89999999997,0.1
2024-05,FRUITS,tender coconut pulp,Berry Fresh Tender Coconut Pulp,-360.0,2024-05,481157.89999999997,-0.07
2024-05,FRUITS,watermelon,DVC Watermelon Syrup 750 ml,187.84,2024-05,481157.89999999997,0.04
2024-05,KITCHEN EQUIPMENT & UTENSILS,tripod,Tripod,740.0,2024-05,481157.89999999997,0.15
2024-05,MASALA & SEASONINGS,aromat seasoning,Aromat Seasoning Powder,-86.0,2024-05,481157.89999999997,-0.02
2024-05,MASALA & SEASONINGS,bbq mix,BBQ Mix Masala,1395.0,2024-05,481157.89999999997,0.29
2024-05,MASALA & SEASONINGS,bbq mix,bbq mix,-465.0,2024-05,481157.89999999997,-0.1
2024-05,MASALA & SEASONINGS,chilli flakes,Chilli Flakes-Tasty Pixel-Veeba-Sachet-0.8g,661.5,2024-05,481157.89999999997,0.14
2024-05,MASALA & SEASONINGS,chilly flakes,chilly flakes sachet,253.76,2024-05,481157.89999999997,0.05
2024-05,MASALA & SEASONINGS,herb mix,Herb Mix Masla,573.75,2024-05,481157.89999999997,0.12
2024-05,MASALA & SEASONINGS,mexican mix,mexican mix,2075.0,2024-05,481157.89999999997,0.43
2024-05,MASALA & SEASONINGS,oregano,OREGANO SACHET 0.8GM,1760.0,2024-05,481157.89999999997,0.37
2024-05,MASALA & SEASONINGS,oregano,Oregano Sprinkler 500g,974.3999999999996,2024-05,481157.89999999997,0.2
2024-05,MASALA & SEASONINGS,piri piri marinade,Piri Piri Marinade 1KG,303.87,2024-05,481157.89999999997,0.06
2024-05,MASALA & SEASONINGS,tandoori masala,Tandoori Masala,200.08,2024-05,481157.89999999997,0.04
2024-05,MASALA & SEASONINGS,tandoori masala,Tandoori mix Masala,-1698.5,2024-05,481157.89999999997,-0.35
2024-05,MEAT & POULTRY,boneless chicken,bonless chicken,23441.409999999996,2024-05,481157.89999999997,4.87
2024-05,MEAT & POULTRY,chicken kheema,Chicken Kheema  Masala,0.0,2024-05,481157.89999999997,0.0
2024-05,MEAT & POULTRY,chicken nuggets,Chicken Nuggets-Godrej-1kg,864.0,2024-05,481157.89999999997,0.18
2024-05,MEAT & POULTRY,chicken popcorn,CHICKEN POPCORN,482.99999999999994,2024-05,481157.89999999997,0.1
2024-05,MEAT & POULTRY,chicken salami,Zippy Chicken Salami,295.68000000000006,2024-05,481157.89999999997,0.06
2024-05,MEAT & POULTRY,lamb pepperoni,Lamp Pepperoni,-358.0,2024-05,481157.89999999997,-0.07
2024-05,MEAT & POULTRY,staff chicken,staff chicken,1439.99,2024-05,481157.89999999997,0.3
2024-05,OILS,mustard oil,Mustard-Oil,-217.0,2024-05,481157.89999999997,-0.05
2024-05,OILS,olive oil,habit olive oil,564.9000000000001,2024-05,481157.89999999997,0.12
2024-05,OILS,palm oil,Palm Oil - Refined Oil,987.0,2024-05,481157.89999999997,0.21
2024-05,PACKAGING MATERIALS,bio bag,bio plate,1275.0,2024-05,481157.89999999997,0.26
