Month_code,Category,Subcategory,Item_Name,consumed-stock_amount,YEAR_MONTH,Total Sales[POS Sales less GST + Swiggy to Loocos],consumed-stock_amount%
2026-03,BAKERY & PREMIX,bread premix,Bread Premix,327.6,2026-03,35872.95,0.91
2026-03,BAKERY & PREMIX,brownie,Brownie,1925.0,2026-03,35872.95,5.37
2026-03,BAKERY & PREMIX,chocolate chips,chocolate chips,270.0,2026-03,35872.95,0.75
2026-03,BAKERY & PREMIX,pizza premix,Pizza Premix,4939.2,2026-03,35872.95,13.77
2026-03,BEVERAGES,7up,7up can 300ml,857.25,2026-03,35872.95,2.39
2026-03,BEVERAGES,7up,7up 1 ltr,753.78,2026-03,35872.95,2.1
2026-03,BEVERAGES,7up,7UP 750ml Pet,687.4,2026-03,35872.95,1.92
2026-03,BEVERAGES,7up,7up 250ml Pet,612.5,2026-03,35872.95,1.71
2026-03,BEVERAGES,aqua fina,Aqua Fina Mineral Water 1Ltr,125.8,2026-03,35872.95,0.35
2026-03,BEVERAGES,dew,Dew 250ml Pet,787.5,2026-03,35872.95,2.2
2026-03,BEVERAGES,dew,Dew 750ml Pet,446.81,2026-03,35872.95,1.25
2026-03,BEVERAGES,dew,Dew can 300ml,68.58,2026-03,35872.95,0.19
2026-03,BEVERAGES,lehar soda,Lehar Soda,370.5,2026-03,35872.95,1.03
2026-03,BEVERAGES,mojito mint,Mojito Menta Cubano,552.0,2026-03,35872.95,1.54
2026-03,BEVERAGES,passion fruit syrup,DVC PASSION FRUIT FLV SYRUP 750ML,460.0,2026-03,35872.95,1.28
2026-03,BEVERAGES,pepsi,Pepsi 250ml Pet,1085.0,2026-03,35872.95,3.02
2026-03,BEVERAGES,pepsi,Pepsi 750ml Pet,549.92,2026-03,35872.95,1.53
2026-03,BEVERAGES,pepsi,pepsi 1 ltr,532.08,2026-03,35872.95,1.48
2026-03,BEVERAGES,slice mango,Slice Mango 200ml pet,159.03,2026-03,35872.95,0.44
2026-03,BEVERAGES,tropicana guava,Tropicana Guava Delight 500ml,526.68,2026-03,35872.95,1.47
2026-03,CHEESE & DAIRY,butter,butter scotch ice cream 4 ltr,773.0,2026-03,35872.95,2.15
2026-03,CHEESE & DAIRY,butter,Butter,760.0,2026-03,35872.95,2.12
2026-03,CHEESE & DAIRY,butter,milky mist butter 500gm,624.5,2026-03,35872.95,1.74
2026-03,CHEESE & DAIRY,butter,Butter Scotch Sauce 750ml,257.4,2026-03,35872.95,0.72
2026-03,CHEESE & DAIRY,diced mozzarella,dynamic diced mozerella,8468.33,2026-03,35872.95,23.61
2026-03,CHEESE & DAIRY,fresh cream,Richs versatie cream,2632.0,2026-03,35872.95,7.34
2026-03,CHEESE & DAIRY,fresh cream,Chocolate Ice-cream 4ltr,1632.0,2026-03,35872.95,4.55
2026-03,CHEESE & DAIRY,fresh cream,Vanilla Ice-cream 4ltr,924.8,2026-03,35872.95,2.58
2026-03,CHEESE & DAIRY,fresh cream,Strawberry-Ice cream,880.6,2026-03,35872.95,2.45
2026-03,CHEESE & DAIRY,milk,milk shake assorted,264.0,2026-03,35872.95,0.74
2026-03,CHEESE & DAIRY,milk,milk fruits sugar balls,177.0,2026-03,35872.95,0.49
2026-03,CHEESE & DAIRY,milk,milk,75.0,2026-03,35872.95,0.21
2026-03,CHEESE & DAIRY,paneer,paneer tikka powder,1620.0,2026-03,35872.95,4.52
2026-03,CHEESE & DAIRY,paneer,Paneer,580.0,2026-03,35872.95,1.62
2026-03,CHEESE & DAIRY,processed cheese,Processed cheese block,1039.5,2026-03,35872.95,2.9
2026-03,CHEESE & DAIRY,slice cheese,slice cheese,1257.66,2026-03,35872.95,3.51
2026-03,"FLOUR, GRAINS & DRY GOODS",corn meal,Corn Meal - MAKKA RAVA,110.0,2026-03,35872.95,0.31
2026-03,"FLOUR, GRAINS & DRY GOODS",horlicks,horlicks,192.0,2026-03,35872.95,0.54
2026-03,"FLOUR, GRAINS & DRY GOODS",rice,staff rice,765.0,2026-03,35872.95,2.13
2026-03,FROZEN ITEMS,frozen sweet corn,sweet corn abad,425.0,2026-03,35872.95,1.18
2026-03,FROZEN ITEMS,frozen sweet corn,sweet corn,252.0,2026-03,35872.95,0.7
2026-03,FROZEN ITEMS,potato wedges,potato wedges,383.46,2026-03,35872.95,1.07
2026-03,FRUITS,apple,DVC Green Apple 750 ML,920.0,2026-03,35872.95,2.56
2026-03,FRUITS,chicku pulp,Berry Fresh Chicku Pulp 2kg,1120.0,2026-03,35872.95,3.12
2026-03,FRUITS,pineapple,Pineapple slice-Tajir Habit-850g,330.75,2026-03,35872.95,0.92
2026-03,FRUITS,tender coconut pulp,Berry Fresh Tender Coconut Pulp 2kg,1480.0,2026-03,35872.95,4.13
2026-03,FRUITS,watermelon,DVC Watermelon Syrup 750 ml,519.2,2026-03,35872.95,1.45
2026-03,KITCHEN EQUIPMENT & UTENSILS,tripod,Tripod,675.0,2026-03,35872.95,1.88
2026-03,MASALA & SEASONINGS,aromat seasoning,Aromat Seasoning Powder,172.0,2026-03,35872.95,0.48
2026-03,MASALA & SEASONINGS,bbq mix,BBQ Mix Masala,4185.0,2026-03,35872.95,11.67
2026-03,MASALA & SEASONINGS,bbq mix,bbq mix,465.0,2026-03,35872.95,1.3
2026-03,MASALA & SEASONINGS,chilly flakes,CHILLY FLAKES SACHET 0.8GM,624.0,2026-03,35872.95,1.74
2026-03,MASALA & SEASONINGS,chilly flakes,chilly flake sachet,260.0,2026-03,35872.95,0.72
2026-03,MASALA & SEASONINGS,dry basil,dry basil,112.0,2026-03,35872.95,0.31
2026-03,MASALA & SEASONINGS,herb mix,Herb Mix Masla,1784.0,2026-03,35872.95,4.97
2026-03,MASALA & SEASONINGS,herb mix,Chettinad Mix,130.2,2026-03,35872.95,0.36
2026-03,MASALA & SEASONINGS,mexican mix,mexican mix,5437.5,2026-03,35872.95,15.16
2026-03,MASALA & SEASONINGS,oregano,OREGANO SACHET 0.8GM,517.5,2026-03,35872.95,1.44
2026-03,MASALA & SEASONINGS,oregano,Oregano Sprinkler 500g,368.4,2026-03,35872.95,1.03
2026-03,MASALA & SEASONINGS,piri piri marinade,Piri Piri Marinade 1KG,400.5,2026-03,35872.95,1.12
2026-03,MASALA & SEASONINGS,salt,salted cookies syrup taste craft,430.5,2026-03,35872.95,1.2
2026-03,MASALA & SEASONINGS,tandoori masala,Tandoori mix Masala,2490.0,2026-03,35872.95,6.94
2026-03,MEAT & POULTRY,boneless chicken,Boneless Chicken,1800.0,2026-03,35872.95,5.02
2026-03,MEAT & POULTRY,chicken burger pattis,Chicken burger pattis,932.4,2026-03,35872.95,2.6
2026-03,MEAT & POULTRY,chicken burger pattis,Veg burger pattis,225.0,2026-03,35872.95,0.63
2026-03,MEAT & POULTRY,chicken kheema,Chicken Kheema  Masala,975.0,2026-03,35872.95,2.72
2026-03,MEAT & POULTRY,chicken kheema,chicken kheema masala,260.0,2026-03,35872.95,0.72
2026-03,MEAT & POULTRY,chicken nuggets,sneha chi nuggets,595.12,2026-03,35872.95,1.66
2026-03,MEAT & POULTRY,chicken pepperoni,chicken pepperoni,1903.0,2026-03,35872.95,5.3
2026-03,MEAT & POULTRY,chicken popcorn,CHICKEN POPCORN,292.5,2026-03,35872.95,0.82
2026-03,MEAT & POULTRY,chicken salami,SALAMI,279.0,2026-03,35872.95,0.78
2026-03,MEAT & POULTRY,lamb pepperoni,Lamp Pepperoni,1790.0,2026-03,35872.95,4.99
2026-03,OILS,olive oil,habit olive oil,922.5,2026-03,35872.95,2.57
2026-03,OILS,palm oil,oil,1696.5,2026-03,35872.95,4.73
2026-03,PACKAGING MATERIALS,bio bag,bio glass,80.0,2026-03,35872.95,0.22
2026-03,PACKAGING MATERIALS,burger box,Mini Burger Box,210.0,2026-03,35872.95,0.59
2026-03,PACKAGING MATERIALS,french fries box,French Fries Box,802.5,2026-03,35872.95,2.24
2026-03,PACKAGING MATERIALS,garlic bread box,Garlic Bread Box,1575.0,2026-03,35872.95,4.39
2026-03,PACKAGING MATERIALS,large pizza box,Large Pizza Box,4455.0,2026-03,35872.95,12.42
2026-03,PACKAGING MATERIALS,medium pizza box,Medium Pizza Box,5000.0,2026-03,35872.95,13.94
2026-03,PACKAGING MATERIALS,paper glass,Moktails Glass,1304.0,2026-03,35872.95,3.64
2026-03,PACKAGING MATERIALS,paper straw,Paper Straw,60.0,2026-03,35872.95,0.17
2026-03,PACKAGING MATERIALS,pasta container,Pasta Container Black,1378.3,2026-03,35872.95,3.84
2026-03,PACKAGING MATERIALS,regular pizza box,Regular Pizza Box,5525.0,2026-03,35872.95,15.4
2026-03,PACKAGING MATERIALS,salad bowl,Salad Bowl 250ml,1475.25,2026-03,35872.95,4.11
2026-03,PACKAGING MATERIALS,salad bowl,Salad Bowl 500ml,1473.75,2026-03,35872.95,4.11
2026-03,PACKAGING MATERIALS,salad bowl,Dip Bowl,160.0,2026-03,35872.95,0.45
2026-03,PACKAGING MATERIALS,tissue,Tissue Big,160.0,2026-03,35872.95,0.45
2026-03,PACKAGING MATERIALS,wooden spoon,wodden spoon,130.0,2026-03,35872.95,0.36
2026-03,SAUCES & SPREADS,cheesy spread,cheesy spread dip,618.76,2026-03,35872.95,1.72
2026-03,SAUCES & SPREADS,eggless mayonnaise,Veeba Eggless Mayonise Chef 1KG,1124.8,2026-03,35872.95,3.14
2026-03,SAUCES & SPREADS,gouda flavoured dressing,Veeba Gouda Flavoured Dressing,946.9,2026-03,35872.95,2.64
2026-03,SAUCES & SPREADS,honey mustard dressing,Honey,488.0,2026-03,35872.95,1.36
2026-03,SAUCES & SPREADS,honey mustard dressing,Honey mustard dressing,423.74,2026-03,35872.95,1.18
2026-03,SAUCES & SPREADS,ketchup sachet,Veeba Ketchup Sachet,720.0,2026-03,35872.95,2.01
2026-03,SAUCES & SPREADS,makhani gravy,makhni gravy,630.0,2026-03,35872.95,1.76
2026-03,SAUCES & SPREADS,pasta sauce,veeba pizza pasta sauce,1447.6,2026-03,35872.95,4.04
2026-03,SAUCES & SPREADS,pizza sauce,Pizza sauce premix,650.0,2026-03,35872.95,1.81
2026-03,SAUCES & SPREADS,pizza sauce,pizza sauce,360.0,2026-03,35872.95,1.0
2026-03,SAUCES & SPREADS,schezwan sauce,Schezwan sauce,175.32,2026-03,35872.95,0.49
2026-03,SAUCES & SPREADS,tandoori mayonnaise,tandoori mayonise,1066.0,2026-03,35872.95,2.97
2026-03,SAUCES & SPREADS,thousand island dressing,Veeba ThousandIsland Dressing 1KG,366.0,2026-03,35872.95,1.02
2026-03,SAUCES & SPREADS,tomato ketchup,tomato ketchup 1.2 bottle,618.78,2026-03,35872.95,1.72
2026-03,STATIONERY & MISC,pen,HABIT JALAPENO SLICES 2.9 KG,556.0,2026-03,35872.95,1.55
2026-03,STATIONERY & MISC,pen,Puramate Pasta-Penne Rigatte 500g,469.0,2026-03,35872.95,1.31
2026-03,STATIONERY & MISC,tape,Celotape-3/4inch-,184.0,2026-03,35872.95,0.51
2026-03,UNMAPPED,UNMAPPED,hungritos premium,4040.92,2026-03,35872.95,11.26
2026-03,UNMAPPED,UNMAPPED,grocery,3851.3100000000004,2026-03,35872.95,10.74
2026-03,UNMAPPED,UNMAPPED,KOT ROLLS,2916.0,2026-03,35872.95,8.13
2026-03,UNMAPPED,UNMAPPED,black olive slice Habit,1296.56,2026-03,35872.95,3.61
2026-03,UNMAPPED,UNMAPPED,Blue curacao mojito,947.1,2026-03,35872.95,2.64
2026-03,UNMAPPED,UNMAPPED,Rose lichy crush mojito,606.38,2026-03,35872.95,1.69
2026-03,UNMAPPED,UNMAPPED,Mayonise premium,517.5,2026-03,35872.95,1.44
2026-03,UNMAPPED,UNMAPPED,sky vanilla 4 ltr,516.0,2026-03,35872.95,1.44
2026-03,UNMAPPED,UNMAPPED,ENGLISH vegetables,459.87,2026-03,35872.95,1.28
2026-03,UNMAPPED,UNMAPPED,coffee mocha syrup taste craft,430.5,2026-03,35872.95,1.2
2026-03,UNMAPPED,UNMAPPED,red paprika habit,395.0,2026-03,35872.95,1.1
2026-03,UNMAPPED,UNMAPPED,cheese cake cassata syrup,387.45,2026-03,35872.95,1.08
2026-03,UNMAPPED,UNMAPPED,bio covers,305.5,2026-03,35872.95,0.85
2026-03,UNMAPPED,UNMAPPED,vegetables,277.0,2026-03,35872.95,0.77
2026-03,UNMAPPED,UNMAPPED,mango crush taste craft,222.08,2026-03,35872.95,0.62
2026-03,UNMAPPED,UNMAPPED,ice cube/80,160.0,2026-03,35872.95,0.45
2026-03,UNMAPPED,UNMAPPED,Puramate Pasta-Gomiti Rigate - macroni - 500g,134.0,2026-03,35872.95,0.37
2026-03,UNMAPPED,UNMAPPED,Green Peas,42.5,2026-03,35872.95,0.12
2026-03,UTILITIES & EXPENSES,lpg gas,Gas-LPG-HPCL,3560.0,2026-03,35872.95,9.92
2026-03,VEGETABLES,baby corn,baby corn,540.0,2026-03,35872.95,1.51
2026-03,VEGETABLES,mushroom,mushroom slice Food coast,2850.0,2026-03,35872.95,7.94
2026-02,BAKERY & PREMIX,bread premix,Bread Premix,1134.0,2026-02,385016.45,0.29
2026-02,BAKERY & PREMIX,brownie,Brownie,1540.0,2026-02,385016.45,0.4
2026-02,BAKERY & PREMIX,burger bun,burger buns,640.0,2026-02,385016.45,0.17
2026-02,BAKERY & PREMIX,chocolate chips,chocolate chips,0.0,2026-02,385016.45,0.0
2026-02,BAKERY & PREMIX,pizza premix,Pizza Premix,1814.4000000000005,2026-02,385016.45,0.47
2026-02,BEVERAGES,7up,7up 250ml Pet,770.0,2026-02,385016.45,0.2
2026-02,BEVERAGES,7up,7UP 750ml Pet,687.4,2026-02,385016.45,0.18
2026-02,BEVERAGES,7up,7up 1 ltr,620.76,2026-02,385016.45,0.16
2026-02,BEVERAGES,7up,7up can 300ml,34.29000000000008,2026-02,385016.45,0.01
2026-02,BEVERAGES,aqua fina,Aqua Fina Mineral Water 1Ltr,641.58,2026-02,385016.45,0.17
2026-02,BEVERAGES,dew,Dew 250ml Pet,630.0,2026-02,385016.45,0.16
2026-02,BEVERAGES,dew,Dew 750ml Pet,618.6600000000001,2026-02,385016.45,0.16
2026-02,BEVERAGES,dew,Dew can 300ml,-68.58,2026-02,385016.45,-0.02
2026-02,BEVERAGES,drinking water,drinking water-20ltr,60.0,2026-02,385016.45,0.02
2026-02,BEVERAGES,lehar soda,Lehar Soda,741.0,2026-02,385016.45,0.19
2026-02,BEVERAGES,mojito mint,Mojito Menta Cubano,920.0,2026-02,385016.45,0.24
2026-02,BEVERAGES,passion fruit syrup,DVC PASSION FRUIT FLV SYRUP 750ML,-460.0,2026-02,385016.45,-0.12
2026-02,BEVERAGES,pepsi,Pepsi 250ml Pet,1715.0,2026-02,385016.45,0.45
2026-02,BEVERAGES,pepsi,Pepsi 750ml Pet,1031.1,2026-02,385016.45,0.27
2026-02,BEVERAGES,pepsi,pepsi can300ml,822.96,2026-02,385016.45,0.21
2026-02,BEVERAGES,pepsi,pepsi 1 ltr,354.7199999999999,2026-02,385016.45,0.09
2026-02,BEVERAGES,pepsi,pepsi can 330ml,274.32,2026-02,385016.45,0.07
2026-02,BEVERAGES,slice mango,Slice Mango 200ml pet,194.36999999999998,2026-02,385016.45,0.05
2026-02,BEVERAGES,strawberry syrup,straw,40.0,2026-02,385016.45,0.01
2026-02,BEVERAGES,tropicana guava,Tropicana Guava Delight 500ml,351.12,2026-02,385016.45,0.09
2026-02,CHEESE & DAIRY,butter,Butter Scotch Ice-cream,1100.8,2026-02,385016.45,0.29
2026-02,CHEESE & DAIRY,butter,dynamix butter,1078.0,2026-02,385016.45,0.28
2026-02,CHEESE & DAIRY,butter,Butter,570.0,2026-02,385016.45,0.15
2026-02,CHEESE & DAIRY,butter,Butter Scotch Sauce 750ml,-257.4,2026-02,385016.45,-0.07
2026-02,CHEESE & DAIRY,butter,milky mist butter 500gm,-624.5,2026-02,385016.45,-0.16
2026-02,CHEESE & DAIRY,colby cheese,colby cheese 1 kg,1776.54,2026-02,385016.45,0.46
2026-02,CHEESE & DAIRY,diced mozzarella,dynamic diced mozerella,11754.550000000001,2026-02,385016.45,3.05
2026-02,CHEESE & DAIRY,fresh cream,Richs versatie cream,1880.0,2026-02,385016.45,0.49
2026-02,CHEESE & DAIRY,fresh cream,Vanilla Ice-cream 4ltr,1795.2,2026-02,385016.45,0.47
2026-02,CHEESE & DAIRY,fresh cream,Chocolate Ice-cream 4ltr,1305.6,2026-02,385016.45,0.34
2026-02,CHEESE & DAIRY,fresh cream,Strawberry-Ice cream,314.4999999999999,2026-02,385016.45,0.08
2026-02,CHEESE & DAIRY,milk,milk,1025.0,2026-02,385016.45,0.27
2026-02,CHEESE & DAIRY,milk,milk coffee 180ml,596.4,2026-02,385016.45,0.15
2026-02,CHEESE & DAIRY,milk,milk choco,288.0,2026-02,385016.45,0.07
2026-02,CHEESE & DAIRY,milk,milk choco 180 ml,288.0,2026-02,385016.45,0.07
2026-02,CHEESE & DAIRY,milk,milk 28 milma,168.0,2026-02,385016.45,0.04
2026-02,CHEESE & DAIRY,milk,milk shake coffee,120.0,2026-02,385016.45,0.03
2026-02,CHEESE & DAIRY,milk,milk fruits sugar balls,-177.0,2026-02,385016.45,-0.05
2026-02,CHEESE & DAIRY,milk,milk shake assorted,-264.0,2026-02,385016.45,-0.07
2026-02,CHEESE & DAIRY,orange cheddar,dynamic cheddar block,363.57,2026-02,385016.45,0.09
2026-02,CHEESE & DAIRY,paneer,paneer,580.0,2026-02,385016.45,0.15
2026-02,CHEESE & DAIRY,paneer,Paneer,290.0,2026-02,385016.45,0.08
2026-02,CHEESE & DAIRY,paneer,paneer tikka powder,-1170.0,2026-02,385016.45,-0.3
2026-02,CHEESE & DAIRY,processed cheese,Processed cheese block,1299.38,2026-02,385016.45,0.34
2026-02,CHEESE & DAIRY,slice cheese,slice cheese,1257.66,2026-02,385016.45,0.33
2026-02,"FLOUR, GRAINS & DRY GOODS",corn meal,Corn Meal - MAKKA RAVA,55.0,2026-02,385016.45,0.01
2026-02,"FLOUR, GRAINS & DRY GOODS",horlicks,horlicks,-192.0,2026-02,385016.45,-0.05
2026-02,"FLOUR, GRAINS & DRY GOODS",maida,prince maida 50kg,6272.0,2026-02,385016.45,1.63
2026-02,"FLOUR, GRAINS & DRY GOODS",rice,staff rice 26kg,2136.0,2026-02,385016.45,0.55
2026-02,"FLOUR, GRAINS & DRY GOODS",rice,staff rice,-765.0,2026-02,385016.45,-0.2
2026-02,FROZEN ITEMS,french fries,french fry hungritos 2.5kg,1396.5,2026-02,385016.45,0.36
2026-02,FROZEN ITEMS,french fries,chill fill french fry,900.0,2026-02,385016.45,0.23
2026-02,FROZEN ITEMS,frozen sweet corn,sweet corn 1kg,630.0,2026-02,385016.45,0.16
2026-02,FROZEN ITEMS,frozen sweet corn,Sweet corn koonathil,260.0,2026-02,385016.45,0.07
2026-02,FROZEN ITEMS,frozen sweet corn,sweet corn,-252.0,2026-02,385016.45,-0.07
2026-02,FROZEN ITEMS,potato wedges,potato wedges,488.04,2026-02,385016.45,0.13
2026-02,FRUITS,apple,DVC Green Apple 750 ML,460.0,2026-02,385016.45,0.12
2026-02,FRUITS,chicku pulp,Berry Fresh Chicku Pulp,1400.0,2026-02,385016.45,0.36
2026-02,FRUITS,chicku pulp,Berry Fresh Chicku Pulp 2kg,-868.0,2026-02,385016.45,-0.23
2026-02,FRUITS,pineapple,Pineapple slice-Tajir Habit-850g,110.25,2026-02,385016.45,0.03
2026-02,FRUITS,pineapple,pineapple,117.0,2026-02,385016.45,0.03
2026-02,FRUITS,tender coconut pulp,Berry Fresh Tender Coconut Pulp,1480.0,2026-02,385016.45,0.38
2026-02,FRUITS,tender coconut pulp,Berry Fresh Tender Coconut Pulp 2kg,-555.0,2026-02,385016.45,-0.14
2026-02,FRUITS,watermelon,DVC Watermelon Syrup 750 ml,-207.68000000000006,2026-02,385016.45,-0.05
2026-02,KITCHEN EQUIPMENT & UTENSILS,tripod,Tripod,0.0,2026-02,385016.45,0.0
2026-02,MASALA & SEASONINGS,aromat seasoning,Aromat Seasoning Powder,172.0,2026-02,385016.45,0.04
2026-02,MASALA & SEASONINGS,bbq mix,bbq mix,1860.0,2026-02,385016.45,0.48
2026-02,MASALA & SEASONINGS,bbq mix,BBQ Mix Masala,-1581.0,2026-02,385016.45,-0.41
2026-02,MASALA & SEASONINGS,chilly flakes,CHILLY FLAKES SACHET 0.8GM,572.0,2026-02,385016.45,0.15
2026-02,MASALA & SEASONINGS,chilly flakes,chilly flakes 500 gm,58.5,2026-02,385016.45,0.02
2026-02,MASALA & SEASONINGS,chilly flakes,chilly flake sachet,-57.19999999999999,2026-02,385016.45,-0.01
2026-02,MASALA & SEASONINGS,dry basil,dry basil,14.0,2026-02,385016.45,0.0
2026-02,MASALA & SEASONINGS,herb mix,Herb Mix Masla,1382.6,2026-02,385016.45,0.36
2026-02,MASALA & SEASONINGS,herb mix,Chettinad Mix,-130.2,2026-02,385016.45,-0.03
2026-02,MASALA & SEASONINGS,mexican masala,Mexican Masala,4565.0,2026-02,385016.45,1.19
2026-02,MASALA & SEASONINGS,mexican mix,mexican mix,-1087.5,2026-02,385016.45,-0.28
2026-02,MASALA & SEASONINGS,oregano,OREGANO SACHET 0.8GM,945.3,2026-02,385016.45,0.25
2026-02,MASALA & SEASONINGS,oregano,Oregano Sprinkler 500g,552.6,2026-02,385016.45,0.14
2026-02,MASALA & SEASONINGS,piri piri marinade,Piri Piri Marinade 1KG,178.0,2026-02,385016.45,0.05
2026-02,MASALA & SEASONINGS,salt,salted cookies syrup taste craft,0.0,2026-02,385016.45,0.0
2026-02,MASALA & SEASONINGS,tandoori masala,Tandoori mix Masala,415.0,2026-02,385016.45,0.11
2026-02,MEAT & POULTRY,boneless chicken,Boneless Chicken,14255.4,2026-02,385016.45,3.7
2026-02,MEAT & POULTRY,chicken burger pattis,Chicken burger pattis,1083.6,2026-02,385016.45,0.28
2026-02,MEAT & POULTRY,chicken burger pattis,sneha chi burgar pattis,504.0,2026-02,385016.45,0.13
2026-02,MEAT & POULTRY,chicken burger pattis,Veg burger pattis,225.0,2026-02,385016.45,0.06
2026-02,MEAT & POULTRY,chicken kheema,Chicken Kheema  Masala,975.0,2026-02,385016.45,0.25
2026-02,MEAT & POULTRY,chicken kheema,chicken kheema masala,195.0,2026-02,385016.45,0.05
2026-02,MEAT & POULTRY,chicken nuggets,sneha chi nuggets,750.38,2026-02,385016.45,0.19
2026-02,MEAT & POULTRY,chicken pepperoni,chicken pepperoni,259.5,2026-02,385016.45,0.07
2026-02,MEAT & POULTRY,chicken popcorn,CHICKEN POPCORN,-67.5,2026-02,385016.45,-0.02
2026-02,MEAT & POULTRY,chicken salami,Zippy Chicken Salami,618.0,2026-02,385016.45,0.16
2026-02,MEAT & POULTRY,chicken salami,SALAMI,-279.0,2026-02,385016.45,-0.07
2026-02,MEAT & POULTRY,chicken sausage,Chicken Sausage,632.5,2026-02,385016.45,0.16
2026-02,MEAT & POULTRY,lamb pepperoni,Lamp Pepperoni,447.5,2026-02,385016.45,0.12
2026-02,MEAT & POULTRY,staff chicken,staff chicken,600.0,2026-02,385016.45,0.16
2026-02,OILS,olive oil,habit olive oil,369.0,2026-02,385016.45,0.1
2026-02,OILS,palm oil,oil,2472.5,2026-02,385016.45,0.64
2026-02,PACKAGING MATERIALS,bio bag,bio glass,160.0,2026-02,385016.45,0.04
2026-02,PACKAGING MATERIALS,burger box,burger box 5*5*4,380.0,2026-02,385016.45,0.1
2026-02,PACKAGING MATERIALS,burger box,Mini Burger Box,14.0,2026-02,385016.45,0.0
2026-02,PACKAGING MATERIALS,french fries box,French Fries Box,-535.0,2026-02,385016.45,-0.14
2026-02,PACKAGING MATERIALS,garlic bread box,Garlic Bread Box,555.0,2026-02,385016.45,0.14
2026-02,PACKAGING MATERIALS,large pizza box,Large Pizza Box,920.6999999999998,2026-02,385016.45,0.24
2026-02,PACKAGING MATERIALS,medium pizza box,Medium Pizza Box,1730.0,2026-02,385016.45,0.45
2026-02,PACKAGING MATERIALS,paper glass,Moktails Glass,528.0,2026-02,385016.45,0.14
2026-02,PACKAGING MATERIALS,paper straw,Paper Straw,-60.0,2026-02,385016.45,-0.02
2026-02,PACKAGING MATERIALS,pasta container,Pasta Container Black,787.6000000000001,2026-02,385016.45,0.2
2026-02,PACKAGING MATERIALS,regular pizza box,Regular Pizza Box,3026.0,2026-02,385016.45,0.79
2026-02,PACKAGING MATERIALS,salad bowl,Salad Bowl 500ml,288.20000000000005,2026-02,385016.45,0.07
2026-02,PACKAGING MATERIALS,salad bowl,Dip Bowl,40.0,2026-02,385016.45,0.01
2026-02,PACKAGING MATERIALS,salad bowl,Salad Bowl 250ml,-84.0,2026-02,385016.45,-0.02
2026-02,PACKAGING MATERIALS,tissue,Tissue,180.0,2026-02,385016.45,0.05
2026-02,PACKAGING MATERIALS,tissue,Tissue Big,-160.0,2026-02,385016.45,-0.04
2026-02,PACKAGING MATERIALS,wooden spoon,Wooden Spoon,130.0,2026-02,385016.45,0.03
2026-02,PACKAGING MATERIALS,wooden spoon,wodden spoon,-130.0,2026-02,385016.45,-0.03
2026-02,SAUCES & SPREADS,cheesy spread,cheesy spread dip,309.38,2026-02,385016.45,0.08
2026-02,SAUCES & SPREADS,eggless mayonnaise,Veeba Eggless Mayonise Chef 1KG,1124.8,2026-02,385016.45,0.29
2026-02,SAUCES & SPREADS,gouda flavoured dressing,Veeba Gouda Flavoured Dressing,568.14,2026-02,385016.45,0.15
2026-02,SAUCES & SPREADS,honey mustard dressing,Honey mustard dressing,423.74,2026-02,385016.45,0.11
2026-02,SAUCES & SPREADS,honey mustard dressing,Honey,0.0,2026-02,385016.45,0.0
2026-02,SAUCES & SPREADS,ketchup sachet,Veeba Ketchup Sachet,1360.0,2026-02,385016.45,0.35
2026-02,SAUCES & SPREADS,makhani gravy,makhni gravy,-210.0,2026-02,385016.45,-0.05
2026-02,SAUCES & SPREADS,pasta sauce,veeba pizza pasta sauce,1447.6,2026-02,385016.45,0.38
2026-02,SAUCES & SPREADS,pizza sauce,Pizza sauce premix,1885.0,2026-02,385016.45,0.49
2026-02,SAUCES & SPREADS,pizza sauce,pizza sauce,840.0,2026-02,385016.45,0.22
2026-02,SAUCES & SPREADS,schezwan sauce,Schezwan sauce,175.32,2026-02,385016.45,0.05
2026-02,SAUCES & SPREADS,tandoori mayonnaise,tandoori mayonise,234.0,2026-02,385016.45,0.06
2026-02,SAUCES & SPREADS,thousand island dressing,Veeba ThousandIsland Dressing 1KG,183.0,2026-02,385016.45,0.05
2026-02,SAUCES & SPREADS,tomato ketchup,Veeba T. Ketchup 1.2KG,367.5,2026-02,385016.45,0.1
2026-02,SAUCES & SPREADS,tomato ketchup,tomato ketchup 1.2 bottle,193.74,2026-02,385016.45,0.05
2026-02,STATIONERY & MISC,pen,Puramate Pasta-Penne Rigatte 500g,871.0,2026-02,385016.45,0.23
2026-02,STATIONERY & MISC,pen,HABIT JALAPENO SLICES 2.9 KG,834.0,2026-02,385016.45,0.22
2026-02,STATIONERY & MISC,tape,Celotape-3/4inch-,92.0,2026-02,385016.45,0.02
2026-02,UNMAPPED,UNMAPPED,grocery,12210.59,2026-02,385016.45,3.17
2026-02,UNMAPPED,UNMAPPED,hungritos premium,4530.72,2026-02,385016.45,1.18
2026-02,UNMAPPED,UNMAPPED,vegetables,4104.29,2026-02,385016.45,1.07
2026-02,UNMAPPED,UNMAPPED,ENGLISH vegetables,1935.6599999999999,2026-02,385016.45,0.5
2026-02,UNMAPPED,UNMAPPED,veg fruit grocery,1880.0,2026-02,385016.45,0.49
2026-02,UNMAPPED,UNMAPPED,black olive slice Habit,1109.81,2026-02,385016.45,0.29
