Vendor_Name,Item_Name,UOM,Unit_Price,Date
salva food agencies,Savoury Wedges 2.5 KG,Kg,185.92,2024-01-20
salva food agencies,Veeba Ketchup Sachet,Nos,0.81,2024-01-20
salva food agencies,fish finger,Pkt,594.72,2024-01-20
salva food agencies,French Fries 6mm-Hungritos,Kg,133.2,2024-01-20
salva food agencies,POTATO POPS,Kg,202.67,2024-01-20
Koonathil Traders,AMUL Mozzarella Diced 1Kg,Kg,489.0,2024-01-20
Koonathil Traders,black olive slice Habit,Tin,568.0,2024-01-20
Koonathil Traders,DVC MOJITO MINT 750ML,Nos,488.52,2024-01-20
Koonathil Traders, dry yeast 500 gm,Pkt,187.5,2024-01-20
Koonathil Traders,Veeba Ketchup Sachet,Pkt,82.0,2024-01-20
Koonathil Traders,French Fries 6mm-Funwave,Nos,339.0,2024-01-20
KTP Vegitables,veg,Nos,77.43,2024-01-20
KTP Vegitables,veg,Nos,110.67,2024-01-21
shabana chicken stall,Boneless Chicken,Kg,245.71,2024-01-23
KTP Vegitables,veg,Nos,46.17,2024-01-23
Local Purchase,grocery,Nos,183.91,2024-01-23
KTP Vegitables,veg,Nos,53.78,2024-01-25
Local Purchase,Ice cube,Nos,40.0,2024-01-25
Local Purchase,Cling Flim,Nos,130.0,2024-01-26
KTP Vegitables,veg,Nos,45.4,2024-01-26
shabana chicken stall,Boneless Chicken,Kg,273.91,2024-01-26
Isha Fresh Vegitables (Hisham),eng.veg,Nos,143.6,2024-01-26
KTP Vegitables,veg,Nos,98.0,2024-01-27
Local Purchase,grocery,Nos,149.71,2024-01-27
shabana chicken stall,Boneless Chicken,Kg,297.93,2024-01-28
Local Purchase,grocery,Nos,303.6,2024-01-28
shabana chicken stall,Boneless Chicken,Kg,295.93,2024-01-30
Local Purchase,Garlic-Veg,Kg,380.0,2024-01-30
shabana chicken stall,Boneless Chicken,Kg,291.83,2024-01-31
KTP Vegitables,veg,Nos,51.12,2024-01-31
Local Purchase,grocery,Nos,106.57,2024-01-31
Loocos Pizza CPY,paper bags medium,Nos,10.71,2024-01-31
Loocos Pizza CPY,Plastic Cover 12X16,Nos,3.5,2024-01-31
Loocos Pizza CPY,Plastic Cover 16X20,Pkt,130.0,2024-01-31
Loocos Pizza CPY,Plastic Cover 20X26,Nos,3.5,2024-01-31
Loocos Pizza CPY,Veeba Ketchup Sachet,Pkt,82.0,2024-01-31
Loocos Pizza CPY,Plastic Cover 16X20,Pkt,130.0,2024-01-31
Loocos Pizza CPY,Plastic Cover 12X16,Pkt,140.0,2024-01-31
Loocos Pizza CPY,French Fries 6mm-Funwave 2.5 KG,Pkt,339.0,2024-01-31
Loocos Pizza CPY,Schezwan sauce,Pkt,350.0,2024-01-31
Loocos Pizza CPY,Garlic Bread Box,Nos,8.25,2024-01-31
Loocos Pizza CPY,Garlic Chilli Spread,Kg,162.0,2024-01-31
Loocos Pizza CPY,Veeba Makhani Gravy 1KG,Kg,215.04,2024-01-31
Loocos Pizza CPY,kadai gravy,Kg,230.0,2024-01-31
Loocos Pizza CPY,Veeba Gouda Flavoured Dressing,Pkt,211.0,2024-01-31
Loocos Pizza CPY, dry yeast 500 gm,Pkt,187.5,2024-01-31
Loocos Pizza CPY,Hersheys Syrup-200grm,Grams,0.47,2024-01-31
Loocos Pizza CPY,Hersheys Cocoa-70grm,Kg,1414.29,2024-01-31
Loocos Pizza CPY,Pizza sauce premix,Kg,240.0,2024-01-31
Loocos Pizza CPY,black olive slice Habit,Tin,568.0,2024-01-31
Loocos Pizza CPY,Salad Bowl 250ml,Nos,5.89,2024-01-31
Loocos Pizza CPY,DVC Mixed Berry Beverage Blend Syrup 750 ml,Nos,764.64,2024-01-31
Loocos Pizza CPY,Butter Scotch Sauce 750ml,Nos,138.0,2024-01-31
Loocos Pizza CPY,Veeba Ketchup Sachet,Pkt,82.0,2024-01-31
Loocos Pizza CPY,Coriander Powder-loose,Kg,160.0,2024-01-31
Loocos Pizza CPY,Tandoori Chicken Masala-Bakers,Nos,65.0,2024-01-31
Loocos Pizza CPY,Chilly Powder 1kg-Eastern,Kg,330.01,2024-01-31
Loocos Pizza CPY,Turmeric Powder,Kg,140.0,2024-01-31
Loocos Pizza CPY,Sugar-Loose,Kg,42.0,2024-01-31
Loocos Pizza CPY,Masoor-Red,Kg,80.0,2024-01-31
Loocos Pizza CPY,Soya loose,Kg,110.0,2024-01-31
Loocos Pizza CPY,Jeerakham - Loose,Kg,600.0,2024-01-31
Loocos Pizza CPY,GO Colby Cheese Block 2kg,Kg,610.0,2024-01-31
Loocos Pizza CPY,Boneless Chicken,Kg,291.83,2024-01-31
Loocos Pizza CPY,AMUL Mozzarella Diced 1Kg,Kg,489.0,2024-01-31
Loocos Pizza CPY,Strawberry-Ice cream,Pkt,502.0,2024-01-31
Local Purchase,maida 30kg,Kg,42.83,2024-02-01
Local Purchase,washing powder,Kg,58.0,2024-02-01
Local Purchase,staff rice 26kg,Kg,42.38,2024-02-01
Local Purchase,chicken masala,Pkt,50.0,2024-02-01
KTP Vegitables,veg,Nos,92.17,2024-02-02
Local Purchase,Ice cube/70,Pkt,70.0,2024-02-03
KTP Vegitables,veg,Nos,49.0,2024-02-03
shabana chicken stall,Boneless Chicken,Kg,274.0,2024-02-03
Local Purchase,grocery,Nos,191.17,2024-02-05
shabana chicken stall,Boneless Chicken,Kg,283.88,2024-02-05
KTP Vegitables,veg,Nos,115.1,2024-02-05
KTP Vegitables,veg,Nos,97.0,2024-02-06
Local Purchase,grocery,Nos,264.67,2024-02-06
Isha Fresh Vegitables (Hisham),eng.veg,Nos,191.0,2024-02-07
Local Purchase,grocery,Nos,126.67,2024-02-07
shabana chicken stall,Boneless Chicken,Kg,298.0,2024-02-07
KTP Vegitables,veg,Nos,161.75,2024-02-07
Essar Associates,Aqua Fina Mineral Water 1Ltr,Nos,17.5,2024-02-08
Lakhsyam Foods,Mexican Masala,Pkt,415.0,2024-02-08
Lakhsyam Foods,Schezwan sauce,Pkt,270.0,2024-02-08
Lakhsyam Foods,Salad Bowl 250ml,Nos,5.24,2024-02-08
Local Purchase,grocery,Nos,60.86,2024-02-08
KTP Vegitables,veg,Nos,53.29,2024-02-09
Local Purchase,grocery,Nos,654.4,2024-02-10
Local Purchase,grocery,Nos,186.33,2024-02-12
Local Purchase,Chicken-Whole-Staff 310,Kg,155.0,2024-02-14
Local Purchase,grocery,Nos,111.14,2024-02-14
shabana chicken stall,Boneless Chicken,Kg,313.87,2024-02-14
KTP Vegitables,veg,Nos,81.0,2024-02-15
Local Purchase,grocery,Nos,135.64,2024-02-16
Local Purchase,veg,Nos,36.5,2024-02-16
shabana chicken stall,Boneless Chicken,Kg,321.94,2024-02-16
Koonathil Traders,dynamic diced mozerella,Kg,446.0,2024-02-17
Koonathil Traders,black olive slice Habit,Tin,590.24,2024-02-17
Koonathil Traders,Baby Corn Whole-450GM-Golden Crown,Tin,98.0,2024-02-17
Koonathil Traders,Flexi Cream Gold,Pkt,194.7,2024-02-17
Koonathil Traders,Frozen Sweet Corn-Pal Fresh,Kg,99.0,2024-02-17
Koonathil Traders,Green Peas,Kg,100.0,2024-02-17
Koonathil Traders,DVC Strawberry Syrup 750 ml,Nos,488.52,2024-02-17
Koonathil Traders,Mojito Menta Cubano,Nos,488.52,2024-02-17
Koonathil Traders,DVC BLUE OCCEAN FLV SYRUP 750ML,Nos,488.52,2024-02-17
Koonathil Traders,DVC PASSION FRUIT FLV SYRUP 750ML,Nos,488.52,2024-02-17
Koonathil Traders,DVC Cucumber Syrup 750 ml,Nos,488.52,2024-02-17
Local Purchase,grocery,Nos,578.25,2024-02-17
KTP Vegitables,veg,Nos,50.12,2024-02-18
Isha Fresh Vegitables (Hisham),eng.veg,Nos,119.6,2024-02-19
shabana chicken stall,Boneless Chicken,Kg,325.78,2024-02-19
KTP Vegitables,veg,Nos,195.0,2024-02-20
Local Purchase,Lemon-Veg,Kg,100.0,2024-02-21
Local Purchase,Soya loose,Kg,129.87,2024-02-22
Essar Associates,Slice Mango 200ml pet,Nos,13.0,2024-02-23
KTP Vegitables,veg,Nos,43.62,2024-02-23
shabana chicken stall,Boneless Chicken,Kg,331.95,2024-02-23
Local Purchase,grocery,Nos,154.4,2024-02-23
KTP Vegitables,veg,Nos,72.33,2024-03-02
shabana chicken stall,Boneless Chicken,Kg,343.95,2024-02-25
Local Purchase,staff rice 26kg,Kg,44.0,2024-02-25
KTP Vegitables,veg,Nos,33.75,2024-02-25
Local Purchase,grocery,Nos,40.5,2024-02-25
Isha Fresh Vegitables (Hisham),eng veg,Nos,82.33,2024-02-26
KTP Vegitables,veg,Nos,78.43,2024-02-26
Local Purchase,grocery,Nos,365.71,2024-02-26
bistro frozen,chilli garlic spread,Nos,162.0,2024-02-27
KTP Vegitables,veg,Nos,74.88,2024-02-28
shabana chicken stall,Boneless Chicken,Kg,331.91,2024-02-28
Local Purchase,grocery,Nos,93.46,2024-02-28
KTP Vegitables,veg,Nos,72.0,2024-03-29
KTP Vegitables,Corn Meal - MAKKA RAVA,Pkt,47.0,2024-03-29
KTP Vegitables,milk,Nos,25.0,2024-03-29
Loocos Pizza CPY,Slice Mango 600ml pet,Nos,34.38,2024-02-29
Loocos Pizza CPY,Slice Mango 200ml pet,Nos,13.0,2024-02-29
Loocos Pizza CPY,Plastic Cover 26X30,Nos,7.83,2024-02-29
Loocos Pizza CPY,Tandoori mix Masala,Pkt,395.0,2024-02-29
Loocos Pizza CPY,French Fries 6mm-Funwave,Nos,339.0,2024-02-29
Loocos Pizza CPY,Medium Pizza Box,Nos,11.5,2024-02-29
Loocos Pizza CPY,CHILLY FLAKES SACHET 0.8GM,Pkt,85.0,2024-02-29
Loocos Pizza CPY,Flexi Cream Gold,Pkt,194.7,2024-02-29
Loocos Pizza CPY,Pineapple slice-Tajir Habit-500g,Tin,110.25,2024-02-29
Loocos Pizza CPY,DVC MOJITO MINT 750ML,Nos,488.52,2024-02-29
Loocos Pizza CPY,DVC Cucumber Syrup 750 ml,Nos,488.52,2024-02-29
Loocos Pizza CPY,DVC Green Apple 750 ML,Nos,488.5,2024-02-29
Loocos Pizza CPY,DVC Peach GardenSyrup 750 ml,Nos,488.52,2024-02-29
Loocos Pizza CPY,DVC PASSION FRUIT FLV SYRUP 750ML,Nos,488.52,2024-02-29
Loocos Pizza CPY,DVC BLUE OCCEAN FLV SYRUP 750ML,Nos,488.52,2024-02-29
Loocos Pizza CPY,Butter Scotch Sauce 750ml,Grams,0.18,2024-02-29
Loocos Pizza CPY,Strawberry-Ice cream,Kg,228.18,2024-02-29
Loocos Pizza CPY,Salad Bowl 250ml,Nos,5.24,2024-02-29
Loocos Pizza CPY,Tandoori mix Masala,Pkt,395.0,2024-02-29
Loocos Pizza CPY,Butter Scotch Ice-cream,Pkt,773.0,2024-02-29
Loocos Pizza CPY,Strawberry-Ice cream,Kg,228.18,2024-02-29
Loocos Pizza CPY,Chocolate Ice-cream 4ltr,Nos,770.0,2024-02-29
Loocos Pizza CPY,French Fries 6mm-Hungritos,Kg,133.2,2024-02-29
Loocos Pizza CPY,Frozen Sweet Corn-Pal Fresh,Kg,99.0,2024-02-29
Loocos Pizza CPY,dynamic diced mozerella,Kg,446.0,2024-02-29
Loocos Pizza CPY,Milkymist Cheese BLock 1KG,Pkt,550.0,2024-02-29
Loocos Pizza CPY,Green Peas,Kg,100.0,2024-02-29
Loocos Pizza CPY,grocery,Nos,93.46,2024-02-29
Loocos Pizza CPY,Ice cube,Nos,40.0,2024-02-29
Loocos Pizza CPY,Boneless Chicken,Kg,331.91,2024-02-29
Loocos Pizza CPY,black olive slice Habit,Tin,590.24,2024-02-29
IZONE,Paper bags regular,Nos,10.0,2024-03-01
shabana chicken stall,Boneless Chicken,Kg,313.95,2024-03-01
Local Purchase,atta,Kg,43.0,2024-03-01
Koonathil Traders,Puramate Pasta-Gomiti Rigate 500g,Pkt,68.0,2024-03-02
KTP Vegitables,veg,Nos,59.6,2024-03-03
shabana chicken stall,Boneless Chicken,Kg,293.83,2024-03-03
Local Purchase,grocery,Nos,515.2,2024-03-03
shabana chicken stall,Boneless Chicken,Kg,281.82,2024-03-04
Isha Fresh Vegitables (Hisham),eng veg,Nos,111.5,2024-03-04
Local Purchase,grocery,Nos,60.0,2024-03-04
KTP Vegitables,veg,Nos,63.75,2024-03-04
Local Purchase,egg,Nos,6.67,2024-03-05
KTP Vegitables,veg,Nos,51.75,2024-03-06
Local Purchase,grocery,Nos,658.2,2024-03-08
KTP Vegitables,veg,Nos,91.83,2024-03-08
shabana chicken stall,Boneless Chicken,Kg,287.84,2024-03-08
Koonathil Traders,DVC Mixed Berry Beverage Blend Syrup 750 ml,Nos,764.64,2024-03-09
Local Purchase,grocery,Nos,134.0,2024-03-09
shabana chicken stall,Boneless Chicken,Kg,291.79,2024-03-09
KTP Vegitables,veg,Nos,57.0,2024-03-10
shabana chicken stall,Boneless Chicken,Kg,296.0,2024-03-11
Local Purchase,egg,Nos,6.4,2024-03-11
KTP Vegitables,veg,Nos,142.5,2024-03-12
Local Purchase,grocery,Nos,49.38,2024-03-13
Essar Associates,Pepsi 1250ml Pet,Nos,62.08,2024-03-14
Isha Fresh Vegitables (Hisham),eng veg,Nos,104.83,2024-03-15
Lakhsyam Foods,Paneer tikka masala,Kg,386.4,2024-03-15
Local Purchase,grocery,Nos,71.17,2024-03-15
Local Purchase,grocery,Nos,1125.0,2024-03-16
shabana chicken stall,Boneless Chicken,Kg,305.76,2024-03-16
KTP Vegitables,veg,Nos,60.4,2024-03-16
Local Purchase,file folder,Nos,24.0,2024-03-18
KTP Vegitables,veg,Nos,63.0,2024-03-19
KTP Vegitables,veg,Nos,90.0,2024-03-21
shabana chicken stall,Boneless Chicken,Kg,281.79,2024-03-21
Local Purchase,Chicken-Whole-Staff,Kg,150.0,2024-03-21
Local Purchase,grocery,Nos,271.8,2024-03-22
KTP Vegitables,veg,Nos,73.25,2024-03-23
shabana chicken stall,Boneless Chicken,Kg,303.86,2024-03-24
Local Purchase,grocery,Nos,190.38,2024-03-26
Local Purchase,sticker,Nos,0.07,2024-03-27
KTP Vegitables,veg,Nos,70.4,2024-03-27
shabana chicken stall,Boneless Chicken,Kg,324.0,2024-03-27
Essar Associates,7UP 1250ml Pet,Nos,62.08,2024-03-28
Local Purchase,egg 40,Nos,6.67,2024-03-28
Local Purchase,oil,Pkt,98.8,2024-03-28
KTP Vegitables,veg,Nos,91.0,2024-03-28
Koonathil Traders,dynamic diced mozerella,Kg,420.73,2024-03-30
Koonathil Traders,habit olive oil,Nos,564.9,2024-03-30
Koonathil Traders,Zippy Chicken Salami,Pkt,312.48,2024-03-30
Koonathil Traders,Green Peas,Pkt,131.0,2024-03-30
Koonathil Traders,Butter Scotch Sauce 750ml,Nos,143.0,2024-03-30
Koonathil Traders,DVC BLUE OCCEAN FLV SYRUP 750ML,Nos,530.0,2024-03-30
Koonathil Traders,DVC PASSION FRUIT FLV SYRUP 750ML,Nos,530.0,2024-03-30
Koonathil Traders,DVC Green Apple 750 ML,Nos,530.0,2024-03-30
Koonathil Traders,DVC Mixed Berry Beverage Blend Syrup 750 ml,Nos,828.0,2024-03-30
Koonathil Traders,DVC Cucumber Syrup 750 ml,Nos,530.0,2024-03-30
Koonathil Traders,DVC Peach GardenSyrup 750 ml,Nos,530.0,2024-03-30
shabana chicken stall,Boneless Chicken,Kg,346.15,2024-03-30
KTP Vegitables,veg,Nos,53.67,2024-03-31
Local Purchase,grocery,Nos,102.33,2024-03-31
Isha Fresh Vegitables (Hisham),eng veg,Nos,169.6,2024-04-01
Loocos Pizza CPY,Pepsi 1250ml Pet,Nos,62.08,2024-03-31
Loocos Pizza CPY,7UP 1250ml Pet,Nos,62.08,2024-03-31
Loocos Pizza CPY,Wooden Spoon-140mm,Nos,0.78,2024-03-31
Loocos Pizza CPY,Paper Plates,Nos,1.0,2024-03-31
Loocos Pizza CPY,Schezwan sauce,Pkt,270.0,2024-03-31
KTP Vegitables,veg,Nos,146.17,2024-04-01
Loocos Pizza CPY,Veeba Eggless Mayonise Chef 1KG,Pkt,140.42,2024-03-31
Loocos Pizza CPY,DVC Strawberry Syrup 750 ml,Nos,488.52,2024-03-31
Loocos Pizza CPY,DVC CHocolate Sauce 2 LTR,Ltr,383.5,2024-03-31
Loocos Pizza CPY,grocery,Nos,102.33,2024-03-31
Loocos Pizza CPY,CHICKEN POPCORN,Kg,283.36,2024-03-31
Loocos Pizza CPY,Boneless Chicken,Kg,351.92,2024-03-31
Loocos Pizza CPY,dynamic diced mozerella,Kg,420.73,2024-03-31
Loocos Pizza CPY,Mc Cain Potato Wedges 2.5kg,Nos,481.6,2024-03-31
Loocos Pizza CPY,Maida(Porotta 50kg),Kg,42.2,2024-03-31
bistro frozen,Veeba ThousandIsland Dressing 1KG,Nos,187.99,2024-04-02
Local Purchase,grocery,Nos,248.71,2024-04-02
shabana chicken stall,Boneless Chicken,Kg,351.92,2024-04-03
KTP Vegitables,veg,Nos,103.0,2024-04-03
Local Purchase,straw,Nos,0.26,2024-04-04
Local Purchase,wodden spoon,Nos,0.79,2024-04-04
Local Purchase,staff chicken,Kg,170.0,2024-04-04
KTP Vegitables,veg,Nos,63.6,2024-04-04
shabana chicken stall,Boneless Chicken,Kg,357.91,2024-04-05
KTP Vegitables,veg,Nos,72.75,2024-04-07
Local Purchase,tomato hibreed,Kg,32.8,2024-04-07
shabana chicken stall,bonless chicken,Kg,367.89,2024-04-07
Local Purchase,grocery,Nos,110.83,2024-04-08
KTP Vegitables,veg,Nos,75.17,2024-04-08
bistro frozen,dynamic diced mozerella,Kg,433.0,2024-04-09
Local Purchase,Cling Flim,Pkt,120.0,2024-04-09
Local Purchase,Cherry,Grams,0.3,2024-04-09
Local Purchase,plastic cover,Pkt,120.0,2024-04-09
KTP Vegitables,veg,Nos,80.11,2024-04-10
Local Purchase,grocery,Nos,191.25,2024-04-10
Local Purchase,grocery,Nos,225.0,2024-04-11
Local Purchase,grocery,Nos,98.71,2024-04-12
KTP Vegitables,veg,Nos,37.44,2024-04-12
shabana chicken stall,bonless chicken,Kg,381.86,2024-04-13
Local Purchase,grocery,Nos,293.64,2024-04-13
Isha Fresh Vegitables (Hisham),eng.veg,Nos,150.4,2024-04-13
Koonathil Traders,Frozen Sweet Corn-Pal Fresh,Pkt,107.0,2024-04-13
KTP Vegitables,veg,Nos,91.5,2024-04-14
Local Purchase,ice cube/70,Pkt,70.0,2024-04-15
Local Purchase,Paper Plates,Nos,6.6,2024-04-15
KTP Vegitables,veg,Nos,118.57,2024-04-15
shabana chicken stall,bonless chicken,Kg,380.0,2024-04-15
bistro frozen,dynamix shredded cheese,Kg,433.0,2024-04-16
bistro frozen,Veeba Ketchup Sachet,Nos,0.75,2024-04-16
Local Purchase,Palm Oil - Refined Oil,Pkt,97.5,2024-04-16
KTP Vegitables,veg,Nos,51.14,2024-04-17
shabana chicken stall,grocery,Nos,215.12,2024-04-17
Local Purchase,Maida(Porotta 50kg),Kg,41.8,2024-04-18
KTP Vegitables,veg,Nos,46.71,2024-04-18
Local Purchase,atta,Kg,49.8,2024-04-19
shabana chicken stall,bonless chicken,Kg,350.0,2024-04-19
Koonathil Traders,sano pomace olive oil,Nos,369.0,2024-04-20
IZONE,paper bags large,Nos,12.0,2024-04-20
IZONE,paper bags medium,Nos,11.0,2024-04-20
IZONE,paper bags regular,Nos,10.0,2024-04-20
Local Purchase,grocery,Nos,195.75,2024-04-20
KTP Vegitables,veg,Nos,70.25,2024-04-21
Isha Fresh Vegitables (Hisham),Brocoli,Kg,190.0,2024-04-22
Isha Fresh Vegitables (Hisham),Parsely-Veg,Kg,190.0,2024-04-22
KTP Vegitables,veg,Nos,99.33,2024-04-22
shabana chicken stall,bonless chicken,Kg,327.45,2024-04-22
Local Purchase,lemon,Kg,80.0,2024-04-23
Local Purchase,mint,Nos,10.0,2024-04-23
shabana chicken stall,bonless chicken,Kg,325.86,2024-04-23
Local Purchase,Gas-LPG-HPCL,Nos,1810.0,2024-04-24
Local Purchase,tomato hibreed,Kg,36.19,2024-04-24
shabana chicken stall,bonless chicken,Kg,321.97,2024-04-25
Local Purchase,grocery,Nos,222.86,2024-04-26
KTP Vegitables,veg,Nos,84.58,2024-04-26
shabana chicken stall,bonless chicken,Kg,331.95,2024-04-27
KTP Vegitables,veg,Nos,60.56,2024-04-29
Local Purchase,grocery,Nos,487.6,2024-04-30
Loocos Pizza CPY,paper bags medium,Nos,11.0,2024-04-30
Loocos Pizza CPY,Veeba Ketchup Sachet,Nos,0.75,2024-04-30
Loocos Pizza CPY,paper bags medium,Nos,11.0,2024-04-30
Loocos Pizza CPY,dynamic diced mozerella,Kg,420.72,2024-04-30
Local Purchase,curd milma,Pkt,35.0,2024-05-01
Local Purchase,hybrid tomato,Kg,35.5,2024-05-01
KTP Vegitables,veg,Nos,70.75,2024-05-01
shabana chicken stall,bonless chicken,Kg,340.0,2024-05-02
Essar Associates,7up 250ml Can,Nos,30.0,2024-05-02
Isha Fresh Vegitables (Hisham),eng veg,Nos,176.0,2024-05-02
KTP Vegitables,veg,Nos,76.0,2024-05-03
shabana chicken stall,bonless chicken,Kg,343.86,2024-05-03
Loocos Pizza CPY,bonless chicken,Kg,343.86,2024-04-30
Loocos Pizza CPY,dynamic diced mozerella,Kg,420.72,2024-04-30
Loocos Pizza CPY,Frozen Sweet Corn,Kg,125.0,2024-04-30
Loocos Pizza CPY,Zippy Chicken Salami,Pkt,312.48,2024-04-30
Loocos Pizza CPY,Tandoori Masala,Kg,375.2,2024-04-30
Loocos Pizza CPY,Veeba Ketchup Sachet,Nos,0.75,2024-04-30
Loocos Pizza CPY,Veeba ThousandIsland Dressing 1KG,Kg,187.99,2024-04-30
Loocos Pizza CPY,Pineapple-Veg,Kg,72.0,2024-04-30
Loocos Pizza CPY,Frozen Sweet Corn-Pal Fresh,Pkt,107.0,2024-04-30
Loocos Pizza CPY,DVC Strawberry Syrup 750 ml,Kg,488.52,2024-04-30
Loocos Pizza CPY,DVC Watermelon Syrup 750 ml,Nos,488.5,2024-04-30
Loocos Pizza CPY,DVC Bubblegum Syrup Syrup 750 ml,Nos,488.52,2024-04-30
Loocos Pizza CPY,DVC Green Apple 750 ML,Nos,530.0,2024-04-30
Loocos Pizza CPY,DVC Passion Fruit 750ML,Nos,488.25,2024-04-30
Loocos Pizza CPY,Mango Crush Sauce 750ml Malas,Nos,138.32,2024-04-30
Loocos Pizza CPY,Cling Flim,Pkt,120.0,2024-04-30
Loocos Pizza CPY,grocery,Nos,487.6,2024-04-30
Loocos Pizza CPY,Regular Pizza Box,Nos,9.0,2024-04-30
Loocos Pizza CPY,Tandoori Masala,Pkt,50.0,2024-04-30
Loocos Pizza CPY,Gas-LPG-HPCL,Nos,1810.0,2024-04-30
Loocos Pizza CPY,Atta Loose,Kg,41.0,2024-04-30
Loocos Pizza CPY,staff rice,Kg,40.0,2024-04-30
Local Purchase,staff rice,Kg,36.5,2024-05-04
Local Purchase,atta,Kg,49.0,2024-05-04
Koonathil Traders,Zippy  B.Fast Sausage ,Pkt,319.2,2024-05-04
Koonathil Traders,tomato ketchup,Nos,105.0,2024-05-04
Lakhsyam Foods,Regular Pizza Box,Nos,9.0,2024-05-04
Lakhsyam Foods,Medium Pizza Box,Nos,11.09,2024-05-04
Lakhsyam Foods,Large Pizza Box,Nos,14.75,2024-05-04
Lakhsyam Foods,Garlic Bread Box,Nos,8.79,2024-05-04
Local Purchase-Gas AGency,Gas-LPG-HPCL,Nos,1810.0,2024-05-05
Local Purchase,Ginger-Veg,Kg,160.0,2024-05-06
Local Purchase,lemon,Kg,140.0,2024-05-06
Local Purchase,churanga,Kg,25.71,2024-05-06
Local Purchase,Onion-Veg,Kg,33.0,2024-05-06
Local Purchase,Garlic-Veg,Kg,230.0,2024-05-06
Local Purchase,Palm Oil - Refined Oil,Pkt,89.5,2024-05-06
bistro frozen,Savoury Wedges 2.5 KG,Kg,185.92,2024-05-07
bistro frozen,French Fries 6mm-Hungritos,Kg,132.8,2024-05-07
bistro frozen,CHICKEN POPCORN,Pkt,276.0,2024-05-07
bistro frozen,Frozen Sweet Corn-Pal Fresh,Pkt,60.0,2024-05-07
shabana chicken stall,bonless chicken,Kg,353.79,2024-05-07
Local Purchase,staff chicken,Kg,154.05,2024-05-08
shabana chicken stall,bonless chicken,Kg,356.0,2024-05-08
KTP Vegitables,veg,Nos,55.75,2024-05-08
KTP Vegitables,veg,Nos,60.0,2024-05-09
Local Purchase,grocery,Nos,225.57,2024-05-09
Isha Fresh Vegitables (Hisham),Red yellow capsicum,Kg,240.0,2024-05-10
Isha Fresh Vegitables (Hisham),Brocoli,Kg,229.7,2024-05-10
Isha Fresh Vegitables (Hisham),BASIL,Kg,680.0,2024-05-10
Isha Fresh Vegitables (Hisham),Parsely-Veg,Kg,240.0,2024-05-10
shabana chicken stall,bonless chicken,Kg,358.98,2024-05-11
KTP Vegitables,veg,Nos,59.3,2024-05-11
Local Purchase,grocery,Nos,243.0,2024-05-11
Local Purchase,Garlic-Veg,Kg,280.0,2024-05-12
Local Purchase,Hand Wash,Nos,95.0,2024-05-12
Local Purchase,hybrid tomato,Kg,40.0,2024-05-13
KTP Vegitables,veg,Nos,57.44,2024-05-06
Local Purchase,maida,Kg,41.88,2024-05-14
KTP Vegitables,veg,Nos,66.29,2024-05-15
shabana chicken stall,bonless chicken,Kg,371.81,2024-05-15
Essar Associates,Mirinda 750ml pet,Nos,34.38,2024-05-16
Local Purchase-Gas AGency,veg,Nos,40.43,2024-05-16
shabana chicken stall,bonless chicken,Kg,373.97,2024-05-16
Local Purchase,grocery,Nos,209.64,2024-05-16
Isha Fresh Vegitables (Hisham),eng veg,Nos,163.67,2024-05-17
shabana chicken stall,bonless chicken,Kg,386.0,2024-05-18
KTP Vegitables,veg,Nos,67.8,2024-05-18
Local Purchase,hit spray,Nos,115.0,2024-05-19
Local Purchase,ant powder,Nos,42.0,2024-05-19
Local Purchase,hybrid tomato,Kg,38.0,2024-05-19
Local Purchase,capsicum,Kg,74.0,2024-05-19
KTP Vegitables,veg,Nos,56.5,2024-05-20
Local Purchase,grocery,Nos,403.83,2024-05-20
bistro frozen,Chilli Flakes-Tasty Pixel-Veeba-Sachet-0.8g,Nos,0.53,2024-05-21
bistro frozen,Chicken Nuggets-Godrej-1kg,Kg,320.0,2024-05-21
Local Purchase,Garlic-Veg,Kg,240.0,2024-05-21
Local Purchase,grocery,Nos,356.43,2024-05-21
Local Purchase,tomato hibreed,Kg,43.0,2024-05-22
Local Purchase,rubber band,Pkt,200.0,2024-05-22
Local Purchase,Cash Voucher Book,Nos,55.0,2024-05-23
shabana chicken stall,bonless chicken,Kg,387.8,2024-05-23
KTP Vegitables,veg,Nos,71.63,2024-05-24
Local Purchase,grocery,Nos,110.33,2024-05-24
Koonathil Traders,dynamic diced mozerella,Kg,420.72,2024-05-25
Koonathil Traders,DVC MOJITO MINT 750ML,Nos,530.0,2024-05-25
Koonathil Traders, dry yeast 500 gm,Pkt,185.0,2024-05-25
Koonathil Traders,Puramate Basil 250g Pouch,Nos,195.0,2024-05-25
Local Purchase,grocery,Nos,650.0,2024-05-25
shabana chicken stall,bonless chicken,Kg,391.95,2024-05-26
Local Purchase,hybrid tomato,Kg,55.0,2024-05-26
Local Purchase,Garlic-Veg,Kg,260.0,2024-05-26
KTP Vegitables,veg,Nos,72.14,2024-05-27
Local Purchase,grocery,Nos,230.17,2024-05-27
Isha Fresh Vegitables (Hisham),eng veg,Nos,188.67,2024-05-28
bistro frozen,Veeba Gouda Flavoured Dressing,Pkt,203.28,2024-05-28
KTP Vegitables,veg,Nos,53.75,2024-05-29
Local Purchase,bio plate,Nos,3.4,2024-05-29
