Vendor_Name,Item_Name,UOM,Unit_Price,Date
Local Purchase,Local Purchase-Washer,Nos,6.0,2023-06-02
Local Purchase,Satheesh-Waste Collection,trip,100.0,2023-06-03
Local Purchase,MBS Traders-Egg,Nos,6.0,2023-06-03
Local Purchase,MBS Traders-cherry,kg,300.0,2023-06-03
Local Purchase,MBS Traders-paper straw Big,pkt,45.0,2023-06-03
Local Purchase,Sherif Cherpulasery-Chicken Kheema,kg,150.0,2023-06-06
Local Purchase,five Star Traders-Tandoori Chicken Masala,pkt,74.0,2023-06-06
Local Purchase,five Star Traders-Coriander Powder,kg,140.0,2023-06-06
Local Purchase,five Star Traders-Turmeric powder,kg,120.0,2023-06-06
Local Purchase,five Star Traders-Chilly Powder,kg,220.0,2023-06-06
Local Purchase,five Star Traders-jeerakam,kg,560.0,2023-06-06
Local Purchase,five Star Traders-Tea loose,kg,180.0,2023-06-06
Local Purchase,five Star Traders-sugar,kg,39.2,2023-06-06
Local Purchase,five Star Traders-Chicken Masala,pkt,28.0,2023-06-06
Local Purchase,five Star Traders-palm oil,pkt,85.5,2023-06-06
Local Purchase,Local Purchase-milk,pkt,28.0,2023-06-06
Local Purchase,MBS Traders-Butter Sheets,Nos,3.5,2023-06-06
Local Purchase,Fathima Super Market-soap powder,pkt,54.0,2023-06-07
Local Purchase,Fathima Super Market-Curd Milma,pkt,35.0,2023-06-07
Local Purchase,Local Purchase-Sticker,pkt,20.0,2023-06-07
Local Purchase,KTP Vegitables-vegitables,Nos,520.0,2023-06-08
Local Purchase,Sherif Cherpulasery-whole chicken,kg,158.05,2023-06-08
Local Purchase,HPCL-Gas,cylinder,1810.0,2023-06-09
Local Purchase,MBS Traders-egg,Nos,6.67,2023-06-11
Local Purchase,Fathima Super Market-egg,Nos,6.5,2023-06-12
Local Purchase,Fathima Super Market-Milk Milma,pkt,28.0,2023-06-12
Local Purchase,five Star Traders-Mustard oil,pkt,100.0,2023-06-12
Local Purchase,five Star Traders-palm oil,pkt,85.0,2023-06-12
Local Purchase,babu palakkad-butter,kg,380.0,2023-06-13
Local Purchase,Local Purchase-Egg,Nos,6.43,2023-06-13
Local Purchase,MBS Traders-Cling Film,roll,120.0,2023-06-14
Local Purchase,Srinivasan-Vanilla Ice Cream,pkt,544.0,2023-06-14
Local Purchase,Sherif Cherpulasery-whole chicken,kg,162.93,2023-06-14
Local Purchase,MBS Traders-paper glass,pkt,65.0,2023-06-14
Local Purchase,MBS Traders-egg,Nos,6.0,2023-06-14
Local Purchase,KTP Vegitables-vegitables,Nos,430.0,2023-06-15
Local Purchase,Local Purchase-Pen,Nos,5.0,2023-06-15
Local Purchase,HPCL-Gas,Nos,1810.0,2023-06-16
Local Purchase,five Star Traders-cashew nut,kg,800.0,2023-06-16
Local Purchase,five Star Traders-black grapes,kg,450.0,2023-06-16
Local Purchase,five Star Traders-palm oil,pkt,86.0,2023-06-16
Local Purchase,Local Purchase-plactic scrubber,Nos,10.0,2023-06-16
Local Purchase,Safa Books -voucher book,Nos,56.0,2023-06-17
Local Purchase,Safa Books -PEN,Nos,4.0,2023-06-17
Local Purchase,five Star Traders-whole chilli,kg,280.0,2023-06-17
Local Purchase,Local Purchase-soap powder,pkt,35.0,2023-06-18
Local Purchase,Local Purchase-Steel Container,Nos,403.0,2023-06-19
Local Purchase,Local Purchase-Steel Container,Nos,485.0,2023-06-19
Local Purchase,Local Purchase-Steel Container,Nos,413.0,2023-06-19
Local Purchase,Local Purchase-Steel Container,Nos,253.0,2023-06-19
Local Purchase,Local Purchase-Steel Container,Nos,403.0,2023-06-19
Local Purchase,MBS Traders-jumbo cover,pkt,70.0,2023-06-19
Local Purchase,MBS Traders-plastic cover,pkt,160.0,2023-06-19
Local Purchase,MBS Traders-tissue Big size,pkt,18.0,2023-06-20
Local Purchase,MBS Traders-paper glass,pkt,70.0,2023-06-20
Local Purchase,MBS Traders-exo dishwash cake,Nos,5.0,2023-06-20
Local Purchase,Sherif Cherpulasery-whole chicken,kg,147.83,2023-06-21
Local Purchase,Local Purchase-apple,kg,119.4,2023-06-21
Local Purchase,MBS Traders-butter paper,Nos,3.5,2023-06-22
Local Purchase,MBS Traders-egg,Nos,6.57,2023-06-22
Local Purchase,five Star Traders-palm oil,pkt,88.5,2023-06-22
Local Purchase,Local Purchase-egg,Nos,6.6,2023-06-22
Local Purchase,Transportation-vegitables,Nos,30.0,2023-06-23
Local Purchase,KTP Vegitables-vegitables,Nos,200.0,2023-06-23
Local Purchase,Local Purchase-egg,Nos,6.57,2023-06-23
Local Purchase,Local Purchase-Milk 450ml,pkt,25.0,2023-06-24
Local Purchase,babu palakkad-paneer,kg,290.0,2023-06-24
Local Purchase,babu palakkad-BUTTER,kg,380.0,2023-06-24
Local Purchase,HPCL-gas,Nos,1810.0,2023-06-25
Local Purchase,five Star Traders-Cherry,kg,200.0,2023-06-25
Local Purchase,five Star Traders-Horlicks Small packet,pkt,5.0,2023-06-25
Local Purchase,five Star Traders-Mustard oil,btl,102.0,2023-06-25
Local Purchase,five Star Traders-milk maid,tin,123.0,2023-06-25
Local Purchase,five Star Traders-honey 250grm,btl,117.0,2023-06-25
Local Purchase,five Star Traders-atta,kg,38.0,2023-06-26
Local Purchase,five Star Traders-salt powder,pkt,10.0,2023-06-26
Local Purchase,five Star Traders-Coriander Powder,kg,130.0,2023-06-26
Local Purchase,MBS Traders-micro 16x20,pkt,140.0,2023-06-26
Local Purchase,MBS Traders-Micro 20x26,pkt,140.0,2023-06-26
Local Purchase,MBS Traders-tissue Big size,pkt,16.0,2023-06-26
Local Purchase,MBS Traders-paper straw small,pkt,35.0,2023-06-26
Local Purchase,MBS Traders-Hersheys Chocolate syrup,btl,95.0,2023-06-26
Local Purchase,V Mart-Glass,Nos,158.33,2023-06-26
Local Purchase,Local Purchase-nawab rice,bag,962.0,2023-06-26
Local Purchase,Local Purchase-Curd Milma,pkt,35.0,2023-06-27
Local Purchase,KTP Vegitables-vegitables,Nos,1000.0,2023-06-28
Local Purchase,Sherif Cherpulasery-whole chicken,kg,136.8,2023-06-28
Local Purchase,Local Purchase-milk milma,pkt,28.0,2023-06-28
Local Purchase,HPCL-gas,cylinder,1810.0,2023-06-30
Local Purchase,KTP Vegitables-vegitables,Nos,500.0,2023-06-30
Local Purchase,Local Purchase-milk Milma Toned,pkt,26.0,2023-06-30
Local Purchase,Local Purchase-egg,Nos,6.5,2023-06-30
Local Purchase,five Star Traders-palm oil,pkt,86.5,2023-06-30
Local Purchase,five Star Traders-masoor dal red,kg,80.0,2023-06-30
Local Purchase,five Star Traders-jeerakam,kg,600.0,2023-06-30
Local Purchase,five Star Traders-cashew nut,kg,750.0,2023-06-30
Local Purchase,five Star Traders-black papper,kg,540.0,2023-06-30
Local Purchase,five Star Traders-Cherry,kg,100.0,2023-06-30
Local Purchase,five Star Traders-atta,kg,40.0,2023-06-30
Local Purchase,Phoenix Ice Cubes-ice cubes,pkt,30.0,2023-06-30
Local Purchase,Local Purchase-paper plate,pkt,120.0,2023-06-30
Local Purchase,Local Purchase-paper glass,pkt,65.0,2023-06-30
Local Purchase,Local Purchase-micro ,pkt,150.0,2023-06-30
Local Purchase,Local Purchase-Cello Tape ,Nos,20.0,2023-06-30
Local Purchase,Local Purchase-tissue Big size,pkt,18.0,2023-06-30
Local Purchase,Local Purchase-butter paper,Nos,3.0,2023-06-30
Essar Associates,Dew Can-250ml,Case,720.0,2023-06-01
Essar Associates,Slice Mango-250ml,Case,530.1,2023-06-01
Koonathil Traders,Processed cheese block-1kg,pkt,549.92,2023-06-02
Koonathil Traders,Chicken Salami-1kg,pkt,312.48,2023-06-02
Koonathil Traders,Pasta-Gomiti Rigatte-500gm,Pkt,68.01,2023-06-02
Koonathil Traders,Mini Burger Box-Nos,100Nos,271.4,2023-06-02
Koonathil Traders,Pomace Olive oil-1ltr,Btl,334.95,2023-06-02
koonathil Traders,Piri Piri Marinade-1kg,kg,445.0,2023-06-02
Lakshyam Foods,GBC Box-50Nos,Nos,8.25,2023-06-07
Lakshyam Foods,kheema Masala-250gr,kg,650.0,2023-06-07
Lakshyam Foods,Large Box-50Nos,Nos,14.85,2023-06-07
Lakshyam Foods,Medium Box-50Nos,Nos,11.5,2023-06-07
Lakshyam Foods,Bread Primix-1kg,kg,240.0,2023-06-07
Lakshyam Foods,Regular Box-50Nos,Nos,9.0,2023-06-07
Renjith looco's,Paper Bag Large-Nos,Nos,10.5,2023-06-04
Renjith looco's,Paper Bag Medium-Nos,Nos,9.5,2023-06-04
Renjith looco's,Paper Bag Regular-Nos,Nos,8.5,2023-06-04
Taha Enterprises,Gouda Cheese-1kg,pkt,215.04,2023-06-07
Taha Enterprises,Thousand island-1kg,pkt,190.0,2023-06-07
Taha Enterprises,Godrej chicken Nuggets -1kg,pkt,320.0,2023-06-07
Essar Associates,Dew-500ml,Nos,21.67,2023-06-09
Essar Associates,Mirinda-250ml,Case,525.0,2023-06-09
Essar Associates,Mirinda-750ml,Nos,34.38,2023-06-09
Koonathil Traders,Butter Scotch Sauce-750ml,Btl,138.0,2023-06-10
Essar Associates,Pepsi Can-250ml,Case,720.0,2023-06-15
Essar Associates,Pepsi pet-1250ml,Case,695.04,2023-06-15
Essar Associates,Dew-500ml,Case,650.1,2023-06-15
Essar Associates,Slice Mango-250ml,Case,17.67,2023-06-15
Essar Associates,Lehar Soda-750ml,Case,395.04,2023-06-15
Narayana Traders,Maida-50kg,Bag,2030.0,2023-06-16
Taha Enterprises,Eggless Mayonise -1kg,pkt,140.0,2023-06-20
Taha Enterprises,Gouda Cheese-1kg,pkt,210.74,2023-06-20
Taha Enterprises,Instant Dried Yeast-500gm,pkt,169.99,2023-06-20
Taha Enterprises,Makhani Sauce-1kg,pkt,210.74,2023-06-20
Taha Enterprises,Pasta & Pizza Sauce-1kg,pkt,183.52,2023-06-20
Taha Enterprises,Ketchup Sachet (8g)-100,pkt,79.99,2023-06-20
Taha Enterprises,Tandoori Spread-1kg,pkt,215.59,2023-06-20
Taha Enterprises,Tasty Fixel Chilly Flakes 0.8gm-250s,pkt,132.3,2023-06-20
Koonathil Traders,Mozzarella Diced Cheese-1kg,pkt,471.99,2023-06-23
Koonathil Traders,Chicken Sausage-1kg,pkt,319.2,2023-06-23
Koonathil Traders,Frozen Sweet corn-1kg,pkt,99.0,2023-06-23
Koonathil Traders,French Fries 6mm-2.5kg,pkt,348.99,2023-06-23
Koonathil Traders,Mushroom Slice-800gm,Tin,98.0,2023-06-23
Koonathil Traders,Jalapeno Slices-2.9 kg,Tin,298.0,2023-06-23
Koonathil Traders,Red Paprika Slice-2.5kg,Tin,434.56,2023-06-23
Koonathil Traders,Pasta-Penne Rigatte-500gm,pkt,68.01,2023-06-23
Koonathil Traders,Fresh Garden Mint-750ml,Btl,488.52,2023-06-23
Koonathil Traders,Green Apple-750ml,Btl,488.52,2023-06-23
Koonathil Traders,Passion Fruit-750ml,Btl,488.52,2023-06-23
Koonathil Traders,Blue Occean Flv Syrup-750ml,Btl,488.52,2023-06-23
Koonathil Traders,Baby Corn Whole-450gm,Tin,65.0,2023-06-23
Koonathil Traders,Ketchup -1.2kg,Btl,105.0,2023-06-23
Koonathil Traders,Flexi Cream Gold-1kg,pkt,194.7,2023-06-23
Koonathil Traders,Black Olives Slice-3 kg,Tin,626.08,2023-06-23
Lakshyam Foods,BBQ Mix-1kg,kg,465.0,2023-06-30
Lakshyam Foods,Browny-1kg,kg,385.0,2023-06-30
Lakshyam Foods,French Fries Box-,Nos,5.35,2023-06-30
Lakshyam Foods,Herb Mix-1kg,kg,425.0,2023-06-30
Lakshyam Foods,Mexican Mix-1kg,kg,415.0,2023-06-30
Lakshyam Foods,Paneer Tikka Butter Masala -1kg,kg,375.0,2023-06-30
Lakshyam Foods,Pasta Container-100Nos,Nos,8.95,2023-06-30
Lakshyam Foods,Pepperoni-1kg,kg,895.0,2023-06-30
Lakshyam Foods,Pizza Primix-1kg,kg,240.0,2023-06-30
Lakshyam Foods,Salad Bowl (Small )250ml-Nos,Nos,5.25,2023-06-30
Lakshyam Foods,Tandoori Tikka Marinade-500grm,pkt,1150.0,2023-06-30
Essar Associates,7up pet-750ml,Case,825.11,2023-06-22
Essar Associates,7up pet-1250ml,Case,695.04,2023-06-22
Essar Associates,Dew-500ml,Case,21.67,2023-06-22
Koonathil Traders,Processed cheese block-1kg,pkt,550.0,2023-06-30
Koonathil Traders,Potato Wedges-2.5kg,pkt,432.0,2023-06-30
Koonathil Traders,Oregano Sprinkler-500gm,pkt,304.5,2023-06-30
Koonathil Traders,Oregano Sachet 0.8gm-300s,pkt,220.0,2023-06-30
Koonathil Traders,Honey-1ltr,Btl,327.6,2023-06-30
Koonathil Traders,Orange Cheddar cheese-2kg,pkt,1195.04,2023-06-30
Essar Associates,Pepsi pet-250ml,Case,525.0,2023-06-29
Essar Associates,Pepsi pet-750ml,Case,825.11,2023-06-29
Essar Associates,7up can-250ml,Case,720.0,2023-06-29
Essar Associates,7up pet-250ml,Case,525.0,2023-06-29
Essar Associates,7up pet-750ml,Nos,34.38,2023-06-29
Essar Associates,Dew-250ml,Case,465.0,2023-06-29
Essar Associates,Dew-750ml,Nos,34.38,2023-06-29
Essar Associates,Slice Mango-200ml,Case,530.1,2023-06-29
Essar Associates,Slice Mango-600ml,Nos,34.38,2023-06-29
Essar Associates,Aqua Fina-1ltr,Case,167.99,2023-06-29
Loocos Pizza CPY,DVC Green Apple 750 ML,Ltr,651.36,2023-06-30
Loocos Pizza CPY,Lion Honey 1kg,Kg,483.0,2023-06-30
Loocos Pizza CPY,Salt Powder,Kg,10.0,2023-06-30
Loocos Pizza CPY,JIVO Pomace Olive Oil ,Nos,335.01,2023-06-30
Loocos Pizza CPY,Puramate Pasta-Gomiti Rigate 500g,Nos,68.0,2023-06-30
Loocos Pizza CPY,Neo-Black Sliced Olives-3kg,Nos,626.08,2023-06-30
Loocos Pizza CPY,Micro 13x16,Pkt,140.0,2023-06-30
Loocos Pizza CPY,Micro 16x20,Pkt,140.0,2023-06-30
Loocos Pizza CPY,Micro 20x26,Pkt,140.0,2023-06-30
Loocos Pizza CPY,Micro 27x30,Pkt,180.0,2023-06-30
Loocos Pizza CPY,Veeba Barbequesauce 1KG,Nos,166.0,2023-06-30
Loocos Pizza CPY,plastic cover 5kg,Kg,160.0,2023-06-30
Loocos Pizza CPY,Hersheys Syrup-200grm,Pkt,94.0,2023-06-30
Loocos Pizza CPY,Vermicelli Mix,Pkt,60.0,2023-06-30
Loocos Pizza CPY,horlicks,Pkt,5.0,2023-06-30
Loocos Pizza CPY,Milk Maid 400ml,Tin,123.0,2023-06-30
Loocos Pizza CPY,Micro 10x13,Pkt,140.0,2023-06-30
Loocos Pizza CPY,Wooden Fork-160mm,Nos,1.05,2023-07-31
Loocos Pizza CPY,Black Grapes,Kg,450.0,2023-07-31
Loocos Pizza CPY,Black pepper,Kg,540.0,2023-07-31
Loocos Pizza CPY,Bornless Chicken- pattambi,Kg,244.0,2023-07-31
Loocos Pizza CPY,Cashew nut,Kg,750.0,2023-07-31
Loocos Pizza CPY,Dried Yeast,Grams,0.34,2023-07-31
Loocos Pizza CPY,egg,Nos,6.0,2023-07-31
Loocos Pizza CPY,Exo Dishwash cake,Nos,4.8,2023-07-31
Loocos Pizza CPY,French Fries 9mm-Funwave,Kg,145.6,2023-07-31
Loocos Pizza CPY,Ice cube,Pkt,30.0,2023-07-31
Loocos Pizza CPY,Maida(Porotta 50kg),Kg,41.0,2023-07-31
Loocos Pizza CPY,Micro 13x16,Nos,3.5,2023-07-31
Loocos Pizza CPY,Micro 16x20,Nos,3.5,2023-07-31
Loocos Pizza CPY,Micro 20x26,Nos,4.67,2023-07-31
Loocos Pizza CPY,Micro 27x30,Nos,7.5,2023-07-31
Loocos Pizza CPY,milk-Milma-525ml,Pkt,28.0,2023-07-31
Loocos Pizza CPY,Rice-Nawab-26kg,Kg,37.0,2023-07-31
Loocos Pizza CPY,Palm Oil - Refined Oil,Nos,98.0,2023-07-31
Loocos Pizza CPY,Paper Straw,Nos,0.35,2023-07-31
Loocos Pizza CPY,Jumbo Cover-Blue,Nos,90.0,2023-07-31
Loocos Pizza CPY,Puramate Pasta-Gomiti Rigate 500g,Grams,0.14,2023-07-31
Loocos Pizza CPY,Salt Powder,Pkt,10.0,2023-07-31
Loocos Pizza CPY,Strawberry sause 750,Grams,0.21,2023-07-31
Loocos Pizza CPY,HABIT JALAPENO SLICES 2.9 KG,Nos,295.68,2023-07-31
Loocos Pizza CPY,Tissue-Energy-Big,Pkt,18.0,2023-07-31
Loocos Pizza CPY,Veeba Eggless Mayonise Chef 1KG,Nos,140.0,2023-07-31
Loocos Pizza CPY,Veeba Pasta & Pizza Sauce 1KG,Nos,190.0,2023-07-31
Loocos Pizza CPY,Vineger,Ltr,42.0,2023-07-31
Loocos Pizza CPY,salami,Pkt,279.0,2023-07-31
Loocos Pizza CPY,plastic Cover-1kg,Kg,160.0,2023-07-31
Loocos Pizza CPY,plastic cover-HM- 5kg,Kg,170.0,2023-07-31
Loocos Pizza CPY,MilkyMist-Mozzarella Cheese-shredded-2kg,Kg,495.6,2023-07-31
Loocos Pizza CPY,badam,Kg,800.0,2023-07-31
Loocos Pizza CPY,Bio-Bag-10x14-140,Kg,230.0,2023-07-31
Loocos Pizza CPY,Bio-Bag-13x16-90,Kg,230.0,2023-07-31
Loocos Pizza CPY,Micro 10x13,Kg,140.0,2023-07-31
Loocos Pizza CPY,Milk Maid 400ml,Ltr,307.5,2023-07-31
Loocos Pizza CPY,Dew 500ml Pet,Nos,25.0,2023-07-31
Loocos Pizza CPY,Schezwan Mix,Pkt,350.0,2023-07-31
Loocos Pizza CPY,Black Grapes,Kg,450.0,2023-07-31
Loocos Pizza CPY,Black pepper,Kg,540.0,2023-07-31
Loocos Pizza CPY,Bornless Chicken- pattambi,Kg,244.0,2023-07-31
Loocos Pizza CPY,Cashew nut,Kg,750.0,2023-07-31
Loocos Pizza CPY,Cherry,Kg,300.0,2023-07-31
Local Purchase,MBS Traders-tissue Big size,pkt,5.0,2023-07-01
Local Purchase,MBS Traders-tooth pick,pkt,1.0,2023-07-01
Local Purchase,MBS Traders-agarbatti,pkt,1.0,2023-07-01
Local Purchase,HPCL-GAS,Nos,1.0,2023-07-02
Local Purchase,Local Purchase-Milk 450ml,pkt,1.0,2023-07-02
Local Purchase,Srinivasan-Vanilla Ice Cream,pkt,1.0,2023-07-03
Local Purchase,Srinivasan-Butter Scotch Ice Cream,pkt,1.0,2023-07-03
Local Purchase,mbS Traders-exo dishwash cake,Nos,10.0,2023-07-04
Local Purchase,mbS Traders-agarbatti,pkt,1.0,2023-07-04
Local Purchase,Royal HyperMarket-Hersheys Cocoa powder,pkt,1.0,2023-07-04
Local Purchase,five Star Traders-whole chilli,kg,0.1,2023-07-04
Local Purchase,five Star Traders-soap powder,kg,0.5,2023-07-04
Local Purchase,five Star Traders-Chilly Powder,kg,0.25,2023-07-04
Local Purchase,Local Purchase-Poly Dust,pkt,1.0,2023-07-05
Local Purchase,Local Purchase-Scrubber,Nos,1.0,2023-07-05
Local Purchase,Local Purchase-milk Milma Toned,pkt,4.0,2023-07-05
Local Purchase,Local Purchase-egg,Nos,10.0,2023-07-06
Local Purchase,berry Fresh-Chikku Pulp,Nos,2.0,2023-07-06
Local Purchase,berry Fresh-Tender Coconut Pulp,Nos,2.0,2023-07-06
Local Purchase,Centreal Bazar-Parsley Herbs,btl,1.0,2023-07-06
Local Purchase,mbS Traders-Cherry,kg,0.1,2023-07-08
Local Purchase,mbS Traders-egg,Nos,10.0,2023-07-08
Local Purchase,Local Purchase-Milk 450ml,pkt,4.0,2023-07-09
Local Purchase,Local Purchase-egg,Nos,4.0,2023-07-09
Local Purchase,five Star Traders-soap powder,pkt,1.0,2023-07-10
Local Purchase,Phoenix Ice Cubes-ice cubes,pkt,2.0,2023-07-11
Local Purchase,Local Purchase-apple,kg,0.4,2023-07-11
Local Purchase,Local Purchase-lighter,Nos,1.0,2023-07-11
Local Purchase,Local Purchase-Garam Masala,pkt,1.0,2023-07-12
Local Purchase,Sherif Cherpulasery-whole chicken,kg,2.7,2023-07-12
Local Purchase,Local Purchase-Milk Milma,pkt,6.0,2023-07-12
Local Purchase,Local Purchase-egg,Nos,7.0,2023-07-12
Local Purchase,mbS Traders-Cling Film,Nos,1.0,2023-07-13
Local Purchase,mbS Traders-butter paper,Nos,30.0,2023-07-13
Local Purchase,five Star Traders-Soya chunk,kg,0.25,2023-07-14
Local Purchase,five Star Traders-Mustard oil,kg,0.5,2023-07-14
Local Purchase,five Star Traders-masoor dal red,kg,2.0,2023-07-14
Local Purchase,five Star Traders-salt powder,pkt,2.0,2023-07-14
Local Purchase,five Star Traders-tea loose,kg,0.25,2023-07-14
Local Purchase,five Star Traders-kadala,kg,0.5,2023-07-14
Local Purchase,five Star Traders-Coriander Powder,kg,0.25,2023-07-14
Local Purchase,five Star Traders-Turmeric powder,kg,0.25,2023-07-14
Local Purchase,babu palakkad-butter,kg,2.0,2023-07-15
Local Purchase,Local Purchase-Stick,Nos,20.0,2023-07-15
Local Purchase,Safa Books -Whitner,Nos,1.0,2023-07-15
Local Purchase,Safa Books -Pen,Nos,2.0,2023-07-15
Local Purchase,Mansoor Traders-Wooden Fork,pkt,2.0,2023-07-15
Local Purchase,Mansoor Traders-Wooden Spoon,pkt,2.0,2023-07-15
Local Purchase,Isha Fresh Vegitalbles-Eng Veg,Nos,1.0,2023-07-16
Local Purchase,Srinivasan-Vanilla Ice Cream,pkt,2.0,2023-07-16
Local Purchase,Local Purchase-Bio Bag,pkt,6.0,2023-07-16
Local Purchase,mbS Traders-Catering Cap,Nos,1.0,2023-07-17
Local Purchase,mbS Traders-Egg,Nos,10.0,2023-07-17
Local Purchase,mbS Traders-Micro 20x26,pkt,1.0,2023-07-18
Local Purchase,PTM stores-nawab rice,bag,1.0,2023-07-18
Local Purchase,PTM stores-whole chilli,kg,0.1,2023-07-18
Local Purchase,Local Purchase-Curd Milma,pkt,1.0,2023-07-18
Local Purchase,Essar Associates-Soft Drink Bill,Nos,1.0,2023-07-20
Local Purchase,Local Purchase-plastic scrubber,Nos,2.0,2023-07-20
Local Purchase,five Star Traders-cashew nut,kg,0.1,2023-07-20
Local Purchase,five Star Traders-plastic cover 1kg,pkt,1.0,2023-07-20
Local Purchase,Sherif Cherpulasery-Whole chicken,kg,4.9,2023-07-20
Local Purchase,Local Purchase-Price sticker,pkt,2.0,2023-07-21
Local Purchase,five Star Traders-black papper,kg,0.25,2023-07-22
Local Purchase,five Star Traders-sugar,kg,3.0,2023-07-22
Local Purchase,five Star Traders-Cherry,kg,0.1,2023-07-22
Local Purchase,five Star Traders-exo dishwash cake,Nos,10.0,2023-07-22
Local Purchase,mbS Traders-micro 13x16,pkt,1.0,2023-07-22
Local Purchase,mbS Traders-paper glass,pkt,2.0,2023-07-22
Local Purchase,mbS Traders-paper straw small,pkt,1.0,2023-07-22
Local Purchase,Faizal Pattambi-Bornless Chicken,Nos,1.0,2023-07-23
Local Purchase,Local Purchase-soap powder,pkt,1.0,2023-07-23
Local Purchase,Local Purchase-Milk Milma,pkt,4.0,2023-07-23
Local Purchase,mbS Traders-jumbo cover,pkt,1.0,2023-07-24
Local Purchase,Local Purchase-milk Milma,pkt,4.0,2023-07-24
Local Purchase,five Star Traders-jeerakam,kg,0.1,2023-07-24
Local Purchase,five Star Traders-Chicken Masala,pkt,1.0,2023-07-24
Local Purchase,five Star Traders-Soya chunk,kg,0.5,2023-07-24
Local Purchase,five Star Traders-atta,kg,3.0,2023-07-24
Local Purchase,five Star Traders-Tandoori Chicken Masala,pkt,1.0,2023-07-24
Local Purchase,babu palakkad-paneer,kg,2.0,2023-07-25
Local Purchase,babu palakkad-butter,kg,1.0,2023-07-25
Local Purchase,Local Purchase-stick,Nos,10.0,2023-07-25
Local Purchase,Local Purchase-milk Milma,pkt,2.0,2023-07-25
Local Purchase,HPCL-GAS,cylinder,1.0,2023-07-26
Local Purchase,Local Purchase-agarbatti,pkt,1.0,2023-07-26
Local Purchase,Local Purchase-micro,pkt,1.0,2023-07-26
Local Purchase,Local Purchase-milk Milma,pkt,6.0,2023-07-26
Local Purchase,Local Purchase-milk Milma Toned,pkt,6.0,2023-07-27
Local Purchase,Local Purchase-egg,Nos,5.0,2023-07-27
Local Purchase,HPCL-gas,cylinder,1.0,2023-07-28
Local Purchase,five Star Traders-atta,kg,5.0,2023-07-28
Local Purchase,Local Purchase-milk milma,pkt,2.0,2023-07-28
Local Purchase,Local Purchase-egg,Nos,6.0,2023-07-28
Local Purchase,HPCL-Gas,Nos,1.0,2023-07-29
Local Purchase,Sherif Cherpulasery-Whole chicken,kg,2.7,2023-07-29
Local Purchase,five Star Traders-palm oil,pkt,10.0,2023-07-29
Local Purchase,five Star Traders-badam,kg,0.1,2023-07-29
Local Purchase,five Star Traders-masoor dal red,kg,1.0,2023-07-29
Local Purchase,Local Purchase-Milk milma,pkt,4.0,2023-07-29
Local Purchase,Local Purchase-Egg,Nos,7.0,2023-07-29
Local Purchase,Phoenix Ice Cubes-ice cubes,pkt,1.0,2023-07-29
Local Purchase,mbS Traders-paper plate,pkt,1.0,2023-07-29
Local Purchase,mbS Traders-micro 16x20,pkt,1.0,2023-07-29
Local Purchase,mbS Traders-paper glass,pkt,1.0,2023-07-29
Local Purchase,mbS Traders-tissue Big size,pkt,2.0,2023-07-29
Local Purchase,Srinivasan-Strawberry Ice cream,pkt,1.0,2023-07-30
Local Purchase,Srinivasan-Chocolate Ice Cream ,pkt,1.0,2023-07-30
Local Purchase,Salva Food Agencies-Pasta Pizza Sauce,pkt,12.0,2023-07-30
Local Purchase,Local Purchase-lemon,kg,0.25,2023-07-30
Local Purchase,Local Purchase-milk milma,pkt,4.0,2023-07-30
Local Purchase,Local Purchase-egg,Nos,8.0,2023-07-30
Local Purchase,Transportation-vegitables,Nos,1.0,2023-07-31
Local Purchase,KTP Vegitables-vegitables,Nos,1.0,2023-07-31
Local Purchase,Local Purchase-milk milma,pkt,6.0,2023-07-31
Local Purchase,Local Purchase-Curd Milma,pkt,2.0,2023-07-31
Local Purchase,mbS Traders-tissue Big size,pkt,5.0,2023-07-31
Local Purchase,mbS Traders-Egg,Nos,8.0,2023-07-31
Local Purchase,mbS Traders-soap powder,pkt,1.0,2023-07-31
Narayana Traders,Elite-Maida-50Kg,Bag,2030.0,2023-07-05
Essar Associates,Pepsi-Mirinda-750Ml,Nos,294.69,2023-07-06
Essar Associates,Pepsi-Slice Mango-250Ml,Case,15.78,2023-07-06
Taha Enterprises,Veeba-Eggless Mayonise -1Kg,pkt,125.0,2023-07-10
Taha Enterprises,Prime-Instant Dried Yeast-500Gm,Pkt,151.78,2023-07-10
Taha Enterprises,Veeba-Pasta & Pizza Sauce-1Kg,pkt,163.86,2023-07-10
Taha Enterprises,Veeba-Schezwansauce-1Kg,Pkt,161.88,2023-07-10
Taha Enterprises,Veeba-Thousand Island-1Kg,pkt,166.25,2023-07-10
Taha Enterprises,Veeba-Tandoori Spread-1Kg,pkt,192.49,2023-07-10
Taha Enterprises,Meatza-Godrej Chicken Nuggets -1Kg,pkt,285.71,2023-07-10
Lakshyam Foods,Looco'S-Bbq Mix-1Kg,kg,465.0,2023-07-11
Lakshyam Foods,Looco'S-Gbc Box-50Nos,Nos,8.25,2023-07-11
Lakshyam Foods,Looco'S-Large Box-50Nos,Nos,14.85,2023-07-11
Lakshyam Foods,Looco'S-Medium Box-50Nos,Nos,11.5,2023-07-11
Lakshyam Foods,Looco'S-Moktails Glass-50Nos,Nos,8.96,2023-07-11
Lakshyam Foods,Looco'S-Regular Box-50Nos,Nos,9.0,2023-07-11
