Date,UPI-Statement,UPI-Cashbook,UPI - Match?,CARD-Statement,CARD-Cashbook,Card - Match?
2024-11-20,9390.0,9390.0,,839.0,839.0,
2024-11-19,5399.0,5399.0,,839.0,839.0,
2024-11-18,10365.0,10365.0,,0.0,0.0,
2024-11-17,8498.0,8498.0,,394.0,394.0,
2024-11-16,12071.0,12071.0,,0.0,0.0,
2024-11-15,12077.0,12077.0,,0.0,0.0,
2024-11-14,10977.0,10977.0,,1343.0,1343.0,
2024-11-13,34310.0,34310.0,,3842.0,3842.0,
2024-11-12,5760.0,5760.0,,0.0,0.0,
2024-11-11,9838.0,9838.0,,425.0,425.0,
2024-11-10,11240.0,11240.0,,0.0,0.0,
2024-11-09,13060.0,13060.0,,341.0,341.0,
2024-11-08,7698.0,7698.0,,0.0,0.0,
2024-11-07,9059.0,9059.0,,0.0,0.0,
2024-11-06,6619.0,6619.0,,572.0,572.0,
2024-11-05,11436.0,11436.0,,887.0,887.0,
2024-11-04,7787.0,7787.0,,1376.0,1376.0,
2024-11-03,11886.0,11886.0,,2691.0,2691.0,
2024-11-02,9975.0,9975.0,,2472.0,2472.0,
2024-11-01,11683.0,11683.0,,0.0,0.0,
2024-10-31,14138.0,14138.0,,1168.0,1168.0,
2024-10-30,3509.0,3509.0,,293.0,293.0,
2024-10-29,4807.0,4807.0,,0.0,0.0,
2024-10-28,6461.0,6461.0,,188.0,188.0,
2024-10-27,9624.0,9499.0,Cashbook has lesser value by 125.0,1961.0,1961.0,
2024-10-26,10292.0,10292.0,,1902.0,1902.0,
2024-10-25,5638.0,5638.0,,932.0,932.0,
2024-10-24,7280.0,7280.0,,382.0,382.0,
2024-10-23,5348.0,5348.0,,0.0,0.0,
2024-10-22,9094.0,9094.0,,0.0,0.0,
2024-10-21,7107.0,7107.0,,729.0,729.0,
2024-10-20,12159.0,12159.0,,2059.0,2059.0,
2024-10-19,11258.0,11258.0,,448.0,448.0,
2024-10-18,6485.0,6485.0,,357.0,357.0,
2024-10-17,9163.0,9163.0,,400.0,400.0,
2024-10-16,3342.0,3342.0,,0.0,0.0,
2024-10-15,6816.0,6816.0,,897.0,897.0,
2024-10-14,9361.0,9361.0,,450.0,450.0,
2024-10-13,11782.0,11782.0,,0.0,0.0,
2024-10-12,16019.0,16019.0,,1207.0,1207.0,
2024-10-11,18237.0,18237.0,,478.0,478.0,
2024-10-10,7405.0,7405.0,,0.0,0.0,
2024-10-09,8172.0,8172.0,,0.0,0.0,
2024-10-08,13405.0,13405.0,,0.0,0.0,
2024-10-07,2545.0,2545.0,,0.0,0.0,
2024-10-06,11908.0,11908.0,,2392.0,2392.0,
2024-10-05,12269.0,12269.0,,0.0,0.0,
2024-10-04,8904.0,8904.0,,792.0,792.0,
2024-10-03,7060.0,7060.0,,1479.0,1479.0,
2024-10-02,8866.0,8866.0,,524.0,524.0,
2024-10-01,8795.0,8795.0,,0.0,0.0,
2024-09-30,4167.0,4167.0,,0.0,0.0,
2024-09-29,9894.0,9894.0,,0.0,0.0,
2024-09-28,8086.0,8086.0,,0.0,0.0,
2024-09-27,8421.0,8421.0,,0.0,0.0,
2024-09-26,6844.0,6844.0,,0.0,0.0,
2024-09-25,7906.0,7906.0,,0.0,0.0,
2024-09-24,7898.0,7898.0,,0.0,0.0,
2024-09-23,3424.0,3424.0,,1285.0,1285.0,
2024-09-22,3817.0,3817.0,,3246.0,3246.0,
2024-09-21,8135.0,8135.0,,696.0,696.0,
2024-09-20,12554.0,12554.0,,525.0,525.0,
2024-09-19,8214.0,8214.0,,0.0,0.0,
2024-09-18,12673.0,12673.0,,3194.0,4129.0,Cashbook has greater value by 935.0
2024-09-17,8739.0,8739.0,,318.0,318.0,
2024-09-16,11919.0,11919.0,,3026.0,3026.0,
2024-09-15,14606.0,14606.0,,817.0,817.0,
2024-09-14,8355.0,8355.0,,1095.0,1095.0,
2024-09-13,13686.0,13686.0,,0.0,0.0,
2024-09-12,9078.0,9078.0,,0.0,0.0,
2024-09-11,7336.0,7336.0,,0.0,0.0,
2024-09-10,5234.0,5234.0,,0.0,0.0,
2024-09-09,4095.0,4095.0,,0.0,0.0,
2024-09-08,10637.0,10637.0,,371.0,371.0,
2024-09-07,6278.0,6278.0,,848.0,848.0,
2024-09-06,5573.0,5573.0,,0.0,0.0,
2024-09-05,6199.0,6199.0,,0.0,0.0,
2024-09-04,10370.0,10370.0,,0.0,0.0,
2024-09-03,7264.0,7264.0,,293.0,293.0,
2024-09-02,5314.0,5314.0,,615.0,615.0,
2024-09-01,7704.0,7704.0,,478.0,478.0,
2024-08-31,13451.0,13451.0,,788.0,788.0,
2024-08-30,4366.0,4366.0,,0.0,0.0,
2024-08-29,5393.0,5393.0,,0.0,0.0,
2024-08-28,10892.0,10892.0,,0.0,0.0,
2024-08-27,4470.0,4470.0,,0.0,0.0,
2024-08-26,10428.0,10428.0,,0.0,0.0,
2024-08-25,8862.0,8862.0,,1314.0,1314.0,
2024-08-24,6982.0,6982.0,,356.0,356.0,
2024-08-23,7587.0,7587.0,,1412.0,1412.0,
2024-08-22,5389.0,5389.0,,0.0,0.0,
2024-08-21,6042.0,6042.0,,0.0,0.0,
2024-08-20,5614.0,5614.0,,0.0,0.0,
2024-08-19,4657.0,4657.0,,0.0,0.0,
2024-08-18,8498.0,8498.0,,1376.0,1376.0,
2024-08-17,10527.0,10527.0,,0.0,0.0,
2024-08-16,9679.0,9679.0,,0.0,0.0,
2024-08-15,11025.0,11025.0,,1054.0,1054.0,
2024-08-14,6993.0,6993.0,,345.0,345.0,
2024-08-13,6560.0,6560.0,,0.0,0.0,
2024-08-12,6681.0,6681.0,,849.0,849.0,
2024-08-11,12879.0,12879.0,,1730.0,1730.0,
2024-08-10,14064.0,14064.0,,3140.0,3140.0,
2024-08-09,6962.0,6962.0,,1943.0,1943.0,
2024-08-08,5674.0,5674.0,,1106.0,1106.0,
2024-08-07,11205.0,11205.0,,1600.0,1600.0,
2024-08-06,4695.0,4695.0,,0.0,0.0,
2024-08-05,8691.0,8691.0,,543.0,543.0,
2024-08-04,10650.0,10650.0,,490.0,490.0,
2024-08-03,9704.0,9704.0,,1266.0,1266.0,
2024-08-02,12038.0,12038.0,,0.0,0.0,
2024-08-01,9846.0,9846.0,,607.0,607.0,
2024-07-31,6106.0,6106.0,,450.0,450.0,
2024-07-30,5088.0,5088.0,,0.0,0.0,
2024-07-29,7183.0,7183.0,,314.0,314.0,
2024-07-28,11818.0,11818.0,,4717.0,4717.0,
2024-07-27,10908.0,10908.0,,498.0,498.0,
2024-07-26,9590.0,9590.0,,408.0,408.0,
2024-07-25,8357.0,8357.0,,335.0,335.0,
2024-07-24,4294.0,4294.0,,1446.0,1446.0,
2024-07-23,8937.0,8937.0,,1510.0,1510.0,
2024-07-22,5975.0,5975.0,,1352.0,1352.0,
2024-07-21,10227.0,10227.0,,268.0,268.0,
2024-07-20,16804.0,16804.0,,1578.0,1578.0,
2024-07-19,7383.0,7383.0,,989.0,989.0,
2024-07-18,8877.0,8877.0,,247.0,247.0,
2024-07-17,8174.0,8174.0,,345.0,345.0,
2024-07-16,5246.0,5246.0,,1170.0,1170.0,
2024-07-15,9229.0,9229.0,,618.0,618.0,
2024-07-14,9304.0,9304.0,,624.0,624.0,
2024-07-13,13835.0,13835.0,,1912.0,1912.0,
2024-07-12,5138.0,5138.0,,0.0,0.0,
2024-07-11,7497.0,7497.0,,272.0,272.0,
2024-07-10,9042.0,9042.0,,283.0,283.0,
2024-07-09,8000.0,8000.0,,756.0,756.0,
2024-07-08,10953.0,10953.0,,3336.0,3336.0,
2024-07-07,3581.0,3581.0,,2580.0,2580.0,
2024-07-06,10361.0,10361.0,,2531.0,2531.0,
2024-07-05,4350.0,4350.0,,1129.0,1129.0,
2024-07-04,7342.0,7342.0,,0.0,0.0,
2024-07-03,10269.0,10269.0,,918.0,918.0,
2024-07-02,6686.0,6686.0,,2363.0,2363.0,
2024-07-01,7347.0,7347.0,,1135.0,1135.0,
2024-06-30,13760.0,13760.0,,0.0,0.0,
2024-06-29,10957.0,10957.0,,5877.0,5877.0,
2024-06-28,10930.0,10930.0,,594.0,594.0,
2024-06-27,6641.0,6641.0,,330.0,330.0,
2024-06-26,1534.0,1534.0,,0.0,0.0,
2024-06-25,11547.0,11547.0,,0.0,0.0,
2024-06-24,8517.0,8517.0,,366.0,366.0,
2024-06-23,10457.0,10457.0,,786.0,786.0,
2024-06-22,13625.0,13625.0,,0.0,0.0,
2024-06-21,6795.0,6795.0,,0.0,0.0,
2024-06-20,6079.0,6079.0,,0.0,0.0,
2024-06-19,6754.0,6754.0,,1196.0,1196.0,
2024-06-18,6953.0,6953.0,,2323.0,2323.0,
2024-06-17,12303.0,12303.0,,406.0,406.0,
2024-06-16,13566.0,13566.0,,0.0,0.0,
2024-06-15,12481.0,12481.0,,543.0,543.0,
2024-06-14,5897.0,5897.0,,3163.0,3163.0,
2024-06-13,7319.0,7319.0,,20.0,20.0,
2024-06-12,5184.0,5184.0,,529.0,529.0,
2024-06-11,4641.0,4641.0,,0.0,0.0,
2024-06-10,5766.0,5766.0,,949.0,949.0,
2024-06-09,6312.0,6312.0,,0.0,0.0,
2024-06-08,16256.0,16256.0,,1174.0,1174.0,
2024-06-07,9483.0,9483.0,,697.0,697.0,
2024-06-06,7210.0,7210.0,,1084.0,1084.0,
2024-06-05,5551.0,5551.0,,713.0,713.0,
2024-06-04,9934.0,9934.0,,2138.0,2138.0,
2024-06-03,5424.0,5424.0,,1001.0,1001.0,
2024-06-02,11485.0,11485.0,,1710.0,1710.0,
2024-06-01,10877.0,10877.0,,3140.0,3140.0,
2024-05-31,8525.0,8525.0,,1625.0,1625.0,
2024-05-30,6426.0,6426.0,,0.0,0.0,
2024-05-29,7900.0,7900.0,,1750.0,1750.0,
2024-05-28,5444.0,5444.0,,873.04,873.0,
2024-05-27,7229.0,7229.0,,1245.0,1245.0,
2024-05-26,9134.0,9134.0,,2686.0,2686.0,
2024-05-25,5195.0,5195.0,,0.0,0.0,
2024-05-24,9442.0,9442.0,,985.0,985.0,
2024-05-23,10048.0,10048.0,,576.0,576.0,
2024-05-22,11864.0,11864.0,,0.0,0.0,
2024-05-21,7327.0,7327.0,,330.0,330.0,
2024-05-20,8819.0,8819.0,,0.0,0.0,
2024-05-19,9735.0,9735.0,,272.0,272.0,
2024-05-18,11301.0,11301.0,,0.0,0.0,
2024-05-17,45922.0,10922.0,Cashbook has lesser value by 35000.0,2563.0,2563.0,
2024-05-16,11908.0,11908.0,,0.0,0.0,
2024-05-15,12156.0,12156.0,,0.0,0.0,
2024-05-14,6447.0,6447.0,,3105.0,3105.0,
2024-05-13,17144.0,17144.0,,272.0,272.0,
2024-05-12,10407.0,9821.0,Cashbook has lesser value by 586.0,1018.0,1604.0,Cashbook has greater value by 586.0
2024-05-11,11792.0,11792.0,,633.0,633.0,
2024-05-10,10850.0,10850.0,,0.0,0.0,
2024-05-09,6494.0,6494.0,,1173.0,1173.0,
2024-05-08,7622.0,7622.0,,3170.0,3170.0,
2024-05-07,8206.0,8206.0,,0.0,0.0,
2024-05-06,10467.0,10467.0,,0.0,0.0,
2024-05-05,4336.0,4336.0,,331.0,331.0,
2024-05-04,4161.0,4161.0,,352.0,352.0,
2024-05-03,7128.0,7128.0,,320.0,320.0,
2024-05-02,7073.0,7073.0,,397.0,397.0,
2024-05-01,4862.0,4862.0,,390.0,390.0,
2024-04-30,9665.0,9665.0,,366.0,366.0,
2024-04-29,10661.0,10661.0,,514.0,514.0,
2024-04-28,6999.0,6999.0,,861.0,861.0,
2024-04-27,16266.0,16266.0,,1524.0,1524.0,
2024-04-26,6413.0,6413.0,,0.0,0.0,
2024-04-25,14080.0,14080.0,,0.0,0.0,
2024-04-24,9949.0,9949.0,,0.0,0.0,
2024-04-23,5941.0,5941.0,,3573.0,3573.0,
2024-04-22,5930.0,5930.0,,0.0,0.0,
2024-04-21,10795.0,10795.0,,3225.0,3225.0,
2024-04-20,6289.0,6289.0,,2049.0,2049.0,
2024-04-19,12891.0,12891.0,,440.0,440.0,
2024-04-18,6968.0,6968.0,,1220.0,1220.0,
2024-04-17,8771.0,8771.0,,0.0,0.0,
2024-04-16,8469.0,8469.0,,2216.0,2216.0,
2024-04-15,5285.0,5285.0,,2444.0,2444.0,
2024-04-14,14984.0,14984.0,,3977.0,3977.0,
2024-04-13,15075.0,15075.0,,5006.0,5006.0,
2024-04-12,9220.0,9220.0,,1003.0,1003.0,
2024-04-11,15694.0,15694.0,,0.0,0.0,
2024-04-10,16753.0,16753.0,,451.0,451.0,
2024-04-09,6470.0,6470.0,,3571.0,3571.0,
2024-04-08,8853.0,8853.0,,0.0,0.0,
2024-04-07,9840.0,9840.0,,0.0,0.0,
2024-04-06,7491.0,7491.0,,0.0,0.0,
2024-04-05,12164.0,12164.0,,839.0,839.0,
2024-04-04,4680.0,4680.0,,0.0,0.0,
2024-04-03,7553.0,7553.0,,1860.0,1860.0,
2024-04-02,7352.0,7352.0,,626.0,626.0,
2024-04-01,3266.0,3266.0,,1107.0,1107.0,
2024-03-31,11553.0,11553.0,,215.0,215.0,
2024-03-30,4643.0,4643.0,,0.0,0.0,
2024-03-29,5650.0,5650.0,,1056.0,1056.0,
2024-03-28,4923.0,4923.0,,0.0,0.0,
2024-03-27,3960.0,3960.0,,257.0,257.0,
2024-03-26,6193.0,6193.0,,441.0,441.0,
2024-03-25,3374.0,3374.0,,539.0,539.0,
2024-03-24,4521.0,4521.0,,0.0,0.0,
2024-03-23,13038.0,13038.0,,0.0,0.0,
2024-03-22,6357.0,6357.0,,743.0,743.0,
2024-03-21,6177.0,6177.0,,226.0,226.0,
2024-03-20,4489.0,4489.0,,0.0,0.0,
2024-03-19,5152.0,5152.0,,0.0,0.0,
2024-03-18,3883.0,3883.0,,0.0,0.0,
2024-03-17,8734.0,8734.0,,806.0,806.0,
2024-03-16,5572.0,5572.0,,676.0,676.0,
2024-03-15,6507.0,6507.0,,292.0,292.0,
2024-03-14,2728.0,2728.0,,0.0,0.0,
2024-03-13,4277.0,4277.0,,0.0,0.0,
2024-03-12,5200.0,5200.0,,446.0,446.0,
2024-03-11,3443.0,3443.0,,904.0,904.0,
2024-03-10,8736.0,8736.0,,0.0,0.0,
2024-03-09,8717.0,8717.0,,2327.0,2327.0,
2024-03-08,7243.0,7243.0,,746.0,746.0,
2024-03-07,8961.0,8961.0,,439.0,439.0,
2024-03-06,3588.0,3588.0,,565.0,565.0,
2024-03-05,5724.0,5724.0,,576.0,576.0,
2024-03-04,2912.0,2912.0,,0.0,0.0,
2024-03-03,12978.0,12978.0,,365.0,365.0,
2024-03-02,14412.0,14412.0,,1721.0,1721.0,
2024-03-01,9496.0,9496.0,,2224.0,2224.0,
2024-02-29,3963.0,3963.0,,0.0,0.0,
2024-02-28,10752.0,10752.0,,0.0,0.0,
2024-02-27,8525.0,8525.0,,446.0,446.0,
2024-02-26,3147.0,3147.0,,470.0,470.0,
2024-02-25,10174.0,10174.0,,1694.0,1694.0,
2024-02-24,8631.0,8631.0,,746.0,746.0,
2024-02-23,9126.0,9126.0,,0.0,0.0,
2024-02-22,7717.0,7717.0,,8338.0,8338.0,
2024-02-21,4081.0,4081.0,,0.0,0.0,
2024-02-20,4958.0,4958.0,,0.0,0.0,
2024-02-19,6874.0,6874.0,,974.0,974.0,
2024-02-18,6097.0,6097.0,,1041.0,1041.0,
2024-02-17,8090.0,8090.0,,1699.0,1699.0,
2024-02-16,3228.0,3228.0,,1107.0,1107.0,
2024-02-15,7249.0,7249.0,,0.0,0.0,
2024-02-14,9049.0,9049.0,,966.0,966.0,
2024-02-13,6338.0,6338.0,,1843.0,1843.0,
2024-02-12,1864.0,1864.0,,1384.0,1384.0,
2024-02-11,6882.0,6882.0,,0.0,0.0,
2024-02-10,8979.0,8979.0,,1336.0,1336.0,
2024-02-09,12113.0,12113.0,,0.0,0.0,
2024-02-08,4511.0,4511.0,,0.0,0.0,
2024-02-07,7417.0,7417.0,,386.0,386.0,
2024-02-06,4639.0,4639.0,,1617.0,1617.0,
2024-02-05,4724.0,4724.0,,382.0,382.0,
2024-02-04,10242.0,10242.0,,131.0,131.0,
2024-02-03,10441.0,10441.0,,1377.0,1377.0,
2024-02-02,8290.0,8290.0,,1226.0,1226.0,
2024-02-01,2121.0,2121.0,,0.0,0.0,
2024-01-31,3437.0,3437.0,,0.0,0.0,
2024-01-30,6060.0,6060.0,,2189.0,2189.0,
2024-01-29,4918.0,4918.0,,1705.0,1705.0,
2024-01-28,6394.0,6394.0,,660.0,660.0,
2024-01-27,10659.0,10659.0,,1480.0,1480.0,
2024-01-26,7817.0,7817.0,,471.0,471.0,
2024-01-25,3827.0,3827.0,,0.0,0.0,
2024-01-24,7167.0,7167.0,,0.0,0.0,
2024-01-23,3604.0,3604.0,,727.0,727.0,
2024-01-22,8622.0,8622.0,,0.0,0.0,
2024-01-21,8267.0,8267.0,,518.0,518.0,
2024-01-20,7572.0,7572.0,,0.0,0.0,
2024-01-19,5733.0,5733.0,,278.0,278.0,
2024-01-18,7142.0,7142.0,,486.0,486.0,
2024-01-17,7391.0,7391.0,,765.0,765.0,
2024-01-16,3040.0,3040.0,,1470.0,1470.0,
2024-01-15,10593.0,10593.0,,826.0,826.0,
2024-01-14,5763.0,5763.0,,446.0,446.0,
2024-01-13,5588.0,5588.0,,2089.0,2089.0,
2024-01-12,6036.0,6036.0,,1141.0,1141.0,
2024-01-11,5750.0,5750.0,,576.0,576.0,
2024-01-10,5175.0,5175.0,,1201.0,1201.0,
2024-01-09,5190.0,5190.0,,1317.0,1317.0,
2024-01-08,4802.0,4802.0,,0.0,0.0,
2024-01-07,10053.0,10053.0,,3164.0,3164.0,
2024-01-06,9513.0,9513.0,,0.0,0.0,
2024-01-05,7519.0,7519.0,,0.0,0.0,
2024-01-04,4935.0,4935.0,,366.0,366.0,
2024-01-03,6343.0,6343.0,,0.0,0.0,
2024-01-02,8868.0,8868.0,,0.0,0.0,
2024-01-01,6966.0,6966.0,,1456.0,1456.0,
0,0.0,0.0,,0.0,0.0,
0,0.0,0.0,,0.0,0.0,
0,0.0,0.0,,0.0,0.0,
