Date,Item,Opening_stock,Closing_stock,Actual,Expected,Difference
2025-02-27,cheese,17850.0,15500.0,2350.0,2203.0,147.0
2025-02-26,cheese,19000.0,17850.0,1150.0,1090.0,60.0
2025-02-25,cheese,20450.0,19000.0,1450.0,1485.0,-35.0
2025-02-24,cheese,21800.0,20450.0,1350.0,1320.0,30.0
2025-02-23,cheese,24100.0,21800.0,2300.0,2315.0,-15.0
2025-02-23,cheese,24100.0,21700.0,2400.0,2315.0,85.0
2025-02-23,cheese,24100.0,21800.0,2300.0,2315.0,-15.0
2025-02-22,cheese,27150.0,24100.0,3050.0,2930.0,120.0
2025-02-22,cheese,27150.0,24100.0,3050.0,2930.0,120.0
2025-02-21,cheese,29000.0,27150.0,1850.0,1803.0,47.0
2025-02-20,cheese,29600.0,29000.0,600.0,530.0,70.0
2025-02-19,cheese,31400.0,29600.0,1800.0,1755.0,45.0
2025-02-19,cheese,31400.0,29600.0,1800.0,1755.0,45.0
2025-02-19,cheese,31400.0,29600.0,1800.0,1755.0,45.0
2025-02-18,cheese,33000.0,31400.0,1600.0,1470.0,130.0
2025-02-18,cheese,33000.0,31400.0,1600.0,1470.0,130.0
2025-02-17,cheese,11100.0,9000.0,2100.0,1945.0,155.0
2025-02-16,cheese,13000.0,11100.0,1900.0,1820.0,80.0
2025-02-15,cheese,14500.0,13000.0,1500.0,1605.0,-105.0
2025-02-14,cheese,16370.000000000002,14500.0,1870.0,1760.0,110.0
2025-02-14,cheese,16370.000000000002,14500.0,1870.0,1760.0,110.0
2025-02-13,cheese,18250.0,16370.000000000002,1880.0,1820.0,60.0
2025-02-13,cheese,18250.0,16370.000000000002,1880.0,1820.0,60.0
2025-02-12,cheese,19100.0,18250.0,850.0,835.0,15.0
2025-02-12,cheese,19100.0,18250.0,850.0,835.0,15.0
2025-02-12,cheese,19100.0,18250.0,850.0,835.0,15.0
2025-02-11,cheese,20250.0,19100.0,1150.0,1263.0,-113.0
2025-02-10,cheese,22100.0,20250.0,1850.0,1810.0,40.0
2025-02-09,cheese,24150.0,22100.0,2050.0,1975.0,75.0
2025-02-08,cheese,28000.0,24150.0,3850.0,3530.0,320.0
2025-02-07,cheese,29800.0,28000.0,1800.0,1610.0,190.0
2025-02-07,cheese,29800.0,28000.0,1800.0,1610.0,190.0
2025-02-06,cheese,31900.0,29800.0,2100.0,1965.0,135.0
2025-02-05,cheese,34150.0,31900.0,2250.0,2020.0,230.0
2025-02-04,cheese,12000.0,10150.0,1850.0,1560.0,290.0
2025-02-04,cheese,12000.0,10150.0,1850.0,1560.0,290.0
2025-02-03,cheese,14200.0,12000.0,2200.0,1945.0,255.0
2025-02-02,cheese,16500.0,14200.0,2300.0,2040.0,260.0
2025-02-01,cheese,19500.0,16500.0,3000.0,2628.0,372.0
2025-01-31,cheese,20600.0,19500.0,1100.0,1095.0,5.0
2025-01-30,cheese,22400.0,22600.0,-200.0,1110.0,-1310.0
2025-01-30,cheese,22400.0,20600.0,1800.0,1110.0,690.0
2025-01-29,cheese,24000.0,22400.0,1600.0,853.0,747.0
2025-01-28,cheese,13700.0,12000.0,1700.0,1500.0,200.0
2025-01-27,cheese,15200.0,13700.0,1500.0,1645.0,-145.0
2025-01-26,cheese,18200.0,15200.0,3000.0,2890.0,110.0
2025-01-25,cheese,20900.0,18200.0,2700.0,2285.0,415.0
2025-01-24,cheese,22600.0,20900.0,1700.0,1820.0,-120.0
2025-01-23,cheese,24100.0,22600.0,1500.0,1355.0,145.0
2025-01-22,cheese,26600.0,24100.0,2500.0,2200.0,300.0
2025-01-21,cheese,29300.0,26600.0,2700.0,2535.0,165.0
2025-01-20,cheese,31000.0,29300.0,1700.0,1465.0,235.0
2025-01-19,cheese,33000.0,31000.0,2000.0,2045.0,-45.0
2025-01-18,cheese,35900.0,33000.0,2900.0,2990.0,-90.0
2025-01-17,cheese,39100.0,35900.0,3200.0,2395.0,805.0
2025-01-16,cheese,41500.0,39100.0,2400.0,1943.0,457.0
2025-01-15,cheese,42800.0,41500.0,1300.0,1155.0,145.0
2025-01-14,cheese,45100.0,42800.0,2300.0,2040.0,260.0
2025-01-13,cheese,10300.0,9100.0,1200.0,1020.0,180.0
2025-01-12,cheese,12700.0,10300.0,2400.0,2345.0,55.0
2025-01-11,cheese,15500.0,12700.0,2800.0,2920.0,-120.0
2025-01-10,cheese,16500.0,15500.0,1000.0,925.0,75.0
2025-01-09,cheese,17800.0,16500.0,1300.0,1040.0,260.0
2025-01-08,cheese,19600.0,17800.0,1800.0,1820.0,-20.0
2025-01-07,cheese,20800.0,19600.0,1200.0,1455.0,-255.0
2025-01-06,cheese,23100.0,20800.0,2300.0,2040.0,260.0
2025-01-05,cheese,26500.0,23100.0,3400.0,3535.0,-135.0
2025-01-04,cheese,30300.0,26500.0,3800.0,3890.0,-90.0
2025-01-03,cheese,33700.0,30300.0,3400.0,3070.0,330.0
2025-01-02,cheese,36000.0,33700.0,2300.0,1885.0,415.0
2025-01-01,cheese,39700.0,36000.0,3700.0,3685.0,15.0
