Date,Type,Item Type,Name,Order Quantity,Consumable Cheese per item,Total Consumable Cheese
2026-02-26,POS,item,7 Inch - Regular Pizza,5.0,,
2026-02-26,POS,item,9 Inch - Medium Pizza,4.0,,
2026-02-26,POS,item,French Fries,3.0,,
2026-02-26,Swiggy,item,7 Inch - Regular Pizza,3.0,,
2026-02-26,POS,item,Blue Mojito,2.0,,
2026-02-26,POS,item,Burger Combo @ 169,2.0,,
2026-02-26,POS,addon,7 Inch - Regular Pizza -Extra Cheese,1.0,,
2026-02-26,POS,item,12 Inch - Large Pizza,1.0,,
2026-02-26,POS,item,2 Medium Non-veg@759,1.0,,
2026-02-26,POS,item,2 Regular Non-veg@409,1.0,,
2026-02-26,POS,item,7up 250ml Pet,1.0,,
2026-02-26,POS,item,Brownie With Ice Cream,1.0,,
2026-02-26,POS,item,Burger Combo @ 179,1.0,,
2026-02-26,POS,item,Chicken Pasta,1.0,,
2026-02-26,POS,item,Coleslaw Salad,1.0,,
2026-02-26,POS,item,Fresh Lime Juice,1.0,,
2026-02-26,POS,item,Garlic Bread,1.0,,
2026-02-26,POS,item,Garlic Bread With Cheese,1.0,,
2026-02-26,POS,item,Loaded Fries,1.0,,
2026-02-26,POS,item,Mdew@40rs,1.0,,
2026-02-26,POS,item,Mineral Water,1.0,,
2026-02-26,POS,item,Nutty Vanilla,1.0,,
2026-02-26,POS,item,Pepsi 250ml Pet,1.0,,
2026-02-26,POS,item,Regular Chicken Burger,1.0,,
2026-02-26,POS,item,Soft Drink,1.0,,
2026-02-26,POS,item,Super Saver Meal Regular,1.0,,
2026-02-26,Swiggy,addon,7 Inch - Regular Pizza -Extra Cheese,1.0,,
2026-02-26,Swiggy,item,9 Inch - Medium Pizza,1.0,,
2026-02-26,Swiggy,item,Garlic Bread With Cheese,1.0,,
2026-02-26,Swiggy,item,Green Apple,1.0,,
2026-02-25,POS,item,9 Inch - Medium Pizza,6.0,,
2026-02-25,POS,item,7 Inch - Regular Pizza,5.0,,
2026-02-25,POS,item,Loaded Fries,3.0,,
2026-02-25,POS,item,Watermelon Juice,3.0,,
2026-02-25,Swiggy,item,7 Inch - Regular Pizza,3.0,,
2026-02-25,POS,item,2 Regular Non-veg@409,2.0,,
2026-02-25,POS,item,Regular Chicken Burger,2.0,,
2026-02-25,Swiggy,item,12 Inch - Large Pizza,2.0,,
2026-02-25,POS,item,7up@40rs,1.0,,
2026-02-25,POS,item,Burger Combo @ 179,1.0,,
2026-02-25,POS,item,Chicken Nuggets,1.0,,
2026-02-25,POS,item,French Fries,1.0,,
2026-02-25,POS,item,Green Apple,1.0,,
2026-02-25,POS,item,Mineral Water,1.0,,
2026-02-25,POS,item,Non Veg Meal For 4,1.0,,
2026-02-25,POS,item,Passion Fruit,1.0,,
2026-02-25,POS,item,Pepsi 250ml Pet,1.0,,
2026-02-25,POS,item,Soft Drink,1.0,,
2026-02-25,Swiggy,item,Roasted Chicken Salad,1.0,,
2026-02-25,Swiggy,item,Veg Pasta,1.0,,
2026-02-25,POS,item,9 Inch - Medium Pizza,6.0,,
2026-02-25,POS,item,7 Inch - Regular Pizza,5.0,,
2026-02-25,POS,item,Loaded Fries,3.0,,
2026-02-25,POS,item,Watermelon Juice,3.0,,
2026-02-25,Swiggy,item,7 Inch - Regular Pizza,3.0,,
2026-02-25,POS,item,2 Regular Non-veg@409,2.0,,
2026-02-25,POS,item,Regular Chicken Burger,2.0,,
2026-02-25,Swiggy,item,12 Inch - Large Pizza,2.0,,
2026-02-25,POS,item,7up@40rs,1.0,,
2026-02-25,POS,item,Burger Combo @ 179,1.0,,
2026-02-25,POS,item,Chicken Nuggets,1.0,,
2026-02-25,POS,item,French Fries,1.0,,
2026-02-25,POS,item,Green Apple,1.0,,
2026-02-25,POS,item,Mineral Water,1.0,,
2026-02-25,POS,item,Non Veg Meal For 4,1.0,,
2026-02-25,POS,item,Passion Fruit,1.0,,
2026-02-25,POS,item,Pepsi 250ml Pet,1.0,,
2026-02-25,POS,item,Soft Drink,1.0,,
2026-02-25,Swiggy,item,Roasted Chicken Salad,1.0,,
2026-02-25,Swiggy,item,Veg Pasta,1.0,,
2026-02-25,POS,item,9 Inch - Medium Pizza,6.0,,
2026-02-25,POS,item,7 Inch - Regular Pizza,5.0,,
2026-02-25,POS,item,Loaded Fries,3.0,,
2026-02-25,POS,item,Watermelon Juice,3.0,,
2026-02-25,Swiggy,item,7 Inch - Regular Pizza,3.0,,
2026-02-25,POS,item,2 Regular Non-veg@409,2.0,,
2026-02-25,POS,item,Regular Chicken Burger,2.0,,
2026-02-25,Swiggy,item,12 Inch - Large Pizza,2.0,,
2026-02-25,POS,item,7up@40rs,1.0,,
2026-02-25,POS,item,Burger Combo @ 179,1.0,,
2026-02-25,POS,item,Chicken Nuggets,1.0,,
2026-02-25,POS,item,French Fries,1.0,,
2026-02-25,POS,item,Green Apple,1.0,,
2026-02-25,POS,item,Mineral Water,1.0,,
2026-02-25,POS,item,Non Veg Meal For 4,1.0,,
2026-02-25,POS,item,Passion Fruit,1.0,,
2026-02-25,POS,item,Pepsi 250ml Pet,1.0,,
2026-02-25,POS,item,Soft Drink,1.0,,
2026-02-25,Swiggy,item,Roasted Chicken Salad,1.0,,
2026-02-25,Swiggy,item,Veg Pasta,1.0,,
2026-02-25,POS,item,9 Inch - Medium Pizza,6.0,,
2026-02-25,POS,item,7 Inch - Regular Pizza,5.0,,
2026-02-25,POS,item,Loaded Fries,3.0,,
2026-02-25,POS,item,Watermelon Juice,3.0,,
2026-02-25,Swiggy,item,7 Inch - Regular Pizza,3.0,,
2026-02-25,POS,item,2 Regular Non-veg@409,2.0,,
2026-02-25,POS,item,Regular Chicken Burger,2.0,,
2026-02-25,Swiggy,item,12 Inch - Large Pizza,2.0,,
2026-02-25,POS,item,7up@40rs,1.0,,
2026-02-25,POS,item,Burger Combo @ 179,1.0,,
2026-02-25,POS,item,Chicken Nuggets,1.0,,
2026-02-25,POS,item,French Fries,1.0,,
2026-02-25,POS,item,Green Apple,1.0,,
2026-02-25,POS,item,Mineral Water,1.0,,
2026-02-25,POS,item,Non Veg Meal For 4,1.0,,
2026-02-25,POS,item,Passion Fruit,1.0,,
2026-02-25,POS,item,Pepsi 250ml Pet,1.0,,
2026-02-25,POS,item,Soft Drink,1.0,,
2026-02-25,Swiggy,item,Roasted Chicken Salad,1.0,,
2026-02-25,Swiggy,item,Veg Pasta,1.0,,
2026-02-25,POS,item,9 Inch - Medium Pizza,6.0,,
2026-02-25,POS,item,7 Inch - Regular Pizza,5.0,,
2026-02-25,POS,item,Loaded Fries,3.0,,
2026-02-25,POS,item,Watermelon Juice,3.0,,
2026-02-25,Swiggy,item,7 Inch - Regular Pizza,3.0,,
2026-02-25,POS,item,2 Regular Non-veg@409,2.0,,
2026-02-25,POS,item,Regular Chicken Burger,2.0,,
2026-02-25,Swiggy,item,12 Inch - Large Pizza,2.0,,
2026-02-25,POS,item,7up@40rs,1.0,,
2026-02-25,POS,item,Burger Combo @ 179,1.0,,
2026-02-25,POS,item,Chicken Nuggets,1.0,,
2026-02-25,POS,item,French Fries,1.0,,
2026-02-25,POS,item,Green Apple,1.0,,
2026-02-25,POS,item,Mineral Water,1.0,,
2026-02-25,POS,item,Non Veg Meal For 4,1.0,,
2026-02-25,POS,item,Passion Fruit,1.0,,
2026-02-25,POS,item,Pepsi 250ml Pet,1.0,,
2026-02-25,POS,item,Soft Drink,1.0,,
2026-02-25,Swiggy,item,Roasted Chicken Salad,1.0,,
2026-02-25,Swiggy,item,Veg Pasta,1.0,,
2026-02-24,POS,item,7 Inch - Regular Pizza,9.0,,
2026-02-24,POS,item,Mineral Water,4.0,,
2026-02-24,POS,item,Veg Pasta,4.0,,
2026-02-24,POS,item,9 Inch - Medium Pizza,3.0,,
2026-02-24,POS,item,Burger Combo @ 169,3.0,,
2026-02-24,POS,item,Mint Lime Juice,3.0,,
2026-02-24,POS,item,7up 250ml Pet,2.0,,
2026-02-24,POS,item,French Fries,2.0,,
2026-02-24,POS,item,Fresh Lime Juice,2.0,,
2026-02-24,POS,item,Regular Chicken Burger,2.0,,
2026-02-24,POS,item,Soft Drink,2.0,,
2026-02-24,POS,item,Tender Coconut,2.0,,
2026-02-24,POS,addon,7 Inch - Regular Pizza -Extra Cheese,1.0,,
2026-02-24,POS,item,2 Regular Non-veg@409,1.0,,
2026-02-24,POS,item,Cheese N Macaroni Salad,1.0,,
2026-02-24,POS,item,Chicken Pasta,1.0,,
2026-02-24,POS,item,Combo Delight Non-veg,1.0,,
2026-02-24,POS,item,Garlic Bread With Cheese,1.0,,
2026-02-24,POS,item,Grapes Juice,1.0,,
2026-02-24,POS,item,Greek Salad,1.0,,
2026-02-24,POS,item,Loaded Fries,1.0,,
2026-02-24,POS,item,Passion Fruit,1.0,,
2026-02-24,POS,item,Pineapple Juice,1.0,,
2026-02-24,POS,item,Pizza Upgrade,1.0,,
2026-02-24,POS,item,Soda,1.0,,
2026-02-24,POS,item,Super Saver Meal Regular,1.0,,
2026-02-24,POS,item,Veg Burger,1.0,,
2026-02-23,POS,item,9 Inch - Medium Pizza,6.0,,
2026-02-23,POS,item,Burger Combo @ 179,5.0,,
2026-02-23,POS,item,7 Inch - Regular Pizza,4.0,,
2026-02-23,POS,item,Garlic Bread,3.0,,
2026-02-23,POS,item,Super Saver Meal Regular,2.0,,
2026-02-23,POS,addon,7 Inch - Regular Pizza -Extra Cheese,1.0,,
2026-02-23,POS,item,2 Regular Veg@349,1.0,,
2026-02-23,POS,item,7up@40rs,1.0,,
2026-02-23,POS,item,Brownie,1.0,,
2026-02-23,POS,item,Chicken Pasta,1.0,,
2026-02-23,POS,item,Combo Delight Non-veg,1.0,,
2026-02-23,POS,item,Combo Delight Veg,1.0,,
2026-02-23,POS,item,French Fries,1.0,,
2026-02-23,POS,item,Fresh Garden Mint,1.0,,
2026-02-23,POS,item,Fresh Lime Juice,1.0,,
2026-02-23,POS,item,Garlic Bread Supreme[non-veg],1.0,,
2026-02-23,POS,item,Grapes Juice,1.0,,
2026-02-23,POS,item,Mineral Water,1.0,,
2026-02-23,POS,item,Soda,1.0,,
2026-02-23,Swiggy,item,12 Inch - Large Pizza,1.0,,
2026-02-23,Swiggy,item,7 Inch - Regular Pizza,1.0,,
2026-02-23,Swiggy,item,9 Inch - Medium Pizza,1.0,,
2026-02-22,POS,item,2 Medium Non-veg@759,1.0,150.0,150.0
2026-02-22,POS,item,12 Inch - Large Pizza,4.0,120.0,480.0
2026-02-22,POS,item,2 Regular Non-veg@409,4.0,80.0,320.0
2026-02-22,POS,item,9 Inch - Medium Pizza,5.0,75.0,375.0
2026-02-22,POS,item,7 Inch - Regular Pizza,13.0,40.0,520.0
2026-02-22,Swiggy,item,7 Inch - Regular Pizza,4.0,40.0,160.0
2026-02-22,Swiggy,item,Garlic Bread Supreme [Veg],1.0,40.0,40.0
2026-02-22,Swiggy,item,Garlic Bread With Cheese,1.0,40.0,40.0
2026-02-22,POS,item,Non Veg Meal For 1,1.0,40.0,40.0
2026-02-22,POS,addon,9 Inch - Medium Pizza -Extra Cheese,1.0,38.0,38.0
2026-02-22,POS,addon,7 Inch - Regular Pizza -Extra Cheese,1.0,20.0,20.0
2026-02-22,POS,addon,2 Regular Non-veg@409-Extra Cheese,2.0,0.0,0.0
2026-02-22,POS,item,7up 250ml Pet,1.0,0.0,0.0
2026-02-22,POS,item,Blue Mojito,1.0,0.0,0.0
2026-02-22,POS,item,Brownie,2.0,0.0,0.0
2026-02-22,POS,item,Brownie With Ice Cream,1.0,0.0,0.0
2026-02-22,POS,item,Burger Combo @ 169,1.0,0.0,0.0
2026-02-22,POS,item,Chicken Nuggets,2.0,0.0,0.0
2026-02-22,POS,item,Chicken Pasta,1.0,0.0,0.0
2026-02-22,POS,item,Chicken Popcorn,1.0,0.0,0.0
2026-02-22,POS,item,Chocolate Shake,3.0,0.0,0.0
2026-02-22,POS,item,Coleslaw Salad,1.0,0.0,0.0
2026-02-22,POS,item,French Fries,4.0,0.0,0.0
2026-02-22,POS,item,Fresh Lime Juice,4.0,0.0,0.0
2026-02-22,POS,item,Greek Chicken Salad[non-veg],1.0,0.0,0.0
2026-02-22,POS,item,Loaded Fries,1.0,0.0,0.0
2026-02-22,POS,item,Mineral Water,1.0,0.0,0.0
2026-02-22,POS,item,Mint Lime Juice,2.0,0.0,0.0
2026-02-22,POS,item,Mixed Chicken Salad,1.0,0.0,0.0
2026-02-22,POS,item,Passion Fruit,1.0,0.0,0.0
2026-02-22,POS,item,Pepsi@50rs,2.0,0.0,0.0
2026-02-22,POS,item,Peri Peri Dip,1.0,0.0,0.0
2026-02-22,POS,item,Pineapple Juice,2.0,0.0,0.0
2026-02-22,POS,item,Pizza Upgrade,1.0,0.0,0.0
2026-02-22,POS,item,Potato Wedges,1.0,0.0,0.0
2026-02-22,Swiggy,item,Potato Wedges,1.0,0.0,0.0
2026-02-22,POS,item,Regular Chicken Burger,1.0,0.0,0.0
2026-02-22,POS,item,Sizzling Brownie,1.0,0.0,0.0
2026-02-22,POS,item,Soft Drink,3.0,0.0,0.0
2026-02-22,POS,item,Veg Burger,1.0,0.0,0.0
2026-02-22,POS,item,Veg Pasta,1.0,0.0,0.0
2026-02-22,Swiggy,item,Veg Pasta,1.0,0.0,0.0
2026-02-22,POS,item,Water Melon,2.0,0.0,0.0
2026-02-22,POS,item,Watermelon Juice,3.0,0.0,0.0
2026-02-22,POS,item,2 Medium Non-veg@759,1.0,150.0,150.0
2026-02-22,POS,item,12 Inch - Large Pizza,4.0,120.0,480.0
2026-02-22,POS,item,2 Regular Non-veg@409,4.0,80.0,320.0
2026-02-22,POS,item,9 Inch - Medium Pizza,5.0,75.0,375.0
2026-02-22,POS,item,7 Inch - Regular Pizza,13.0,40.0,520.0
2026-02-22,Swiggy,item,7 Inch - Regular Pizza,4.0,40.0,160.0
2026-02-22,Swiggy,item,Garlic Bread Supreme [Veg],1.0,40.0,40.0
2026-02-22,Swiggy,item,Garlic Bread With Cheese,1.0,40.0,40.0
2026-02-22,POS,item,Non Veg Meal For 1,1.0,40.0,40.0
2026-02-22,POS,addon,9 Inch - Medium Pizza -Extra Cheese,1.0,38.0,38.0
2026-02-22,POS,addon,7 Inch - Regular Pizza -Extra Cheese,1.0,20.0,20.0
2026-02-22,POS,addon,2 Regular Non-veg@409-Extra Cheese,2.0,0.0,0.0
2026-02-22,POS,item,7up 250ml Pet,1.0,0.0,0.0
2026-02-22,POS,item,Blue Mojito,1.0,0.0,0.0
2026-02-22,POS,item,Brownie,2.0,0.0,0.0
2026-02-22,POS,item,Brownie With Ice Cream,1.0,0.0,0.0
2026-02-22,POS,item,Burger Combo @ 169,1.0,0.0,0.0
2026-02-22,POS,item,Chicken Nuggets,2.0,0.0,0.0
2026-02-22,POS,item,Chicken Pasta,1.0,0.0,0.0
2026-02-22,POS,item,Chicken Popcorn,1.0,0.0,0.0
2026-02-22,POS,item,Chocolate Shake,3.0,0.0,0.0
2026-02-22,POS,item,Coleslaw Salad,1.0,0.0,0.0
2026-02-22,POS,item,French Fries,4.0,0.0,0.0
2026-02-22,POS,item,Fresh Lime Juice,4.0,0.0,0.0
2026-02-22,POS,item,Greek Chicken Salad[non-veg],1.0,0.0,0.0
2026-02-22,POS,item,Loaded Fries,1.0,0.0,0.0
2026-02-22,POS,item,Mineral Water,1.0,0.0,0.0
2026-02-22,POS,item,Mint Lime Juice,2.0,0.0,0.0
2026-02-22,POS,item,Mixed Chicken Salad,1.0,0.0,0.0
2026-02-22,POS,item,Passion Fruit,1.0,0.0,0.0
2026-02-22,POS,item,Pepsi@50rs,2.0,0.0,0.0
2026-02-22,POS,item,Peri Peri Dip,1.0,0.0,0.0
2026-02-22,POS,item,Pineapple Juice,2.0,0.0,0.0
2026-02-22,POS,item,Pizza Upgrade,1.0,0.0,0.0
2026-02-22,POS,item,Potato Wedges,1.0,0.0,0.0
2026-02-22,Swiggy,item,Potato Wedges,1.0,0.0,0.0
2026-02-22,POS,item,Regular Chicken Burger,1.0,0.0,0.0
2026-02-22,POS,item,Sizzling Brownie,1.0,0.0,0.0
2026-02-22,POS,item,Soft Drink,3.0,0.0,0.0
2026-02-22,POS,item,Veg Burger,1.0,0.0,0.0
2026-02-22,POS,item,Veg Pasta,1.0,0.0,0.0
2026-02-22,Swiggy,item,Veg Pasta,1.0,0.0,0.0
2026-02-22,POS,item,Water Melon,2.0,0.0,0.0
2026-02-22,POS,item,Watermelon Juice,3.0,0.0,0.0
2026-02-21,POS,item,12 Inch - Large Pizza,1.0,120.0,120.0
2026-02-21,POS,item,Non Veg Meal For 4,2.0,120.0,240.0
2026-02-21,POS,item,2 Regular Non-veg@409,1.0,80.0,80.0
2026-02-21,POS,item,2 Regular Veg@349,2.0,80.0,160.0
2026-02-21,POS,item,9 Inch - Medium Pizza,9.0,75.0,675.0
2026-02-21,POS,item,Super Saver Meal Medium,1.0,75.0,75.0
2026-02-21,POS,item,7 Inch - Regular Pizza,9.0,40.0,360.0
2026-02-21,Swiggy,item,7 Inch - Regular Pizza,3.0,40.0,120.0
2026-02-21,POS,item,Garlic Bread Supreme [veg],1.0,40.0,40.0
2026-02-21,POS,item,Garlic Bread With Cheese,1.0,40.0,40.0
2026-02-21,POS,item,Super Saver Meal Regular,2.0,40.0,80.0
2026-02-21,POS,addon,9 Inch - Medium Pizza -Extra Cheese,3.0,38.0,114.0
2026-02-21,POS,item,7up @50rs,1.0,0.0,0.0
2026-02-21,POS,item,Blue Mojito,1.0,0.0,0.0
2026-02-21,POS,item,Brownie With Ice Cream,1.0,0.0,0.0
2026-02-21,POS,item,Burger Combo @ 169,1.0,0.0,0.0
2026-02-21,POS,item,Burger Combo @ 179,4.0,0.0,0.0
2026-02-21,POS,item,Cheese N Macaroni Salad,1.0,0.0,0.0
2026-02-21,POS,item,Cheesy Dip,1.0,0.0,0.0
2026-02-21,POS,item,Chicken Nuggets Burger,1.0,0.0,0.0
2026-02-21,POS,item,Chicken Pasta,2.0,0.0,0.0
2026-02-21,Swiggy,item,Chicken Pasta,1.0,0.0,0.0
2026-02-21,POS,item,Chicken Popcorn,1.0,0.0,0.0
2026-02-21,POS,item,Chocolate Shake,1.0,0.0,0.0
2026-02-21,POS,item,French Fries,5.0,0.0,0.0
2026-02-21,POS,item,Garlic Bread,1.0,0.0,0.0
2026-02-21,POS,item,Greek Salad,1.0,0.0,0.0
2026-02-21,POS,item,Green Apple,3.0,0.0,0.0
2026-02-21,POS,item,Loaded Fries,1.0,0.0,0.0
2026-02-21,POS,item,Mdew 330ml Can,1.0,0.0,0.0
2026-02-21,POS,item,Mdew@40rs,3.0,0.0,0.0
2026-02-21,POS,item,Mineral Water,1.0,0.0,0.0
2026-02-21,POS,item,Mint Lime Juice,2.0,0.0,0.0
2026-02-21,POS,item,Passion Fruit,1.0,0.0,0.0
2026-02-21,POS,item,Pepsi@50rs,1.0,0.0,0.0
2026-02-21,POS,item,Pineapple Juice,1.0,0.0,0.0
2026-02-21,POS,item,Potato Wedges,1.0,0.0,0.0
2026-02-21,POS,item,Regular Chicken Burger,5.0,0.0,0.0
2026-02-21,POS,item,Slice 200ml,1.0,0.0,0.0
2026-02-21,POS,item,Soft Drink,7.0,0.0,0.0
2026-02-21,POS,item,Veg Burger,3.0,0.0,0.0
2026-02-20,Swiggy,item,2 Medium Pizzas,1.0,150.0,150.0
2026-02-20,POS,item,12 Inch - Large Pizza,1.0,120.0,120.0
2026-02-20,Swiggy,item,12 Inch - Large Pizza,1.0,120.0,120.0
2026-02-20,POS,item,2 Regular Veg@349,1.0,80.0,80.0
2026-02-20,POS,item,9 Inch - Medium Pizza,7.0,75.0,525.0
2026-02-20,POS,item,Super Saver Meal Medium,1.0,75.0,75.0
2026-02-20,POS,item,7 Inch - Regular Pizza,10.0,40.0,400.0
2026-02-20,Swiggy,item,7 Inch - Regular Pizza,4.0,40.0,160.0
2026-02-20,POS,item,Garlic Bread Supreme [veg],1.0,40.0,40.0
2026-02-20,POS,item,Garlic Bread With Cheese,1.0,40.0,40.0
2026-02-20,POS,item,Non Veg Meal For 1,1.0,40.0,40.0
2026-02-20,POS,item,Super Saver Meal Regular,2.0,40.0,80.0
2026-02-20,POS,addon,7 Inch - Regular Pizza -Extra Cheese,1.0,20.0,20.0
2026-02-20,Swiggy,addon,7 Inch - Regular Pizza -Extra Cheese,1.0,20.0,20.0
2026-02-20,POS,item,Burger Combo @ 179,4.0,0.0,0.0
2026-02-20,POS,item,Cheesy Fries,1.0,0.0,0.0
2026-02-20,Swiggy,item,Chicken Loaded Fries,1.0,0.0,0.0
2026-02-20,POS,item,Chicken Nuggets,2.0,0.0,0.0
2026-02-20,Swiggy,item,Chicken Nuggets,1.0,0.0,0.0
2026-02-20,POS,item,Chicken Pasta,3.0,0.0,0.0
2026-02-20,POS,item,Chikku Shake,2.0,0.0,0.0
2026-02-20,POS,item,French Fries,6.0,0.0,0.0
2026-02-20,Swiggy,item,French Fries,1.0,0.0,0.0
2026-02-20,POS,item,Fresh Lime Juice,1.0,0.0,0.0
2026-02-20,POS,item,Garlic Bread,1.0,0.0,0.0
2026-02-20,POS,item,Grapes Juice,1.0,0.0,0.0
2026-02-20,POS,item,Greek Salad,1.0,0.0,0.0
2026-02-20,POS,item,Green Apple,1.0,0.0,0.0
2026-02-20,POS,item,Loaded Fries,2.0,0.0,0.0
2026-02-20,POS,item,Mineral Water,2.0,0.0,0.0
2026-02-20,POS,item,Mint Lime Juice,1.0,0.0,0.0
2026-02-20,POS,item,Passion Fruit,1.0,0.0,0.0
2026-02-20,POS,item,Pepsi 250ml Pet,3.0,0.0,0.0
2026-02-20,POS,item,Pepsi 330ml Can,1.0,0.0,0.0
2026-02-20,POS,item,Pineapple Juice,2.0,0.0,0.0
2026-02-20,Swiggy,item,Potato Wedges,3.0,0.0,0.0
2026-02-20,POS,item,Slice 200ml,2.0,0.0,0.0
2026-02-20,POS,item,Soda,2.0,0.0,0.0
2026-02-20,POS,item,Soft Drink,3.0,0.0,0.0
2026-02-20,POS,item,Veg Pasta,1.0,0.0,0.0
2026-02-20,POS,item,Watermelon Juice,2.0,0.0,0.0
2026-02-19,POS,item,12 Inch - Large Pizza,1.0,120.0,120.0
2026-02-19,POS,item,9 Inch - Medium Pizza,3.0,75.0,225.0
2026-02-19,POS,item,Super Saver Meal Medium,1.0,75.0,75.0
2026-02-19,POS,item,7 Inch - Regular Pizza,7.0,40.0,280.0
2026-02-19,Swiggy,item,7 Inch - Regular Pizza,1.0,40.0,40.0
2026-02-19,POS,item,Delicious Combo Delight Regular,1.0,40.0,40.0
2026-02-19,POS,item,Garlic Bread Supreme[non-veg],1.0,40.0,40.0
2026-02-19,POS,addon,Super Saver Meal Medium-Extra Cheese,1.0,38.0,38.0
2026-02-19,POS,addon,7 Inch - Regular Pizza -Extra Cheese,2.0,20.0,40.0
2026-02-19,POS,item,7up @50rs,1.0,0.0,0.0
2026-02-19,POS,item,Brownie,1.0,0.0,0.0
2026-02-19,POS,item,Burger Combo @ 169,1.0,0.0,0.0
2026-02-19,Swiggy,item,Chicken Nuggets,1.0,0.0,0.0
2026-02-19,POS,item,French Fries,3.0,0.0,0.0
2026-02-19,Swiggy,item,French Fries,1.0,0.0,0.0
2026-02-19,POS,item,Garlic Bread,1.0,0.0,0.0
2026-02-19,Swiggy,item,Garlic Bread,1.0,0.0,0.0
2026-02-19,POS,item,Green Apple,1.0,0.0,0.0
2026-02-19,POS,item,Loaded Fries,1.0,0.0,0.0
2026-02-19,POS,item,Macaroni N Chicken Salad,1.0,0.0,0.0
2026-02-19,POS,item,Pepsi 250ml Pet,1.0,0.0,0.0
2026-02-19,POS,item,Peri Peri Dip,1.0,0.0,0.0
2026-02-19,POS,item,Regular Chicken Burger,1.0,0.0,0.0
2026-02-19,POS,item,Soft Drink,2.0,0.0,0.0
2026-02-19,POS,item,Veg Pasta,2.0,0.0,0.0
2026-02-19,POS,item,Watermelon Juice,4.0,0.0,0.0
2026-02-18,POS,item,2 Medium Non-veg@759,1.0,150.0,150.0
2026-02-18,POS,item,12 Inch - Large Pizza,1.0,120.0,120.0
2026-02-18,POS,item,2 Regular Non-veg@409,3.0,80.0,240.0
2026-02-18,POS,item,9 Inch - Medium Pizza,3.0,75.0,225.0
2026-02-18,Swiggy,item,9 Inch - Medium Pizza,1.0,75.0,75.0
2026-02-18,POS,item,Super Saver Meal Medium,1.0,75.0,75.0
2026-02-18,POS,item,7 Inch - Regular Pizza,8.0,40.0,320.0
2026-02-18,Swiggy,item,Bada Saver Meal Regular,2.0,40.0,80.0
2026-02-18,POS,item,Garlic Bread With Cheese,2.0,40.0,80.0
2026-02-18,POS,item,Super Saver Meal Regular,2.0,40.0,80.0
2026-02-18,POS,addon,Super Saver Meal Regular-Extra Cheese,1.0,20.0,20.0
2026-02-18,POS,item,7up 250ml Pet,1.0,0.0,0.0
2026-02-18,POS,item,7up@40rs,2.0,0.0,0.0
2026-02-18,POS,item,Brownie With Ice Cream,3.0,0.0,0.0
2026-02-18,Swiggy,item,Brownie With Ice Cream,3.0,0.0,0.0
2026-02-18,POS,item,Burger Combo @ 169,7.0,0.0,0.0
2026-02-18,POS,item,Chicken Nuggets Burger,1.0,0.0,0.0
2026-02-18,POS,item,French Fries,4.0,0.0,0.0
2026-02-18,Swiggy,item,French Fries,1.0,0.0,0.0
2026-02-18,Swiggy,item,Fresh Garden Mint,2.0,0.0,0.0
2026-02-18,POS,item,Grapes Juice,2.0,0.0,0.0
2026-02-18,POS,item,Loaded Fries,4.0,0.0,0.0
2026-02-18,POS,item,Mdew 250ml Pet,1.0,0.0,0.0
2026-02-18,POS,item,Mdew@40rs,1.0,0.0,0.0
2026-02-18,POS,item,Mint Lime Juice,1.0,0.0,0.0
2026-02-18,POS,item,Mixed Chicken Salad,1.0,0.0,0.0
2026-02-18,POS,item,Pepsi 330ml Can,1.0,0.0,0.0
2026-02-18,POS,item,Pepsi@40rs,2.0,0.0,0.0
2026-02-18,POS,item,Pineapple Juice,2.0,0.0,0.0
2026-02-18,Swiggy,item,Pink Lady,1.0,0.0,0.0
2026-02-18,POS,item,Regular Chicken Burger,1.0,0.0,0.0
2026-02-18,POS,item,Soft Drink,5.0,0.0,0.0
2026-02-18,POS,item,Veg Burger,1.0,0.0,0.0
2026-02-18,POS,item,Veg Pasta,2.0,0.0,0.0
2026-02-18,Swiggy,item,Veg Pasta,1.0,0.0,0.0
2026-02-17,POS,item,2 Medium Non-veg@759,1.0,150.0,150.0
2026-02-17,POS,item,12 Inch - Large Pizza,3.0,120.0,360.0
2026-02-17,POS,item,2 Regular Non-veg@409,2.0,80.0,160.0
2026-02-17,POS,item,9 Inch - Medium Pizza,4.0,75.0,300.0
2026-02-17,Swiggy,item,9 Inch - Medium Pizza,1.0,75.0,75.0
2026-02-17,POS,item,Delicious Combo Delight Medium,1.0,75.0,75.0
2026-02-17,Swiggy,item,7 Inch - Regular Pizza,6.0,40.0,240.0
2026-02-17,POS,item,7 Inch - Regular Pizza,4.0,40.0,160.0
2026-02-17,POS,item,Combo Delight Non-veg,3.0,20.0,60.0
2026-02-17,POS,item,7up 330ml Can,1.0,0.0,0.0
2026-02-17,POS,item,Brownie,1.0,0.0,0.0
2026-02-17,POS,item,Brownie With Ice Cream,1.0,0.0,0.0
2026-02-17,POS,item,Burger Combo @ 179,2.0,0.0,0.0
2026-02-17,Swiggy,item,Chicken Loaded Fries,1.0,0.0,0.0
2026-02-17,POS,item,Chicken Popcorn,1.0,0.0,0.0
2026-02-17,Swiggy,item,French Fries,1.0,0.0,0.0
2026-02-17,POS,item,Fresh Lime Juice,1.0,0.0,0.0
2026-02-17,POS,item,Loaded Fries,2.0,0.0,0.0
