Date,Type,Item Type,Name,Order Quantity,Consumable Cheese per item,Total Consumable Cheese
2025-06-06,POS,item,7 Inch - Regular Pizza,10.0,40.0,400.0
2025-06-06,Swiggy,item,7 Inch - Regular Pizza,2.0,40.0,80.0
2025-06-06,POS,item,Garlic Bread Supreme [veg],1.0,40.0,40.0
2025-06-06,POS,item,Super Saver Meal Regular,2.0,40.0,80.0
2025-06-06,POS,addon,7 Inch - Regular Pizza -Extra Cheese,1.0,20.0,20.0
2025-06-06,POS,item,Combo Delight Non-veg,1.0,20.0,20.0
2025-06-06,POS,item,7up 250ml Pet,2.0,0.0,0.0
2025-06-06,POS,item,7up @50rs,1.0,0.0,0.0
2025-06-06,POS,item,Brownie,4.0,0.0,0.0
2025-06-06,POS,item,Burger Combo @ 169,1.0,0.0,0.0
2025-06-06,POS,item,Burger Combo @ 179,2.0,0.0,0.0
2025-06-06,POS,item,Cheese N Macaroni Salad,1.0,0.0,0.0
2025-06-06,Swiggy,item,Chicken Nuggets,1.0,0.0,0.0
2025-06-06,POS,item,Chicken Pasta,1.0,0.0,0.0
2025-06-06,POS,item,Chocolate Shake,1.0,0.0,0.0
2025-06-06,POS,item,French Fries,5.0,0.0,0.0
2025-06-06,POS,item,Grapes Juice,1.0,0.0,0.0
2025-06-06,POS,item,Green Apple,1.0,0.0,0.0
2025-06-06,POS,item,Mdew 250ml Pet,1.0,0.0,0.0
2025-06-06,POS,item,Mineral Water,1.0,0.0,0.0
2025-06-06,POS,item,Pepsi 250ml Can,1.0,0.0,0.0
2025-06-06,POS,item,Pepsi 250ml Pet,3.0,0.0,0.0
2025-06-06,POS,item,Pepsi@40rs,2.0,0.0,0.0
2025-06-06,POS,item,Pepsi@50rs,3.0,0.0,0.0
2025-06-06,POS,item,Peri Peri Dip,1.0,0.0,0.0
2025-06-06,POS,item,Pineapple Juice,1.0,0.0,0.0
2025-06-06,POS,item,Pizza Upgrade,1.0,0.0,0.0
2025-06-06,POS,item,Slice 200ml,2.0,0.0,0.0
2025-06-06,POS,item,Slice@40rs,2.0,0.0,0.0
2025-06-06,POS,item,Tender Coconut,1.0,0.0,0.0
2025-06-06,POS,item,Veg Pasta,1.0,0.0,0.0
2025-06-05,POS,item,12 Inch - Large Pizza,2.0,120.0,240.0
2025-06-05,POS,item,Non Veg Meal For 4,1.0,120.0,120.0
2025-06-05,POS,item,2 Regular Veg@349,1.0,80.0,80.0
2025-06-05,POS,item,9 Inch - Medium Pizza,1.0,75.0,75.0
2025-06-05,Swiggy,item,9 Inch - Medium Pizza,1.0,75.0,75.0
2025-06-05,POS,item,Delicious Combo Delight Medium,1.0,75.0,75.0
2025-06-05,POS,item,Super Saver Meal Medium,1.0,75.0,75.0
2025-06-05,POS,item,7 Inch - Regular Pizza,5.0,40.0,200.0
2025-06-05,Swiggy,item,7 Inch - Regular Pizza,3.0,40.0,120.0
2025-06-05,POS,item,Super Saver Meal Regular,2.0,40.0,80.0
2025-06-05,POS,item,Combo Delight Non-veg,3.0,20.0,60.0
2025-06-05,POS,item,7up 250ml Pet,1.0,0.0,0.0
2025-06-05,POS,item,Brownie,1.0,0.0,0.0
2025-06-05,POS,item,Burger Combo @ 179,3.0,0.0,0.0
2025-06-05,POS,item,Cheesy Fries,1.0,0.0,0.0
2025-06-05,POS,item,Chicken Popcorn,2.0,0.0,0.0
2025-06-05,POS,item,Fresh Lime Juice,2.0,0.0,0.0
2025-06-05,POS,item,Loaded Fries,1.0,0.0,0.0
2025-06-05,POS,item,Pepsi 330ml Can,1.0,0.0,0.0
2025-06-05,POS,item,Pizza Upgrade,1.0,0.0,0.0
2025-06-05,POS,item,Soft Drink,1.0,0.0,0.0
2025-06-05,POS,item,Veg Pasta,1.0,0.0,0.0
2025-06-04,POS,item,2 Large Non-veg@1149,1.0,240.0,240.0
2025-06-04,POS,item,Non Veg Meal For 6,1.0,195.0,195.0
2025-06-04,POS,item,12 Inch - Large Pizza,1.0,120.0,120.0
2025-06-04,POS,item,2 Regular Non-veg@409,3.0,80.0,240.0
2025-06-04,POS,item,9 Inch - Medium Pizza,5.0,75.0,375.0
2025-06-04,POS,item,7 Inch - Regular Pizza,3.0,40.0,120.0
2025-06-04,POS,item,Delicious Combo Delight Regular,1.0,40.0,40.0
2025-06-04,POS,item,Super Saver Meal Regular,1.0,40.0,40.0
2025-06-04,POS,item,Combo Delight Veg,1.0,20.0,20.0
2025-06-04,POS,item,7up@40rs,1.0,0.0,0.0
2025-06-04,POS,item,Brownie With Ice Cream,2.0,0.0,0.0
2025-06-04,POS,item,Burger Combo @ 179,1.0,0.0,0.0
2025-06-04,POS,item,Burger Combo @ 199,1.0,0.0,0.0
2025-06-04,Swiggy,item,Chicken Loaded Fries,1.0,0.0,0.0
2025-06-04,POS,item,Chicken Pasta,4.0,0.0,0.0
2025-06-04,POS,item,Chicken Popcorn,1.0,0.0,0.0
2025-06-04,POS,item,French Fries,1.0,0.0,0.0
2025-06-04,POS,item,Fresh Lime Juice,1.0,0.0,0.0
2025-06-04,POS,item,Grapes Juice,1.0,0.0,0.0
2025-06-04,POS,item,Loaded Fries,2.0,0.0,0.0
2025-06-04,POS,item,Pizza Upgrade,1.0,0.0,0.0
2025-06-04,POS,item,Watermelon Juice,1.0,0.0,0.0
2025-06-03,POS,item,2 Large Non-veg@1149,1.0,240.0,240.0
2025-06-03,POS,item,2 Medium Non-veg@759,2.0,150.0,300.0
2025-06-03,POS,item,12 Inch - Large Pizza,2.0,120.0,240.0
2025-06-03,POS,item,Non Veg Meal For 4,1.0,120.0,120.0
2025-06-03,POS,item,9 Inch - Medium Pizza,4.0,75.0,300.0
2025-06-03,POS,item,Non Veg Meal For 2,1.0,75.0,75.0
2025-06-03,POS,item,Super Saver Meal Medium,2.0,75.0,150.0
2025-06-03,POS,item,7 Inch - Regular Pizza,4.0,40.0,160.0
2025-06-03,Swiggy,item,7 Inch - Regular Pizza,2.0,40.0,80.0
2025-06-03,POS,item,Garlic Bread Supreme [veg],1.0,40.0,40.0
2025-06-03,POS,item,Combo Delight Non-veg,2.0,20.0,40.0
2025-06-03,Swiggy,item,Brownie With Ice Cream,2.0,0.0,0.0
2025-06-03,POS,item,Burger Combo @ 179,1.0,0.0,0.0
2025-06-03,POS,item,Cheesy Fries,2.0,0.0,0.0
2025-06-03,POS,item,Chicken Pasta,2.0,0.0,0.0
2025-06-03,POS,item,Mayo,1.0,0.0,0.0
2025-06-03,POS,item,Mdew 330ml Can,2.0,0.0,0.0
2025-06-03,POS,item,Pepsi@50rs,1.0,0.0,0.0
2025-06-03,POS,item,Peri Peri Dip,1.0,0.0,0.0
2025-06-03,POS,item,Pineapple Juice,1.0,0.0,0.0
2025-06-03,POS,item,Regular Chicken Burger,6.0,0.0,0.0
2025-06-03,POS,item,Soft Drink,1.0,0.0,0.0
2025-06-02,POS,item,12 Inch - Large Pizza,2.0,120.0,240.0
2025-06-02,POS,item,2 Regular Non-veg@409,1.0,80.0,80.0
2025-06-02,POS,item,2 Regular Veg@349,1.0,80.0,80.0
2025-06-02,POS,item,7 Inch - Regular Pizza,6.0,40.0,240.0
2025-06-02,Swiggy,item,7 Inch - Regular Pizza,3.0,40.0,120.0
2025-06-02,Swiggy,item,Garlic Bread Supreme[non-veg],1.0,40.0,40.0
2025-06-02,POS,item,Super Saver Meal Regular,4.0,40.0,160.0
2025-06-02,POS,addon,7 Inch - Regular Pizza -Extra Cheese,1.0,20.0,20.0
2025-06-02,Swiggy,item,2 Regular Budget Pizzas,1.0,0.0,0.0
2025-06-02,POS,item,7up @50rs,1.0,0.0,0.0
2025-06-02,Swiggy,item,Brownie,1.0,0.0,0.0
2025-06-02,POS,item,Burger Combo @ 169,5.0,0.0,0.0
2025-06-02,POS,item,Cheesy Fries,1.0,0.0,0.0
2025-06-02,Swiggy,item,Chicken Loaded Fries,1.0,0.0,0.0
2025-06-02,Swiggy,item,Chicken Nuggets,1.0,0.0,0.0
2025-06-02,POS,item,Chicken Pasta,2.0,0.0,0.0
2025-06-02,Swiggy,item,Chicken Pasta,1.0,0.0,0.0
2025-06-02,POS,item,Chikku Shake,1.0,0.0,0.0
2025-06-02,POS,item,French Fries,2.0,0.0,0.0
2025-06-02,POS,item,Loaded Fries,1.0,0.0,0.0
2025-06-02,POS,item,Mint Lime Juice,2.0,0.0,0.0
2025-06-02,POS,item,Pineapple Juice,1.0,0.0,0.0
2025-06-02,POS,item,Regular Chicken Burger,1.0,0.0,0.0
2025-06-02,POS,item,Slice 200ml,1.0,0.0,0.0
2025-06-02,POS,item,Tender Coconut,1.0,0.0,0.0
2025-06-01,POS,item,2 Medium Veg@699,2.0,150.0,300.0
2025-06-01,POS,item,2 Regular Non-veg@409,1.0,80.0,80.0
2025-06-01,POS,item,2 Regular Veg@349,2.0,80.0,160.0
2025-06-01,POS,item,9 Inch - Medium Pizza,6.0,75.0,450.0
2025-06-01,POS,item,Delicious Combo Delight Medium,1.0,75.0,75.0
2025-06-01,POS,item,Super Saver Meal Medium,3.0,75.0,225.0
2025-06-01,POS,item,7 Inch - Regular Pizza,7.0,40.0,280.0
2025-06-01,Swiggy,item,7 Inch - Regular Pizza,5.0,40.0,200.0
2025-06-01,POS,item,Garlic Bread Supreme [veg],2.0,40.0,80.0
2025-06-01,POS,item,Garlic Bread With Cheese,1.0,40.0,40.0
2025-06-01,Swiggy,item,Garlic Bread With Cheese,1.0,40.0,40.0
2025-06-01,POS,item,Super Saver Meal Regular,4.0,40.0,160.0
2025-06-01,POS,addon,7 Inch - Regular Pizza -Extra Cheese,1.0,20.0,20.0
2025-06-01,POS,item,Combo Delight Non-veg,3.0,20.0,60.0
2025-06-01,Swiggy,item,2 Regular Budget Pizzas,1.0,0.0,0.0
2025-06-01,POS,item,7up 250ml Pet,1.0,0.0,0.0
2025-06-01,POS,item,Blue Mojito,1.0,0.0,0.0
2025-06-01,POS,item,Burger Combo @ 179,4.0,0.0,0.0
2025-06-01,POS,item,Chicken Nuggets,1.0,0.0,0.0
2025-06-01,POS,item,Chicken Pasta,1.0,0.0,0.0
2025-06-01,POS,item,Chikku Shake,2.0,0.0,0.0
2025-06-01,POS,item,Chocolate Shake,3.0,0.0,0.0
2025-06-01,POS,item,French Fries,3.0,0.0,0.0
2025-06-01,Swiggy,item,French Fries,1.0,0.0,0.0
2025-06-01,POS,item,Green Apple,1.0,0.0,0.0
2025-06-01,POS,item,Mineral Water,1.0,0.0,0.0
2025-06-01,POS,item,Mint Lime Juice,4.0,0.0,0.0
2025-06-01,POS,item,Pepsi@40rs,1.0,0.0,0.0
2025-06-01,POS,item,Pepsi@50rs,2.0,0.0,0.0
2025-06-01,POS,item,Pizza Upgrade,1.0,0.0,0.0
2025-06-01,POS,item,Regular Chicken Burger,1.0,0.0,0.0
2025-06-01,POS,item,Slice 200ml,1.0,0.0,0.0
2025-06-01,POS,item,Tender Coconut,3.0,0.0,0.0
2025-06-01,POS,item,Veg Burger,4.0,0.0,0.0
2025-05-31,POS,item,2 Large Non-veg@1149,1.0,240.0,240.0
2025-05-31,POS,item,2 Medium Non-veg@759,1.0,150.0,150.0
2025-05-31,POS,item,12 Inch - Large Pizza,4.0,120.0,480.0
2025-05-31,POS,item,2 Regular Non-veg@409,1.0,80.0,80.0
2025-05-31,POS,item,9 Inch - Medium Pizza,6.0,75.0,450.0
2025-05-31,POS,item,Super Saver Meal Medium,1.0,75.0,75.0
2025-05-31,POS,item,Veg Meal For 2,1.0,75.0,75.0
2025-05-31,POS,item,7 Inch - Regular Pizza,13.0,40.0,520.0
2025-05-31,Swiggy,item,7 Inch - Regular Pizza,5.0,40.0,200.0
2025-05-31,POS,item,Garlic Bread With Cheese,2.0,40.0,80.0
2025-05-31,POS,item,Veg Meal For 1,1.0,40.0,40.0
2025-05-31,POS,item,Combo Delight Non-veg,2.0,20.0,40.0
2025-05-31,POS,item,7up 250ml Pet,2.0,0.0,0.0
2025-05-31,POS,item,Brownie With Ice Cream,1.0,0.0,0.0
2025-05-31,POS,item,Burger Combo @ 169,7.0,0.0,0.0
2025-05-31,POS,item,Burger Combo @ 179,1.0,0.0,0.0
2025-05-31,POS,item,Chicken Nuggets,1.0,0.0,0.0
2025-05-31,POS,item,Chicken Pasta,4.0,0.0,0.0
2025-05-31,Swiggy,item,Chicken Pasta,1.0,0.0,0.0
2025-05-31,POS,item,Chicken Popcorn,1.0,0.0,0.0
2025-05-31,Swiggy,item,Chipotle Dip,1.0,0.0,0.0
2025-05-31,POS,item,Chocolate Shake,1.0,0.0,0.0
2025-05-31,POS,item,French Fries,9.0,0.0,0.0
2025-05-31,POS,item,Fresh Lime Juice,2.0,0.0,0.0
2025-05-31,Swiggy,item,Garlic Bread,1.0,0.0,0.0
2025-05-31,POS,item,Grapes Juice,1.0,0.0,0.0
2025-05-31,POS,item,Loaded Fries,4.0,0.0,0.0
2025-05-31,POS,item,Mdew 250ml Pet,2.0,0.0,0.0
2025-05-31,POS,item,Mdew@40rs,1.0,0.0,0.0
2025-05-31,POS,item,Mint Lime Juice,3.0,0.0,0.0
2025-05-31,POS,item,Pepsi 250ml Pet,1.0,0.0,0.0
2025-05-31,POS,item,Pizza Upgrade,1.0,0.0,0.0
2025-05-31,POS,item,Slice 200ml,1.0,0.0,0.0
2025-05-31,POS,item,Soda,1.0,0.0,0.0
2025-05-31,POS,item,Tender Coconut,1.0,0.0,0.0
2025-05-31,POS,item,Veg Burger,1.0,0.0,0.0
2025-05-30,POS,item,2 Large Non-veg@1149,1.0,240.0,240.0
2025-05-30,Swiggy,item,2 Large Pizzas,1.0,240.0,240.0
2025-05-30,POS,item,2 Medium Non-veg@759,3.0,150.0,450.0
2025-05-30,POS,item,12 Inch - Large Pizza,1.0,120.0,120.0
2025-05-30,POS,item,2 Regular Non-veg@409,2.0,80.0,160.0
2025-05-30,POS,item,9 Inch - Medium Pizza,5.0,75.0,375.0
2025-05-30,POS,item,7 Inch - Regular Pizza,13.0,40.0,520.0
2025-05-30,Swiggy,item,7 Inch - Regular Pizza,5.0,40.0,200.0
2025-05-30,POS,item,Garlic Bread With Cheese,2.0,40.0,80.0
2025-05-30,Swiggy,item,Garlic Bread With Cheese,2.0,40.0,80.0
2025-05-30,POS,addon,7 Inch - Regular Pizza -Extra Cheese,1.0,20.0,20.0
2025-05-30,Swiggy,addon,7 Inch - Regular Pizza -Extra Cheese,1.0,20.0,20.0
2025-05-30,POS,item,Combo Delight Non-veg,1.0,20.0,20.0
2025-05-30,POS,item,7up 250ml Pet,5.0,0.0,0.0
2025-05-30,POS,item,Blue Mojito,1.0,0.0,0.0
2025-05-30,Swiggy,item,Brownie,2.0,0.0,0.0
2025-05-30,Swiggy,item,Brownie With Ice Cream,1.0,0.0,0.0
2025-05-30,POS,item,Burger Combo @ 169,1.0,0.0,0.0
2025-05-30,POS,item,Cheese N Macaroni Salad,1.0,0.0,0.0
2025-05-30,Swiggy,item,Chicken Loaded Fries,2.0,0.0,0.0
2025-05-30,Swiggy,item,Chicken Nuggets,2.0,0.0,0.0
2025-05-30,POS,item,Chicken Nuggets,1.0,0.0,0.0
2025-05-30,POS,item,Chicken Nuggets Burger,2.0,0.0,0.0
2025-05-30,POS,item,Chicken Pasta,1.0,0.0,0.0
2025-05-30,POS,item,Chicken Popcorn,1.0,0.0,0.0
2025-05-30,POS,item,Chikku Shake,2.0,0.0,0.0
2025-05-30,POS,item,Chilly Potato Shots,1.0,0.0,0.0
2025-05-30,POS,item,Chocolate Shake,2.0,0.0,0.0
2025-05-30,POS,item,French Fries,7.0,0.0,0.0
2025-05-30,POS,item,Fresh Lime Juice,1.0,0.0,0.0
2025-05-30,POS,item,Loaded Fries,1.0,0.0,0.0
2025-05-30,POS,item,Mdew@40rs,1.0,0.0,0.0
2025-05-30,POS,item,Mixed Chicken Salad,1.0,0.0,0.0
2025-05-30,Swiggy,item,Mixed Chicken Salad,1.0,0.0,0.0
2025-05-30,POS,item,Pepsi 250ml Pet,1.0,0.0,0.0
2025-05-30,POS,item,Pepsi 330ml Can,1.0,0.0,0.0
2025-05-30,POS,item,Pepsi@50rs,1.0,0.0,0.0
2025-05-30,POS,item,Potato Wedges,1.0,0.0,0.0
2025-05-30,Swiggy,item,Potato Wedges,1.0,0.0,0.0
2025-05-30,POS,item,Regular Chicken Burger,5.0,0.0,0.0
2025-05-30,POS,item,Roasted Chicken Salad,1.0,0.0,0.0
2025-05-30,POS,item,Tender Coconut,1.0,0.0,0.0
2025-05-30,POS,item,Veg Pasta,1.0,0.0,0.0
2025-05-29,POS,item,2 Large Veg@999,1.0,240.0,240.0
2025-05-29,POS,item,2 Medium Non-veg@759,4.0,150.0,600.0
2025-05-29,POS,item,12 Inch - Large Pizza,1.0,120.0,120.0
2025-05-29,POS,item,2 Regular Non-veg@409,2.0,80.0,160.0
2025-05-29,POS,item,9 Inch - Medium Pizza,3.0,75.0,225.0
2025-05-29,POS,item,Delicious Combo Delight Medium,1.0,75.0,75.0
2025-05-29,POS,item,7 Inch - Regular Pizza,13.0,40.0,520.0
2025-05-29,Swiggy,item,7 Inch - Regular Pizza,5.0,40.0,200.0
2025-05-29,POS,item,Delicious Combo Delight Regular,2.0,40.0,80.0
2025-05-29,Swiggy,item,Garlic Bread Supreme[non-veg],1.0,40.0,40.0
2025-05-29,POS,item,Garlic Bread With Cheese,1.0,40.0,40.0
2025-05-29,POS,item,Super Saver Meal Regular,2.0,40.0,80.0
2025-05-29,Swiggy,item,2 Regular Budget Pizzas,1.0,0.0,0.0
2025-05-29,POS,item,7up 250ml Pet,6.0,0.0,0.0
2025-05-29,POS,item,7up @50rs,1.0,0.0,0.0
2025-05-29,POS,item,Blue Mojito,1.0,0.0,0.0
2025-05-29,POS,item,Brownie With Ice Cream,4.0,0.0,0.0
2025-05-29,POS,item,Cheese N Macaroni Salad,1.0,0.0,0.0
2025-05-29,Swiggy,item,Chicken Loaded Fries,1.0,0.0,0.0
2025-05-29,POS,item,Chicken Nuggets,1.0,0.0,0.0
2025-05-29,POS,item,Chicken Pasta,1.0,0.0,0.0
2025-05-29,POS,item,Chicken Popcorn,1.0,0.0,0.0
2025-05-29,POS,item,French Fries,6.0,0.0,0.0
2025-05-29,Swiggy,item,French Fries,1.0,0.0,0.0
2025-05-29,POS,item,Loaded Fries,6.0,0.0,0.0
2025-05-29,POS,item,Mdew@40rs,2.0,0.0,0.0
2025-05-29,POS,item,Mixed Chicken Salad,1.0,0.0,0.0
2025-05-29,POS,item,Pepsi 250ml Pet,1.0,0.0,0.0
2025-05-29,POS,item,Pepsi@50rs,4.0,0.0,0.0
2025-05-29,POS,item,Pineapple Juice,1.0,0.0,0.0
2025-05-29,Swiggy,item,Pink Lady,1.0,0.0,0.0
2025-05-29,POS,item,Potato Wedges,1.0,0.0,0.0
2025-05-29,POS,item,Regular Chicken Burger,3.0,0.0,0.0
2025-05-29,POS,item,Veg Burger,1.0,0.0,0.0
2025-05-29,POS,item,Veg Pasta,2.0,0.0,0.0
2025-05-28,POS,item,12 Inch - Large Pizza,2.0,120.0,240.0
2025-05-28,POS,item,2 Regular Non-veg@409,4.0,80.0,320.0
2025-05-28,POS,item,9 Inch - Medium Pizza,6.0,75.0,450.0
2025-05-28,Swiggy,item,9 Inch - Medium Pizza,1.0,75.0,75.0
2025-05-28,POS,item,7 Inch - Regular Pizza,8.0,40.0,320.0
2025-05-28,Swiggy,item,7 Inch - Regular Pizza,5.0,40.0,200.0
2025-05-28,POS,item,Delicious Combo Delight Regular,1.0,40.0,40.0
2025-05-28,POS,item,Combo Delight Non-veg,2.0,20.0,40.0
2025-05-28,POS,item,7up 250ml Pet,1.0,0.0,0.0
2025-05-28,POS,item,7up @50rs,1.0,0.0,0.0
2025-05-28,POS,item,Brownie With Ice Cream,1.0,0.0,0.0
2025-05-28,POS,item,Cheesy Fries,1.0,0.0,0.0
2025-05-28,POS,item,Chicken Pasta,1.0,0.0,0.0
2025-05-28,POS,item,Chocolate Shake,3.0,0.0,0.0
2025-05-28,POS,item,French Fries,5.0,0.0,0.0
2025-05-28,POS,item,Fresh Lime Juice,1.0,0.0,0.0
2025-05-28,POS,item,Greek Salad,1.0,0.0,0.0
2025-05-28,POS,item,Loaded Fries,3.0,0.0,0.0
2025-05-28,POS,item,Mdew 330ml Can,1.0,0.0,0.0
2025-05-28,POS,item,Mdew@40rs,1.0,0.0,0.0
2025-05-28,POS,item,Mint Lime Juice,2.0,0.0,0.0
2025-05-28,POS,item,Pepsi 250ml Pet,1.0,0.0,0.0
2025-05-28,POS,item,Pepsi@40rs,1.0,0.0,0.0
2025-05-28,POS,item,Pepsi@45rs,1.0,0.0,0.0
2025-05-28,POS,item,Pepsi@50rs,2.0,0.0,0.0
2025-05-28,Swiggy,item,Roasted Chicken Salad,1.0,0.0,0.0
2025-05-27,POS,item,12 Inch - Large Pizza,1.0,120.0,120.0
2025-05-27,POS,item,2 Regular Non-veg@409,3.0,80.0,240.0
2025-05-27,POS,item,9 Inch - Medium Pizza,3.0,75.0,225.0
2025-05-27,POS,item,Delicious Combo Delight Medium,1.0,75.0,75.0
2025-05-27,POS,item,Super Saver Meal Medium,1.0,75.0,75.0
2025-05-27,POS,item,7 Inch - Regular Pizza,7.0,40.0,280.0
2025-05-27,Swiggy,item,7 Inch - Regular Pizza,4.0,40.0,160.0
2025-05-27,POS,item,Delicious Combo Delight Regular,1.0,40.0,40.0
2025-05-27,POS,item,Garlic Bread With Cheese,1.0,40.0,40.0
2025-05-27,POS,item,Super Saver Meal Regular,1.0,40.0,40.0
2025-05-27,POS,addon,7 Inch - Regular Pizza -Extra Cheese,1.0,20.0,20.0
2025-05-27,POS,item,Combo Delight Non-veg,4.0,20.0,80.0
2025-05-27,POS,item,Blue Mojito,1.0,0.0,0.0
2025-05-27,POS,item,Brownie,1.0,0.0,0.0
2025-05-27,POS,item,Brownie With Ice Cream,2.0,0.0,0.0
2025-05-27,POS,item,Chicken Nuggets,1.0,0.0,0.0
2025-05-27,POS,item,Chikku Shake,1.0,0.0,0.0
2025-05-27,POS,item,Chocolate Shake,2.0,0.0,0.0
2025-05-27,POS,item,French Fries,3.0,0.0,0.0
2025-05-27,POS,item,Fresh Lime Juice,4.0,0.0,0.0
2025-05-27,POS,item,Grapes Juice,1.0,0.0,0.0
2025-05-27,POS,item,Green Apple,2.0,0.0,0.0
2025-05-27,POS,item,Loaded Fries,1.0,0.0,0.0
2025-05-27,POS,item,Mdew 250ml Pet,1.0,0.0,0.0
2025-05-27,POS,item,Mixed Chicken Salad,1.0,0.0,0.0
2025-05-27,POS,item,Pepsi 250ml Pet,1.0,0.0,0.0
2025-05-27,POS,item,Pizza Upgrade,1.0,0.0,0.0
2025-05-27,POS,item,Regular Chicken Burger,3.0,0.0,0.0
2025-05-27,POS,item,Sizzling Brownie,1.0,0.0,0.0
2025-05-27,POS,item,Tender Coconut,1.0,0.0,0.0
2025-05-27,POS,item,Water Melon,1.0,0.0,0.0
2025-05-26,POS,item,2 Medium Non-veg@759,1.0,150.0,150.0
2025-05-26,POS,item,12 Inch - Large Pizza,2.0,120.0,240.0
2025-05-26,POS,item,9 Inch - Medium Pizza,3.0,75.0,225.0
2025-05-26,Swiggy,item,9 Inch - Medium Pizza,1.0,75.0,75.0
2025-05-26,POS,item,Super Saver Meal Medium,1.0,75.0,75.0
2025-05-26,Swiggy,item,7 Inch - Regular Pizza,8.0,40.0,320.0
2025-05-26,POS,item,7 Inch - Regular Pizza,5.0,40.0,200.0
2025-05-26,Swiggy,item,Garlic Bread With Cheese,1.0,40.0,40.0
2025-05-26,POS,item,Super Saver Meal Regular,3.0,40.0,120.0
2025-05-26,Swiggy,addon,7 Inch - Regular Pizza -Extra Cheese,1.0,20.0,20.0
2025-05-26,POS,item,Combo Delight Non-veg,1.0,20.0,20.0
2025-05-26,POS,item,7up 250ml Pet,1.0,0.0,0.0
2025-05-26,POS,item,7up@45rs,1.0,0.0,0.0
2025-05-26,Swiggy,item,Brownie,1.0,0.0,0.0
2025-05-26,Swiggy,item,Brownie With Ice Cream,1.0,0.0,0.0
2025-05-26,POS,item,Burger Combo @ 169,1.0,0.0,0.0
2025-05-26,Swiggy,item,Chicken Loaded Fries,2.0,0.0,0.0
2025-05-26,Swiggy,item,Chicken Nuggets,1.0,0.0,0.0
2025-05-26,POS,item,Chicken Pasta,1.0,0.0,0.0
2025-05-26,POS,item,French Fries,3.0,0.0,0.0
2025-05-26,POS,item,Mango,2.0,0.0,0.0
2025-05-26,POS,item,Mdew 250ml Pet,1.0,0.0,0.0
2025-05-26,Swiggy,item,Passion Mint,1.0,0.0,0.0
2025-05-26,POS,item,Pepsi 250ml Pet,4.0,0.0,0.0
2025-05-26,POS,item,Pineapple Juice,1.0,0.0,0.0
2025-05-26,POS,item,Regular Chicken Burger,12.0,0.0,0.0
2025-05-26,POS,item,Soft Drink,1.0,0.0,0.0
2025-05-26,POS,item,Special Discount,0.0,0.0,0.0
2025-05-26,POS,item,Water Melon,1.0,0.0,0.0
2025-05-25,POS,item,2 Medium Non-veg@759,1.0,150.0,150.0
2025-05-25,POS,item,12 Inch - Large Pizza,3.0,120.0,360.0
2025-05-25,POS,item,2 Regular Non-veg@409,1.0,80.0,80.0
2025-05-25,POS,item,9 Inch - Medium Pizza,8.0,75.0,600.0
2025-05-25,Swiggy,item,7 Inch - Regular Pizza,9.0,40.0,360.0
2025-05-25,POS,item,7 Inch - Regular Pizza,4.0,40.0,160.0
2025-05-25,POS,item,Garlic Bread Supreme [veg],1.0,40.0,40.0
2025-05-25,POS,item,Garlic Bread Supreme[non-veg],1.0,40.0,40.0
2025-05-25,POS,item,Garlic Bread With Cheese,2.0,40.0,80.0
2025-05-25,POS,item,Super Saver Meal Regular,1.0,40.0,40.0
2025-05-25,POS,item,Combo Delight Non-veg,2.0,20.0,40.0
2025-05-25,POS,item,7up 250ml Pet,2.0,0.0,0.0
2025-05-25,Swiggy,item,Blue Curacao,1.0,0.0,0.0
2025-05-25,Swiggy,item,Blue Mojito,1.0,0.0,0.0
2025-05-25,Swiggy,item,Chicken Nuggets,1.0,0.0,0.0
2025-05-25,POS,item,Chicken Pasta,3.0,0.0,0.0
2025-05-25,POS,item,French Fries,6.0,0.0,0.0
2025-05-25,Swiggy,item,French Fries,1.0,0.0,0.0
2025-05-25,POS,item,Fresh Garden Mint,1.0,0.0,0.0
2025-05-25,POS,item,Garlic Bread,1.0,0.0,0.0
2025-05-25,Swiggy,item,Green Apple,1.0,0.0,0.0
2025-05-25,POS,item,Hot Garlic Dip,2.0,0.0,0.0
2025-05-25,POS,item,Loaded Fries,1.0,0.0,0.0
2025-05-25,POS,item,Mdew 330ml Can,5.0,0.0,0.0
2025-05-25,POS,item,Mint Lime Juice,2.0,0.0,0.0
2025-05-25,POS,item,Mixed Chicken Salad,1.0,0.0,0.0
2025-05-25,Swiggy,item,Passion Mint,1.0,0.0,0.0
2025-05-25,POS,item,Pepsi 250ml Pet,1.0,0.0,0.0
2025-05-25,POS,item,Pepsi@40rs,1.0,0.0,0.0
2025-05-25,POS,item,Pepsi@50rs,1.0,0.0,0.0
2025-05-25,POS,item,Pineapple Juice,2.0,0.0,0.0
2025-05-25,POS,item,Regular Chicken Burger,2.0,0.0,0.0
2025-05-25,POS,item,Special Discount,0.0,0.0,0.0
2025-05-25,POS,item,Spicy Chicken Zinger Burger,2.0,0.0,0.0
2025-05-25,POS,item,Tender Coconut,1.0,0.0,0.0
2025-05-25,POS,item,Veg Pasta,1.0,0.0,0.0
2025-05-24,POS,item,12 Inch - Large Pizza,4.0,120.0,480.0
2025-05-24,POS,item,2 Regular Non-veg@409,4.0,80.0,320.0
2025-05-24,POS,item,9 Inch - Medium Pizza,4.0,75.0,300.0
