Month_code,Order_Date,Category,Item_Name,Sales_Amount,Qty
2026-01,2026-01-18,Soft Drinks,Slice 200ml,20.0,1.0
2026-01,2026-01-18,Veg Pizza,Paneer Tikka Butter Masala (7 Inch),941.8799999999999,3.0
2026-01,2026-01-18,Veg Pizza,Veg Tandoori Paneer Pizza (12 Inch),604.51,1.0
2026-01,2026-01-18,Veg Pizza,Supreme Veg Pizza (9 Inch),498.76,1.0
2026-01,2026-01-18,Veg Pizza,Veg Tandoori Paneer Pizza (9 Inch),419.19,1.0
2026-01,2026-01-18,Veg Pizza,Mushroom Delight Pizza (9 Inch),404.26,1.0
2026-01,2026-01-18,Veg Pizza,Supreme Veg Pizza (7 Inch),313.96,1.0
2026-01,2026-01-18,Veg Pizza,Margherita Pizza (7 Inch),283.52,2.0
2026-01,2026-01-18,Veg Pizza,Veg Tandoori Paneer Pizza (7 Inch),263.87,1.0
2026-01,2026-01-18,Veg Pizza,5 Cheese Pizza (7 Inch),246.76,1.0
2026-01,2026-01-19,Burger,Veg Burger,189.0,2.0
2026-01,2026-01-19,Burger,Regular Chicken Burger,110.26,1.0
2026-01,2026-01-19,Combos,Super Saver Meal Medium,1571.88,3.0
2026-01,2026-01-19,Combos,Super Saver Meal Regular,941.8799999999999,3.0
2026-01,2026-01-19,Garlic Bread,Garlic Bread With Cheese,162.76,1.0
2026-01,2026-01-19,Mojitos,Passion Fruit,207.92,2.0
2026-01,2026-01-19,Mojitos,Fresh Garden Mint,103.96,1.0
2026-01,2026-01-19,Munchies,French Fries,498.76,5.0
2026-01,2026-01-19,Munchies,Potato Wedges,162.76,1.0
2026-01,2026-01-19,Non Veg Pizza,Red Indian Pizza (12 Inch),782.26,1.0
2026-01,2026-01-19,Non Veg Pizza,Meat Feast Pizza (12 Inch),761.26,1.0
2026-01,2026-01-19,Non Veg Pizza,Tandoori Chicken Pizza (12 Inch),719.26,1.0
2026-01,2026-01-19,Non Veg Pizza,Tandoori Chicken Pizza (9 Inch),498.76,1.0
2026-01,2026-01-19,Non Veg Pizza,New York Pizza (7 Inch),330.76,1.0
2026-01,2026-01-19,Non Veg Pizza,Bbq Chicken Pizza (7 Inch),313.96,1.0
2026-01,2026-01-19,Non Veg Pizza,Butter Chicken Pizza (7 Inch),313.96,1.0
2026-01,2026-01-19,Non Veg Pizza,Cheese N Corn Chicken (7 Inch),257.26,1.0
2026-01,2026-01-19,Non Veg Pizza,Hot Chicken Pizza (7 Inch),257.26,1.0
2026-01,2026-01-19,Salad,Greek Chicken Salad[non-veg],198.44,1.0
2026-01,2026-01-19,Salad,Macaroni N Chicken Salad,198.44,1.0
2026-01,2026-01-19,Shakes & Juices,Pineapple Juice,168.0,2.0
2026-01,2026-01-19,Shakes & Juices,Chikku Shake,89.0,1.0
2026-01,2026-01-19,Shakes & Juices,Watermelon Juice,84.0,1.0
2026-01,2026-01-19,Shakes & Juices,Mint Lime Juice,47.26,1.0
2026-01,2026-01-19,Soft Drinks,Pizza Upgrade,88.2,2.0
2026-01,2026-01-19,Soft Drinks,Pepsi@50rs,50.0,1.0
2026-01,2026-01-19,Soft Drinks,Pepsi@40rs,40.0,1.0
2026-01,2026-01-19,Soft Drinks,Pepsi 250ml Pet,20.0,1.0
2026-01,2026-01-19,Veg Pizza,Veg Tandoori Paneer Pizza (9 Inch),498.76,1.0
2026-01,2026-01-19,Veg Pizza,5 Cheese Pizza (9 Inch),467.26,1.0
2026-01,2026-01-20,Burger,Regular Chicken Burger,441.02,4.0
2026-01,2026-01-20,Burger,Burger Combo @ 179,187.94,1.0
2026-01,2026-01-20,Burger,Burger Combo @ 169,177.44,1.0
2026-01,2026-01-20,Combos,2 Large Non-veg@1149,1332.46,1.0
2026-01,2026-01-20,Combos,Combo Delight Non-veg,595.3399999999999,3.0
2026-01,2026-01-20,Combos,Super Saver Meal Medium,523.96,1.0
2026-01,2026-01-20,Combos,2 Regular Veg@349,366.46,1.0
2026-01,2026-01-20,Garlic Bread,Garlic Bread With Cheese,162.76,1.0
2026-01,2026-01-20,Munchies,French Fries,399.04,4.0
2026-01,2026-01-20,Munchies,Loaded Fries,194.26,1.0
2026-01,2026-01-20,Munchies,Chicken Popcorn,141.76,1.0
2026-01,2026-01-20,Non Veg Pizza,Chicken Pepperoni (9 Inch),1144.52,2.0
2026-01,2026-01-20,Non Veg Pizza,Hot Chicken Pizza (9 Inch),934.52,2.0
2026-01,2026-01-20,Non Veg Pizza,New York Pizza (7 Inch),661.52,2.0
2026-01,2026-01-20,Non Veg Pizza,Mambo Combo Pizza (9 Inch),572.26,1.0
2026-01,2026-01-20,Non Veg Pizza,Hot Chicken Pizza (7 Inch),514.52,2.0
2026-01,2026-01-20,Non Veg Pizza,Bbq Chicken Pizza (9 Inch),498.76,1.0
2026-01,2026-01-20,Non Veg Pizza,Schezwan Chicken (9 Inch),498.76,1.0
2026-01,2026-01-20,Non Veg Pizza,BBQ & Onion Pizza (9 Inch),467.26,1.0
2026-01,2026-01-20,Non Veg Pizza,Mexicana Pizza (7 Inch),313.96,1.0
2026-01,2026-01-20,Non Veg Pizza,Cheese N Corn Chicken (7 Inch),257.26,1.0
2026-01,2026-01-20,Pasta,Chicken Pasta,288.76,1.0
2026-01,2026-01-20,Pasta,Veg Pasta,257.26,1.0
2026-01,2026-01-20,Salad,Macaroni N Chicken Salad,198.44,1.0
2026-01,2026-01-20,Shakes & Juices,Tender Coconut,396.0,4.0
2026-01,2026-01-20,Shakes & Juices,Mint Lime Juice,189.01999999999998,4.0
2026-01,2026-01-20,Shakes & Juices,Chikku Shake,89.0,1.0
2026-01,2026-01-20,Shakes & Juices,Pineapple Juice,84.0,1.0
2026-01,2026-01-20,Soft Drinks,Soda,80.0,4.0
2026-01,2026-01-20,Soft Drinks,Mdew@40rs,40.0,1.0
2026-01,2026-01-20,Soft Drinks,Mdew 250ml Pet,20.0,1.0
2026-01,2026-01-20,Soft Drinks,Mineral Water,20.0,1.0
2026-01,2026-01-20,Soft Drinks,Pepsi 250ml Pet,20.0,1.0
2026-01,2026-01-20,Veg Pizza,Supreme Veg Pizza (12 Inch),719.26,1.0
2026-01,2026-01-20,Veg Pizza,Las Vegas Pizza (9 Inch),467.26,1.0
2026-01,2026-01-20,Veg Pizza,Las Vegas Pizza (7 Inch),246.76,1.0
2026-01,2026-01-21,Burger,Regular Chicken Burger,220.52,2.0
2026-01,2026-01-21,Burger,Burger Combo @ 179,187.94,1.0
2026-01,2026-01-21,Combos,2 Regular Non-veg@409,1885.8400000000001,4.0
2026-01,2026-01-21,Combos,Super Saver Meal Medium,1047.92,2.0
2026-01,2026-01-21,Combos,2 Medium Non-veg@759,796.96,1.0
2026-01,2026-01-21,Combos,2 Medium Veg@699,733.96,1.0
2026-01,2026-01-21,Combos,Non Veg Meal For 2,681.46,1.0
2026-01,2026-01-21,Combos,Super Saver Meal Regular,627.92,2.0
2026-01,2026-01-21,Combos,Delicious Combo Delight Regular,471.46,1.0
2026-01,2026-01-21,Garlic Bread,Garlic Bread With Cheese,162.76,1.0
2026-01,2026-01-21,Mojitos,Green Apple,207.92,2.0
2026-01,2026-01-21,Mojitos,Blue Mojito,103.96,1.0
2026-01,2026-01-21,Mojitos,Passion Fruit,103.96,1.0
2026-01,2026-01-21,Mojitos,Water Melon,103.96,1.0
2026-01,2026-01-21,Munchies,French Fries,199.52,2.0
2026-01,2026-01-21,Non Veg Pizza,Chicken Pepperoni (12 Inch),761.26,1.0
2026-01,2026-01-21,Non Veg Pizza,Tandoori Chicken Pizza (9 Inch),498.76,1.0
2026-01,2026-01-21,Non Veg Pizza,BBQ & Onion Pizza (9 Inch),467.26,1.0
2026-01,2026-01-21,Non Veg Pizza,Butter Chicken Pizza (7 Inch),313.96,1.0
2026-01,2026-01-21,Non Veg Pizza,Tandoori Chicken Pizza (7 Inch),313.96,1.0
2026-01,2026-01-21,Non Veg Pizza,Cheese N Corn Chicken (7 Inch),257.26,1.0
2026-01,2026-01-21,Non Veg Pizza,Hot Chicken Pizza (7 Inch),257.26,1.0
2026-01,2026-01-21,Pasta,Chicken Pasta,288.76,1.0
2026-01,2026-01-21,Salad,Cheese N Macaroni Salad,166.96,1.0
2026-01,2026-01-21,Soft Drinks,7up@40rs,80.0,2.0
2026-01,2026-01-21,Soft Drinks,Pizza Upgrade,63.0,1.0
2026-01,2026-01-21,Veg Pizza,Hot Passion Pizza (7 Inch),283.5,1.0
2026-01,2026-01-21,Veg Pizza,5 Cheese Pizza (7 Inch),246.76,1.0
2026-01,2026-01-21,Veg Pizza,Margherita Pizza (7 Inch),141.76,1.0
2026-01,2026-01-22,Burger,Regular Chicken Burger,1102.52,10.0
2026-01,2026-01-22,Burger,Burger Combo @ 179,375.9,2.0
2026-01,2026-01-22,Combos,Super Saver Meal Regular,627.92,2.0
2026-01,2026-01-22,Combos,Combo Delight Non-veg,396.88,2.0
2026-01,2026-01-22,Desserts,Brownie With Ice Cream,198.44,1.0
2026-01,2026-01-22,Munchies,French Fries,299.28000000000003,3.0
2026-01,2026-01-22,Munchies,Loaded Fries,194.26,1.0
2026-01,2026-01-22,Non Veg Pizza,Chicken Pepperoni (9 Inch),1144.5,2.0
2026-01,2026-01-22,Non Veg Pizza,Meat Feast Pizza (12 Inch),761.26,1.0
2026-01,2026-01-22,Non Veg Pizza,Hot Treat Pizza (12 Inch),719.26,1.0
2026-01,2026-01-22,Non Veg Pizza,Red Indian Pizza (7 Inch),627.92,2.0
2026-01,2026-01-22,Non Veg Pizza,Chicken Tikka Butter Masala (9 Inch),498.76,1.0
2026-01,2026-01-22,Non Veg Pizza,Mexicana Pizza (9 Inch),498.76,1.0
2026-01,2026-01-22,Non Veg Pizza,Chicken Pepperoni (7 Inch),330.76,1.0
2026-01,2026-01-22,Non Veg Pizza,Mexicana Pizza (7 Inch),313.96,1.0
2026-01,2026-01-22,Non Veg Pizza,Schezwan Chicken (7 Inch),313.96,1.0
2026-01,2026-01-22,Non Veg Pizza,Cheese N Corn Chicken (7 Inch),257.26,1.0
2026-01,2026-01-22,Non Veg Pizza,Hot Chicken Pizza (7 Inch),257.26,1.0
2026-01,2026-01-22,Pasta,Chicken Pasta,288.76,1.0
2026-01,2026-01-22,Shakes & Juices,Pineapple Juice,168.0,2.0
2026-01,2026-01-22,Shakes & Juices,Watermelon Juice,168.0,2.0
2026-01,2026-01-22,Shakes & Juices,Chikku Shake,89.0,1.0
2026-01,2026-01-22,Soft Drinks,Pepsi@50rs,50.0,1.0
2026-01,2026-01-22,Soft Drinks,7up 250ml Pet,40.0,2.0
2026-01,2026-01-22,Soft Drinks,Mdew 330ml Can,40.0,1.0
2026-01,2026-01-22,Soft Drinks,Mdew@40rs,40.0,1.0
2026-01,2026-01-22,Soft Drinks,Mineral Water,20.0,1.0
2026-01,2026-01-22,Soft Drinks,Pepsi 250ml Pet,20.0,1.0
2026-01,2026-01-22,Soft Drinks,Slice 200ml,20.0,1.0
2026-01,2026-01-22,Sundaes,Butterscotch Sundae,208.94,1.0
2026-01,2026-01-22,Veg Pizza,Burn To Hell Pizza (12 Inch),719.26,1.0
2026-01,2026-01-22,Veg Pizza,Las Vegas Pizza (7 Inch),246.76,1.0
2026-01,2026-01-23,Burger,Burger Combo @ 169,354.9,2.0
2026-01,2026-01-23,Burger,Regular Chicken Burger,110.26,1.0
2026-01,2026-01-23,Combos,2 Regular Non-veg@409,984.9200000000001,2.0
2026-01,2026-01-23,Garlic Bread,Garlic Bread With Cheese,325.52,2.0
2026-01,2026-01-23,Munchies,Cheesy Fries,651.0,4.0
2026-01,2026-01-23,Munchies,French Fries,199.52,2.0
2026-01,2026-01-23,Munchies,Chicken Nuggets,136.5,1.0
2026-01,2026-01-23,Munchies,Hot Garlic Dip,63.0,2.0
2026-01,2026-01-23,Munchies,Peri Peri Dip,31.5,1.0
2026-01,2026-01-23,Non Veg Pizza,Mexicana Pizza (9 Inch),498.76,1.0
2026-01,2026-01-23,Non Veg Pizza,Bbq Chicken Pizza (7 Inch),355.96,1.0
2026-01,2026-01-23,Pasta,Veg Pasta,1286.28,5.0
2026-01,2026-01-23,Salad,Mixed Chicken Salad,198.44,1.0
2026-01,2026-01-23,Shakes & Juices,Chikku Shake,267.0,3.0
2026-01,2026-01-23,Shakes & Juices,Tender Coconut,198.0,2.0
2026-01,2026-01-23,Shakes & Juices,Mint Lime Juice,47.26,1.0
2026-01,2026-01-23,Soft Drinks,Pepsi@40rs,80.0,2.0
2026-01,2026-01-23,Soft Drinks,Mdew 250ml Pet,20.0,1.0
2026-01,2026-01-23,Soft Drinks,Mineral Water,20.0,1.0
2026-01,2026-01-23,Veg Pizza,Spicy N Hot Pizza (12 Inch),719.26,1.0
2026-01,2026-01-23,Veg Pizza,Plain Cheese Pizza (9 Inch),619.5,2.0
2026-01,2026-01-23,Veg Pizza,Margherita Pizza (12 Inch),498.76,1.0
2026-01,2026-01-23,Veg Pizza,Paneer Tikka Butter Masala (9 Inch),498.76,1.0
2026-01,2026-01-23,Veg Pizza,Spicy N Hot Pizza (9 Inch),498.76,1.0
2026-01,2026-01-23,Veg Pizza,Supreme Veg Pizza (9 Inch),498.76,1.0
2026-01,2026-01-23,Veg Pizza,Margherita Pizza (9 Inch),309.76,1.0
2026-01,2026-01-23,Veg Pizza,Plain Cheese Pizza (7 Inch),283.52,2.0
2026-01,2026-01-24,Burger,Burger Combo @ 169,887.24,5.0
2026-01,2026-01-24,Burger,Chicken Nuggets Burger,441.0,3.0
2026-01,2026-01-24,Burger,Regular Chicken Burger,330.78000000000003,3.0
2026-01,2026-01-24,Burger,Burger Combo @ 179,187.94,1.0
2026-01,2026-01-24,Combos,2 Regular Non-veg@409,1885.8400000000001,4.0
2026-01,2026-01-24,Combos,2 Medium Non-veg@759,1803.92,2.0
2026-01,2026-01-24,Combos,Super Saver Meal Medium,523.96,1.0
2026-01,2026-01-24,Combos,Delicious Combo Delight Regular,471.46,1.0
2026-01,2026-01-24,Combos,Super Saver Meal Regular,313.96,1.0
2026-01,2026-01-24,Combos,Combo Delight Non-veg,198.44,1.0
2026-01,2026-01-24,Combos,Combo Delight Veg,198.44,1.0
2026-01,2026-01-24,Desserts,Sizzling Brownie,215.26,1.0
2026-01,2026-01-24,Desserts,Brownie,120.76,1.0
2026-01,2026-01-24,Garlic Bread,Garlic Bread With Cheese,162.76,1.0
2026-01,2026-01-24,Garlic Bread,Garlic Bread,126.0,1.0
2026-01,2026-01-24,Mojitos,Blue Mojito,207.92,2.0
2026-01,2026-01-24,Mojitos,Green Apple,207.92,2.0
2026-01,2026-01-24,Mojitos,Passion Fruit,103.96,1.0
2026-01,2026-01-24,Munchies,French Fries,598.54,6.0
2026-01,2026-01-24,Munchies,Loaded Fries,582.78,3.0
2026-01,2026-01-24,Munchies,Chicken Nuggets,546.0,4.0
2026-01,2026-01-24,Munchies,Cheesy Fries,325.52,2.0
2026-01,2026-01-24,Non Veg Pizza,Cheese N Corn Chicken (7 Inch),1029.04,4.0
2026-01,2026-01-24,Non Veg Pizza,Mexicana Pizza (12 Inch),719.26,1.0
2026-01,2026-01-24,Non Veg Pizza,BBQ & Onion Pizza (12 Inch),687.76,1.0
2026-01,2026-01-24,Non Veg Pizza,Bbq Chicken Pizza (7 Inch),627.92,2.0
2026-01,2026-01-24,Non Veg Pizza,Bbq Chicken Pizza (9 Inch),498.76,1.0
2026-01,2026-01-24,Non Veg Pizza,Chicken Tikka Butter Masala (9 Inch),498.76,1.0
2026-01,2026-01-24,Non Veg Pizza,Hot Treat Pizza (9 Inch),498.76,1.0
2026-01,2026-01-24,Non Veg Pizza,Fiery Chicken Pizza (9 Inch),467.26,1.0
2026-01,2026-01-24,Non Veg Pizza,Mexicana Pizza (7 Inch),313.96,1.0
2026-01,2026-01-24,Non Veg Pizza,Red Indian Pizza (7 Inch),313.96,1.0
2026-01,2026-01-24,Non Veg Pizza,Hot Chicken Pizza (7 Inch),257.26,1.0
2026-01,2026-01-24,Pasta,Chicken Pasta,577.5,2.0
2026-01,2026-01-24,Pasta,Veg Pasta,257.26,1.0
2026-01,2026-01-24,Salad,Greek Salad,187.94,1.0
2026-01,2026-01-24,Shakes & Juices,Pineapple Juice,168.0,2.0
2026-01,2026-01-24,Shakes & Juices,Fresh Lime Juice,84.0,2.0
2026-01,2026-01-24,Shakes & Juices,Watermelon Juice,84.0,1.0
2026-01,2026-01-24,Soft Drinks,Pizza Upgrade,136.5,1.0
2026-01,2026-01-24,Soft Drinks,Soft Drink,120.0,6.0
2026-01,2026-01-24,Soft Drinks,Pepsi 250ml Pet,60.0,3.0
2026-01,2026-01-24,Soft Drinks,Pepsi@40rs,40.0,1.0
2026-01,2026-01-24,Soft Drinks,7up 250ml Pet,20.0,1.0
2026-01,2026-01-24,Soft Drinks,Slice 200ml,20.0,1.0
2026-01,2026-01-24,Veg Pizza,Mexican Veg Pizza (12 Inch),572.26,1.0
2026-01,2026-01-24,Veg Pizza,Paneer Tikka Butter Masala (9 Inch),498.76,1.0
2026-01,2026-01-24,Veg Pizza,Supreme Veg Pizza (7 Inch),313.96,1.0
2026-01,2026-01-24,Veg Pizza,Margherita Pizza (7 Inch),283.5,2.0
2026-01,2026-01-24,Veg Pizza,Las Vegas Pizza (7 Inch),246.76,1.0
2026-01,2026-01-24,Veg Pizza,Mexican Veg Pizza (7 Inch),215.26,1.0
2026-01,2026-01-24,Veg Pizza,Mushroom Delight Pizza (7 Inch),215.26,1.0
2026-01,2026-01-24,Veg Pizza,Plain Cheese Pizza (7 Inch),141.76,1.0
2026-01,2026-01-25,Burger,Regular Chicken Burger,661.52,6.0
2026-01,2026-01-25,Burger,Burger Combo @ 179,563.8399999999999,3.0
2026-01,2026-01-25,Burger,Veg Burger,378.0,4.0
2026-01,2026-01-25,Burger,Burger Combo @ 169,354.9,2.0
2026-01,2026-01-25,Combos,Super Saver Meal Medium,1571.8600000000001,3.0
2026-01,2026-01-25,Combos,2 Regular Non-veg@409,1414.38,3.0
2026-01,2026-01-25,Combos,2 Regular Veg@349,387.46,1.0
2026-01,2026-01-25,Combos,Combo Delight Non-veg,198.44,1.0
2026-01,2026-01-25,Desserts,Brownie With Ice Cream,396.88,2.0
2026-01,2026-01-25,Garlic Bread,Garlic Bread Supreme[non-veg],388.5,2.0
2026-01,2026-01-25,Garlic Bread,Garlic Bread With Cheese,162.76,1.0
2026-01,2026-01-25,Mojitos,Blue Mojito,103.96,1.0
2026-01,2026-01-25,Munchies,French Fries,892.54,8.0
2026-01,2026-01-25,Munchies,Loaded Fries,388.52,2.0
2026-01,2026-01-25,Munchies,Cheesy Fries,162.76,1.0
2026-01,2026-01-25,Munchies,Chicken Popcorn,141.76,1.0
2026-01,2026-01-25,Munchies,Chicken Nuggets,136.5,1.0
2026-01,2026-01-25,Non Veg Pizza,Bbq Chicken Pizza (12 Inch),2157.7799999999997,3.0
2026-01,2026-01-25,Non Veg Pizza,Mexicana Pizza (9 Inch),997.52,2.0
2026-01,2026-01-25,Non Veg Pizza,Hawaiian Chicken Pizza (12 Inch),761.26,1.0
2026-01,2026-01-25,Non Veg Pizza,New York Pizza (12 Inch),761.26,1.0
2026-01,2026-01-25,Non Veg Pizza,Mexicana Pizza (12 Inch),719.26,1.0
2026-01,2026-01-25,Non Veg Pizza,Tandoori Chicken Pizza (12 Inch),719.26,1.0
2026-01,2026-01-25,Non Veg Pizza,Bbq Chicken Pizza (7 Inch),627.92,2.0
2026-01,2026-01-25,Non Veg Pizza,Mexicana Pizza (7 Inch),627.92,2.0
2026-01,2026-01-25,Non Veg Pizza,Bbq Chicken Pizza (9 Inch),498.76,1.0
2026-01,2026-01-25,Non Veg Pizza,Butter Chicken Pizza (9 Inch),498.76,1.0
2026-01,2026-01-25,Non Veg Pizza,Mambo Combo Pizza (7 Inch),330.76,1.0
2026-01,2026-01-25,Non Veg Pizza,Chicken Tikka Butter Masala (7 Inch),313.96,1.0
2026-01,2026-01-25,Non Veg Pizza,Cheese N Corn Chicken (7 Inch),257.26,1.0
2026-01,2026-01-25,Non Veg Pizza,Hot Chicken Pizza (7 Inch),257.26,1.0
2026-01,2026-01-25,Pasta,Chicken Pasta,866.26,3.0
2026-01,2026-01-25,Pasta,Veg Pasta,514.52,2.0
2026-01,2026-01-25,Salad,Greek Chicken Salad[non-veg],198.44,1.0
2026-01,2026-01-25,Shakes & Juices,Chikku Shake,445.0,5.0
2026-01,2026-01-25,Shakes & Juices,Tender Coconut,297.0,3.0
2026-01,2026-01-25,Shakes & Juices,Mint Lime Juice,283.52,6.0
2026-01,2026-01-25,Shakes & Juices,Pineapple Juice,168.0,2.0
2026-01,2026-01-25,Shakes & Juices,Chocolate Shake,99.0,1.0
2026-01,2026-01-25,Shakes & Juices,Grapes Juice,84.0,1.0
2026-01,2026-01-25,Shakes & Juices,Fresh Lime Juice,42.0,1.0
2026-01,2026-01-25,Soft Drinks,Mineral Water,140.0,7.0
2026-01,2026-01-25,Soft Drinks,7up 330ml Can,80.0,2.0
2026-01,2026-01-25,Soft Drinks,7up@40rs,80.0,2.0
2026-01,2026-01-25,Soft Drinks,Pepsi@50rs,50.0,1.0
2026-01,2026-01-25,Soft Drinks,Pepsi@40rs,40.0,1.0
2026-01,2026-01-25,Soft Drinks,Soft Drink,30.0,1.0
2026-01,2026-01-25,Soft Drinks,7up 250ml Pet,20.0,1.0
2026-01,2026-01-25,Veg Pizza,Paneer Tikka Butter Masala (9 Inch),498.76,1.0
2026-01,2026-01-25,Veg Pizza,Spicy N Hot Pizza (9 Inch),498.76,1.0
2026-01,2026-01-25,Veg Pizza,Mushroom Delight Pizza (9 Inch),404.26,1.0
2026-01,2026-01-25,Veg Pizza,Tomatino Pizza (9 Inch),404.26,1.0
2026-01,2026-01-25,Veg Pizza,Supreme Veg Pizza (7 Inch),313.96,1.0
2026-01,2026-01-25,Veg Pizza,Veg Tandoori Paneer Pizza (7 Inch),313.96,1.0
2026-01,2026-01-25,Veg Pizza,Mexican Veg Pizza (7 Inch),215.26,1.0
2026-01,2026-01-25,Veg Pizza,Plain Cheese Pizza (7 Inch),141.76,1.0
2026-01,2026-01-26,Burger,Regular Chicken Burger,330.78000000000003,3.0
2026-01,2026-01-26,Burger,Burger Combo @ 179,187.94,1.0
2026-01,2026-01-26,Combos,2 Regular Non-veg@409,858.92,2.0
2026-01,2026-01-26,Combos,2 Medium Non-veg@759,796.96,1.0
2026-01,2026-01-26,Combos,Delicious Combo Delight Regular,471.46,1.0
2026-01,2026-01-26,Combos,2 Regular Veg@349,366.46,1.0
2026-01,2026-01-26,Combos,Super Saver Meal Regular,313.96,1.0
2026-01,2026-01-26,Combos,Non Veg Meal For 1,303.46,1.0
2026-01,2026-01-26,Desserts,Brownie,362.28000000000003,3.0
2026-01,2026-01-26,Desserts,Brownie With Ice Cream,198.44,1.0
2026-01,2026-01-26,Mojitos,Fresh Garden Mint,103.96,1.0
2026-01,2026-01-26,Mojitos,Green Apple,103.96,1.0
2026-01,2026-01-26,Mojitos,Passion Fruit,103.96,1.0
2026-01,2026-01-26,Munchies,Loaded Fries,582.78,3.0
2026-01,2026-01-26,Munchies,Cheesy Fries,325.52,2.0
2026-01,2026-01-26,Munchies,Chicken Popcorn,141.76,1.0
2026-01,2026-01-26,Munchies,Chicken Nuggets,136.5,1.0
2026-01,2026-01-26,Munchies,French Fries,99.76,1.0
2026-01,2026-01-26,Non Veg Pizza,Fiery Chicken Pizza (12 Inch),687.76,1.0
2026-01,2026-01-26,Non Veg Pizza,Italian Feast Pizza (9 Inch),614.26,1.0
2026-01,2026-01-26,Non Veg Pizza,BBQ & Onion Pizza (9 Inch),467.26,1.0
2026-01,2026-01-26,Non Veg Pizza,Fiery Chicken Pizza (9 Inch),467.26,1.0
2026-01,2026-01-26,Non Veg Pizza,5 Chicken Pizza (7 Inch),330.76,1.0
2026-01,2026-01-26,Non Veg Pizza,Bbq Chicken Pizza (7 Inch),313.96,1.0
2026-01,2026-01-26,Non Veg Pizza,Mexicana Pizza (7 Inch),313.96,1.0
2026-01,2026-01-26,Non Veg Pizza,Tandoori Chicken Pizza (7 Inch),313.96,1.0
2026-01,2026-01-26,Non Veg Pizza,BBQ & Onion Pizza (7 Inch),257.26,1.0
2026-01,2026-01-26,Non Veg Pizza,Cheese N Corn Chicken (7 Inch),257.26,1.0
2026-01,2026-01-26,Non Veg Pizza,Fiery Chicken Pizza (7 Inch),257.26,1.0
2026-01,2026-01-26,Pasta,Chicken Pasta,288.76,1.0
2026-01,2026-01-26,Shakes & Juices,Pineapple Juice,168.0,2.0
2026-01,2026-01-26,Shakes & Juices,Fresh Lime Juice,126.0,3.0
2026-01,2026-01-26,Shakes & Juices,Chocolate Shake,99.0,1.0
2026-01,2026-01-26,Shakes & Juices,Chikku Shake,89.0,1.0
2026-01,2026-01-26,Shakes & Juices,Watermelon Juice,84.0,1.0
2026-01,2026-01-26,Shakes & Juices,Mint Lime Juice,47.26,1.0
2026-01,2026-01-26,Soft Drinks,Pepsi 250ml Pet,60.0,3.0
2026-01,2026-01-26,Soft Drinks,7up@40rs,40.0,1.0
2026-01,2026-01-26,Veg Pizza,Supreme Veg Pizza (7 Inch),941.8799999999999,3.0
2026-01,2026-01-26,Veg Pizza,Paneer Tikka Butter Masala (9 Inch),498.76,1.0
2026-01,2026-01-26,Veg Pizza,Veg Tandoori Paneer Pizza (7 Inch),313.96,1.0
2026-01,2026-01-26,Veg Pizza,Plain Cheese Pizza (9 Inch),309.76,1.0
2026-01,2026-01-26,Veg Pizza,Mexican Veg Pizza (7 Inch),215.26,1.0
2026-01,2026-01-26,Veg Pizza,Mushroom Delight Pizza (7 Inch),215.26,1.0
2026-01,2026-01-26,Veg Pizza,Veg Bite Pizza (7 Inch),215.26,1.0
2026-01,2026-01-27,Burger,Burger Combo @ 179,375.88,2.0
2026-01,2026-01-27,Combos,2 Regular Non-veg@409,942.9200000000001,2.0
2026-01,2026-01-27,Combos,Super Saver Meal Regular,627.92,2.0
2026-01,2026-01-27,Combos,Combo Delight Non-veg,198.44,1.0
2026-01,2026-01-27,Desserts,Brownie,120.76,1.0
2026-01,2026-01-27,Mojitos,Passion Fruit,103.96,1.0
2026-01,2026-01-27,Munchies,French Fries,99.76,1.0
2026-01,2026-01-27,Non Veg Pizza,Bbq Chicken Pizza (12 Inch),719.26,1.0
2026-01,2026-01-27,Non Veg Pizza,Tandoori Chicken Pizza (12 Inch),719.26,1.0
2026-01,2026-01-27,Non Veg Pizza,New York Pizza (9 Inch),572.26,1.0
2026-01,2026-01-27,Non Veg Pizza,Bbq Chicken Pizza (9 Inch),498.76,1.0
2026-01,2026-01-27,Non Veg Pizza,Mexicana Pizza (9 Inch),498.76,1.0
2026-01,2026-01-27,Non Veg Pizza,Mexicana Pizza (7 Inch),376.96,1.0
2026-01,2026-01-27,Non Veg Pizza,5 Chicken Pizza (7 Inch),330.76,1.0
2026-01,2026-01-27,Non Veg Pizza,BBQ & Onion Pizza (7 Inch),257.26,1.0
2026-01,2026-01-27,Non Veg Pizza,Cheese N Corn Chicken (7 Inch),257.26,1.0
2026-01,2026-01-27,Pasta,Veg Pasta,257.26,1.0
2026-01,2026-01-27,Shakes & Juices,Chocolate Shake,198.0,2.0
2026-01,2026-01-27,Shakes & Juices,Chikku Shake,178.0,2.0
2026-01,2026-01-27,Shakes & Juices,Fresh Lime Juice,42.0,1.0
2026-01,2026-01-27,Soft Drinks,Pepsi 330ml Can,40.0,1.0
2026-01,2026-01-27,Soft Drinks,Pizza Upgrade,31.5,1.0
2026-01,2026-01-27,Soft Drinks,7up 250ml Pet,20.0,1.0
2026-01,2026-01-27,Veg Pizza,Margherita Pizza (7 Inch),141.76,1.0
2026-01,2026-01-28,Burger,Burger Combo @ 169,532.3399999999999,3.0
