Month_code,Order_Date,Category,Item_Name,Sales_Amount,Qty
2026-01,2026-01-09,Veg Pizza,Veg Tandoori Paneer Pizza (9 Inch),498.76,1.0
2026-01,2026-01-09,Veg Pizza,Mexican Veg Pizza (7 Inch),215.26,1.0
2026-01,2026-01-09,Veg Pizza,Mushroom Delight Pizza (7 Inch),215.26,1.0
2026-01,2026-01-10,Burger,Regular Chicken Burger,661.5,6.0
2026-01,2026-01-10,Burger,Burger Combo @ 199,208.94,1.0
2026-01,2026-01-10,Combos,2 Medium Non-veg@759,1803.92,2.0
2026-01,2026-01-10,Combos,2 Regular Non-veg@409,858.92,2.0
2026-01,2026-01-10,Combos,Super Saver Meal Regular,313.96,1.0
2026-01,2026-01-10,Combos,Non Veg Meal For 1,303.46,1.0
2026-01,2026-01-10,Combos,Combo Delight Non-veg,198.44,1.0
2026-01,2026-01-10,Garlic Bread,Garlic Bread With Cheese,325.52,2.0
2026-01,2026-01-10,Garlic Bread,Garlic Bread,126.0,1.0
2026-01,2026-01-10,Mojitos,Fresh Garden Mint,103.96,1.0
2026-01,2026-01-10,Munchies,French Fries,997.56,10.0
2026-01,2026-01-10,Munchies,Loaded Fries,194.26,1.0
2026-01,2026-01-10,Munchies,Chicken Nuggets,136.5,1.0
2026-01,2026-01-10,Munchies,Hot Garlic Dip,63.0,2.0
2026-01,2026-01-10,Non Veg Pizza,Italian Feast Pizza (12 Inch),792.76,1.0
2026-01,2026-01-10,Non Veg Pizza,Chicken Tikka Butter Masala (12 Inch),719.26,1.0
2026-01,2026-01-10,Non Veg Pizza,Mexicana Pizza (7 Inch),627.92,2.0
2026-01,2026-01-10,Non Veg Pizza,5 Chicken Pizza (9 Inch),572.26,1.0
2026-01,2026-01-10,Non Veg Pizza,Chicken Pepperoni (9 Inch),572.26,1.0
2026-01,2026-01-10,Non Veg Pizza,New York Pizza (9 Inch),572.26,1.0
2026-01,2026-01-10,Non Veg Pizza,Cheese N Corn Chicken (7 Inch),514.52,2.0
2026-01,2026-01-10,Non Veg Pizza,Hot Chicken Pizza (7 Inch),514.52,2.0
2026-01,2026-01-10,Non Veg Pizza,Chicken Tikka Butter Masala (9 Inch),498.76,1.0
2026-01,2026-01-10,Non Veg Pizza,Mexicana Pizza (9 Inch),498.76,1.0
2026-01,2026-01-10,Non Veg Pizza,Tandoori Chicken Pizza (9 Inch),498.76,1.0
2026-01,2026-01-10,Non Veg Pizza,Hot Chicken Pizza (9 Inch),467.26,1.0
2026-01,2026-01-10,Non Veg Pizza,Butter Chicken Pizza (7 Inch),313.96,1.0
2026-01,2026-01-10,Non Veg Pizza,Fiery Chicken Pizza (7 Inch),257.26,1.0
2026-01,2026-01-10,Pasta,Chicken Pasta,866.28,3.0
2026-01,2026-01-10,Salad,Coleslaw Salad,145.96,1.0
2026-01,2026-01-10,Shakes & Juices,Fresh Lime Juice,126.0,3.0
2026-01,2026-01-10,Shakes & Juices,Chikku Shake,89.0,1.0
2026-01,2026-01-10,Shakes & Juices,Grapes Juice,84.0,1.0
2026-01,2026-01-10,Soft Drinks,Pepsi@40rs,120.0,3.0
2026-01,2026-01-10,Soft Drinks,7up 250ml Pet,60.0,3.0
2026-01,2026-01-10,Soft Drinks,Mdew@40rs,40.0,1.0
2026-01,2026-01-10,Soft Drinks,Slice 200ml,40.0,2.0
2026-01,2026-01-10,Soft Drinks,Soft Drink,30.0,1.0
2026-01,2026-01-10,Soft Drinks,Pepsi 250ml Pet,20.0,1.0
2026-01,2026-01-10,Veg Pizza,Paneer Tikka Butter Masala (12 Inch),719.26,1.0
2026-01,2026-01-10,Veg Pizza,Schezwan Paneer (12 Inch),719.26,1.0
2026-01,2026-01-10,Veg Pizza,Supreme Veg Pizza (12 Inch),719.26,1.0
2026-01,2026-01-10,Veg Pizza,Veg Tandoori Paneer Pizza (9 Inch),498.76,1.0
2026-01,2026-01-10,Veg Pizza,Mexican Veg Pizza (9 Inch),404.26,1.0
2026-01,2026-01-10,Veg Pizza,Mexican Veg Pizza (7 Inch),215.26,1.0
2026-01,2026-01-11,Burger,Regular Chicken Burger,771.76,7.0
2026-01,2026-01-11,Combos,2 Regular Non-veg@409,1372.38,3.0
2026-01,2026-01-11,Combos,Non Veg Meal For 4,870.46,1.0
2026-01,2026-01-11,Combos,Delicious Combo Delight Regular,471.46,1.0
2026-01,2026-01-11,Mojitos,Blue Mojito,103.96,1.0
2026-01,2026-01-11,Munchies,French Fries,199.52,2.0
2026-01,2026-01-11,Munchies,Chilly Potato Shots,152.26,1.0
2026-01,2026-01-11,Munchies,Chicken Nuggets,136.5,1.0
2026-01,2026-01-11,Non Veg Pizza,Bbq Chicken Pizza (12 Inch),719.26,1.0
2026-01,2026-01-11,Non Veg Pizza,Schezwan Chicken (9 Inch),498.76,1.0
2026-01,2026-01-11,Non Veg Pizza,Cheese N Corn Chicken (9 Inch),467.26,1.0
2026-01,2026-01-11,Non Veg Pizza,Butter Chicken Pizza (7 Inch),313.96,1.0
2026-01,2026-01-11,Non Veg Pizza,Chicken Kheema Pizza (7 Inch),313.96,1.0
2026-01,2026-01-11,Non Veg Pizza,Chicken Tikka Butter Masala (7 Inch),313.96,1.0
2026-01,2026-01-11,Non Veg Pizza,Hot Chicken Pizza (7 Inch),257.26,1.0
2026-01,2026-01-11,Salad,Greek Salad,187.94,1.0
2026-01,2026-01-11,Shakes & Juices,Chocolate Shake,297.0,3.0
2026-01,2026-01-11,Shakes & Juices,Chikku Shake,89.0,1.0
2026-01,2026-01-11,Shakes & Juices,Fresh Lime Juice,84.0,2.0
2026-01,2026-01-11,Shakes & Juices,Grapes Juice,84.0,1.0
2026-01,2026-01-11,Shakes & Juices,Watermelon Juice,84.0,1.0
2026-01,2026-01-11,Soft Drinks,7up @50rs,100.0,2.0
2026-01,2026-01-11,Soft Drinks,Soft Drink,90.0,2.0
2026-01,2026-01-11,Soft Drinks,Pepsi@40rs,40.0,1.0
2026-01,2026-01-11,Soft Drinks,7up 250ml Pet,20.0,1.0
2026-01,2026-01-11,Veg Pizza,Supreme Veg Pizza (9 Inch),498.76,1.0
2026-01,2026-01-11,Veg Pizza,Margherita Pizza (9 Inch),309.76,1.0
2026-01,2026-01-11,Veg Pizza,Las Vegas Pizza (7 Inch),288.76,1.0
2026-01,2026-01-11,Veg Pizza,Hot Passion Pizza (7 Inch),246.76,1.0
2026-01,2026-01-11,Veg Pizza,Mushroom Delight Pizza (7 Inch),215.26,1.0
2026-01,2026-01-11,Veg Pizza,Veg Bite Pizza (7 Inch),215.26,1.0
2026-01,2026-01-11,Veg Pizza,Plain Cheese Pizza (7 Inch),141.76,1.0
2026-01,2026-01-12,Burger,Burger Combo @ 179,375.88,2.0
2026-01,2026-01-12,Burger,Burger Combo @ 169,177.44,1.0
2026-01,2026-01-12,Burger,Regular Chicken Burger,110.26,1.0
2026-01,2026-01-12,Burger,Veg Burger,94.5,1.0
2026-01,2026-01-12,Combos,Combo Delight Non-veg,595.3199999999999,3.0
2026-01,2026-01-12,Combos,Super Saver Meal Regular,313.96,1.0
2026-01,2026-01-12,Desserts,Brownie,120.76,1.0
2026-01,2026-01-12,Garlic Bread,Garlic Bread With Cheese,488.26,3.0
2026-01,2026-01-12,Mojitos,Passion Fruit,311.86,3.0
2026-01,2026-01-12,Mojitos,Fresh Garden Mint,207.9,2.0
2026-01,2026-01-12,Munchies,Potato Wedges,488.26,3.0
2026-01,2026-01-12,Munchies,Chilly Potato Shots,152.26,1.0
2026-01,2026-01-12,Munchies,Chicken Nuggets,136.5,1.0
2026-01,2026-01-12,Munchies,French Fries,99.76,1.0
2026-01,2026-01-12,Non Veg Pizza,Bbq Chicken Pizza (12 Inch),1438.52,2.0
2026-01,2026-01-12,Non Veg Pizza,Butter Chicken Pizza (9 Inch),997.52,2.0
2026-01,2026-01-12,Non Veg Pizza,Chicken Tikka Butter Masala (7 Inch),941.8799999999999,3.0
2026-01,2026-01-12,Non Veg Pizza,Chicken Pepperoni (12 Inch),761.26,1.0
2026-01,2026-01-12,Non Veg Pizza,Mambo Combo Pizza (12 Inch),761.26,1.0
2026-01,2026-01-12,Non Veg Pizza,New York Pizza (12 Inch),761.26,1.0
2026-01,2026-01-12,Non Veg Pizza,Tandoori Chicken Pizza (12 Inch),719.26,1.0
2026-01,2026-01-12,Non Veg Pizza,Red Indian Pizza (9 Inch),498.76,1.0
2026-01,2026-01-12,Non Veg Pizza,Cheese N Corn Chicken (9 Inch),467.26,1.0
2026-01,2026-01-12,Non Veg Pizza,Red Indian Pizza (7 Inch),313.96,1.0
2026-01,2026-01-12,Non Veg Pizza,Tandoori Chicken Pizza (7 Inch),313.96,1.0
2026-01,2026-01-12,Non Veg Pizza,BBQ & Onion Pizza (7 Inch),257.26,1.0
2026-01,2026-01-12,Non Veg Pizza,Hot Chicken Pizza (7 Inch),257.26,1.0
2026-01,2026-01-12,Pasta,Chicken Pasta,866.28,3.0
2026-01,2026-01-12,Pasta,Veg Pasta,257.26,1.0
2026-01,2026-01-12,Salad,Cheese N Macaroni Salad,166.96,1.0
2026-01,2026-01-12,Shakes & Juices,Chikku Shake,267.0,3.0
2026-01,2026-01-12,Shakes & Juices,Mint Lime Juice,141.76,3.0
2026-01,2026-01-12,Shakes & Juices,Pineapple Juice,84.0,1.0
2026-01,2026-01-12,Soft Drinks,Soft Drink,110.0,2.0
2026-01,2026-01-12,Soft Drinks,Mdew 330ml Can,40.0,1.0
2026-01,2026-01-12,Soft Drinks,Pepsi@40rs,40.0,1.0
2026-01,2026-01-12,Soft Drinks,Mineral Water,20.0,1.0
2026-01,2026-01-12,Soft Drinks,Pepsi 250ml Pet,20.0,1.0
2026-01,2026-01-12,Veg Pizza,Supreme Veg Pizza (9 Inch),997.52,2.0
2026-01,2026-01-12,Veg Pizza,Paneer Tikka Butter Masala (9 Inch),498.76,1.0
2026-01,2026-01-12,Veg Pizza,Schezwan Paneer (9 Inch),498.76,1.0
2026-01,2026-01-12,Veg Pizza,Burn To Hell Pizza (7 Inch),313.96,1.0
2026-01,2026-01-12,Veg Pizza,Paneer Tikka Butter Masala (7 Inch),313.96,1.0
2026-01,2026-01-12,Veg Pizza,Veg Tandoori Paneer Pizza (7 Inch),313.96,1.0
2026-01,2026-01-12,Veg Pizza,Plain Cheese Pizza (7 Inch),141.76,1.0
2026-01,2026-01-13,Burger,Regular Chicken Burger,330.78000000000003,3.0
2026-01,2026-01-13,Burger,Burger Combo @ 179,187.94,1.0
2026-01,2026-01-13,Burger,Chicken Nuggets Burger,147.0,1.0
2026-01,2026-01-13,Burger,Veg Burger,94.5,1.0
2026-01,2026-01-13,Combos,2 Regular Non-veg@409,1414.38,3.0
2026-01,2026-01-13,Combos,Delicious Combo Delight Medium,1362.92,2.0
2026-01,2026-01-13,Combos,Super Saver Meal Regular,627.92,2.0
2026-01,2026-01-13,Combos,Combo Delight Non-veg,198.44,1.0
2026-01,2026-01-13,Mojitos,Green Apple,207.92,2.0
2026-01,2026-01-13,Mojitos,Cucumber,103.96,1.0
2026-01,2026-01-13,Mojitos,Strawberry,103.96,1.0
2026-01,2026-01-13,Munchies,Cheesy Fries,162.76,1.0
2026-01,2026-01-13,Non Veg Pizza,Hot Chicken Pizza (12 Inch),687.76,1.0
2026-01,2026-01-13,Non Veg Pizza,Bbq Chicken Pizza (9 Inch),498.76,1.0
2026-01,2026-01-13,Non Veg Pizza,Butter Chicken Pizza (9 Inch),498.76,1.0
2026-01,2026-01-13,Non Veg Pizza,Mexicana Pizza (9 Inch),498.76,1.0
2026-01,2026-01-13,Non Veg Pizza,Schezwan Chicken (9 Inch),498.76,1.0
2026-01,2026-01-13,Non Veg Pizza,Mambo Combo Pizza (7 Inch),330.76,1.0
2026-01,2026-01-13,Non Veg Pizza,Bbq Chicken Pizza (7 Inch),313.96,1.0
2026-01,2026-01-13,Non Veg Pizza,Hot Treat Pizza (7 Inch),313.96,1.0
2026-01,2026-01-13,Non Veg Pizza,Tandoori Chicken Pizza (7 Inch),313.96,1.0
2026-01,2026-01-13,Non Veg Pizza,Hot Chicken Pizza (7 Inch),257.26,1.0
2026-01,2026-01-13,Pasta,Chicken Pasta,577.52,2.0
2026-01,2026-01-13,Pasta,Veg Pasta,257.26,1.0
2026-01,2026-01-13,Salad,Roasted Chicken Salad,187.94,1.0
2026-01,2026-01-13,Shakes & Juices,Mint Lime Juice,94.5,2.0
2026-01,2026-01-13,Soft Drinks,Soft Drink,40.0,2.0
2026-01,2026-01-13,Soft Drinks,Slice 200ml,20.0,1.0
2026-01,2026-01-13,Veg Pizza,Mexican Veg Pizza (9 Inch),404.26,1.0
2026-01,2026-01-13,Veg Pizza,Schezwan Paneer (7 Inch),313.96,1.0
2026-01,2026-01-13,Veg Pizza,Mushroom Delight Pizza (7 Inch),215.26,1.0
2026-01,2026-01-13,Veg Pizza,Veg Bite Pizza (7 Inch),215.26,1.0
2026-01,2026-01-13,Veg Pizza,Margherita Pizza (7 Inch),141.76,1.0
2026-01,2026-01-14,Burger,Regular Chicken Burger,1323.02,12.0
2026-01,2026-01-14,Burger,Burger Combo @ 199,417.9,2.0
2026-01,2026-01-14,Burger,Burger Combo @ 179,187.94,1.0
2026-01,2026-01-14,Burger,Burger Combo @ 169,177.44,1.0
2026-01,2026-01-14,Combos,2 Regular Non-veg@409,942.9200000000001,2.0
2026-01,2026-01-14,Combos,Super Saver Meal Medium,523.96,1.0
2026-01,2026-01-14,Desserts,Brownie With Ice Cream,396.88,2.0
2026-01,2026-01-14,Mojitos,Blue Mojito,311.86,3.0
2026-01,2026-01-14,Munchies,French Fries,199.52,2.0
2026-01,2026-01-14,Munchies,Loaded Fries,194.26,1.0
2026-01,2026-01-14,Munchies,Cheesy Fries,162.76,1.0
2026-01,2026-01-14,Munchies,Chicken Nuggets,136.5,1.0
2026-01,2026-01-14,Non Veg Pizza,Bbq Chicken Pizza (12 Inch),719.26,1.0
2026-01,2026-01-14,Non Veg Pizza,Tandoori Chicken Pizza (12 Inch),719.26,1.0
2026-01,2026-01-14,Non Veg Pizza,Bbq Chicken Pizza (9 Inch),498.76,1.0
2026-01,2026-01-14,Non Veg Pizza,Red Indian Pizza (9 Inch),498.76,1.0
2026-01,2026-01-14,Non Veg Pizza,Cheese N Corn Chicken (9 Inch),467.26,1.0
2026-01,2026-01-14,Non Veg Pizza,Mexicana Pizza (7 Inch),313.96,1.0
2026-01,2026-01-14,Non Veg Pizza,Tandoori Chicken Pizza (7 Inch),313.96,1.0
2026-01,2026-01-14,Non Veg Pizza,Cheese N Corn Chicken (7 Inch),257.26,1.0
2026-01,2026-01-14,Pasta,Chicken Pasta,866.28,3.0
2026-01,2026-01-14,Shakes & Juices,Tender Coconut,99.0,1.0
2026-01,2026-01-14,Shakes & Juices,Chikku Shake,89.0,1.0
2026-01,2026-01-14,Shakes & Juices,Watermelon Juice,84.0,1.0
2026-01,2026-01-14,Soft Drinks,7up @50rs,50.0,1.0
2026-01,2026-01-14,Soft Drinks,Slice 200ml,20.0,1.0
2026-01,2026-01-14,Veg Pizza,Veg Tandoori Paneer Pizza (12 Inch),719.26,1.0
2026-01,2026-01-14,Veg Pizza,Margherita Pizza (9 Inch),309.76,1.0
2026-01,2026-01-14,Veg Pizza,Plain Cheese Pizza (7 Inch),283.5,2.0
2026-01,2026-01-14,Veg Pizza,Veg Bite Pizza (7 Inch),215.26,1.0
2026-01,2026-01-15,Burger,Burger Combo @ 179,563.8399999999999,3.0
2026-01,2026-01-15,Burger,Veg Burger,189.0,2.0
2026-01,2026-01-15,Burger,Burger Combo @ 169,177.44,1.0
2026-01,2026-01-15,Burger,Regular Chicken Burger,110.26,1.0
2026-01,2026-01-15,Combos,2 Large Non-veg@1149,1269.46,1.0
2026-01,2026-01-15,Combos,2 Medium Veg@699,786.46,1.0
2026-01,2026-01-15,Combos,Delicious Combo Delight Medium,681.46,1.0
2026-01,2026-01-15,Combos,Super Saver Meal Regular,627.92,2.0
2026-01,2026-01-15,Combos,Delicious Combo Delight Regular,471.46,1.0
2026-01,2026-01-15,Combos,2 Regular Veg@349,366.46,1.0
2026-01,2026-01-15,Garlic Bread,Garlic Bread,126.0,1.0
2026-01,2026-01-15,Mojitos,Green Apple,415.82,4.0
2026-01,2026-01-15,Mojitos,Fresh Garden Mint,207.92,2.0
2026-01,2026-01-15,Mojitos,Bubble Gum,103.96,1.0
2026-01,2026-01-15,Mojitos,Water Melon,103.96,1.0
2026-01,2026-01-15,Munchies,French Fries,598.5600000000001,6.0
2026-01,2026-01-15,Munchies,Cheesy Fries,325.52,2.0
2026-01,2026-01-15,Non Veg Pizza,Hot Treat Pizza (12 Inch),719.26,1.0
2026-01,2026-01-15,Non Veg Pizza,Red Indian Pizza (12 Inch),719.26,1.0
2026-01,2026-01-15,Non Veg Pizza,Hot Chicken Pizza (12 Inch),687.76,1.0
2026-01,2026-01-15,Non Veg Pizza,Bbq Chicken Pizza (7 Inch),627.92,2.0
2026-01,2026-01-15,Non Veg Pizza,Bbq Chicken Pizza (9 Inch),498.76,1.0
2026-01,2026-01-15,Non Veg Pizza,Butter Chicken Pizza (7 Inch),313.96,1.0
2026-01,2026-01-15,Non Veg Pizza,Hot Chicken Pizza (7 Inch),257.26,1.0
2026-01,2026-01-15,Pasta,Veg Pasta,257.26,1.0
2026-01,2026-01-15,Shakes & Juices,Chikku Shake,445.0,5.0
2026-01,2026-01-15,Shakes & Juices,Tender Coconut,99.0,1.0
2026-01,2026-01-15,Shakes & Juices,Pineapple Juice,84.0,1.0
2026-01,2026-01-15,Shakes & Juices,Watermelon Juice,84.0,1.0
2026-01,2026-01-15,Shakes & Juices,Fresh Lime Juice,42.0,1.0
2026-01,2026-01-15,Soft Drinks,Pizza Upgrade,42.0,1.0
2026-01,2026-01-15,Soft Drinks,7up@40rs,40.0,1.0
2026-01,2026-01-15,Soft Drinks,Mdew 250ml Pet,20.0,1.0
2026-01,2026-01-15,Soft Drinks,Mineral Water,20.0,1.0
2026-01,2026-01-15,Soft Drinks,Pepsi 250ml Pet,20.0,1.0
2026-01,2026-01-15,Soft Drinks,Slice 200ml,20.0,1.0
2026-01,2026-01-15,Veg Pizza,Supreme Veg Pizza (7 Inch),941.8799999999999,3.0
2026-01,2026-01-15,Veg Pizza,Veg Tandoori Paneer Pizza (9 Inch),498.76,1.0
2026-01,2026-01-15,Veg Pizza,American Heat (9 Inch),467.26,1.0
2026-01,2026-01-15,Veg Pizza,Mexican Veg Pizza (7 Inch),430.52,2.0
2026-01,2026-01-15,Veg Pizza,Mexican Veg Pizza (9 Inch),404.26,1.0
2026-01,2026-01-15,Veg Pizza,Veg Tandoori Paneer Pizza (7 Inch),313.96,1.0
2026-01,2026-01-15,Veg Pizza,Margherita Pizza (9 Inch),309.76,1.0
2026-01,2026-01-15,Veg Pizza,Plain Cheese Pizza (7 Inch),283.52,2.0
2026-01,2026-01-16,Burger,Veg Burger,472.5,5.0
2026-01,2026-01-16,Combos,2 Regular Non-veg@409,858.92,2.0
2026-01,2026-01-16,Combos,2 Medium Non-veg@759,796.96,1.0
2026-01,2026-01-16,Combos,Combo Delight Non-veg,396.9,2.0
2026-01,2026-01-16,Desserts,Brownie With Ice Cream,198.44,1.0
2026-01,2026-01-16,Garlic Bread,Garlic Bread,378.0,3.0
2026-01,2026-01-16,Garlic Bread,Garlic Bread With Cheese,162.76,1.0
2026-01,2026-01-16,Mojitos,Green Apple,103.96,1.0
2026-01,2026-01-16,Munchies,French Fries,299.28000000000003,3.0
2026-01,2026-01-16,Munchies,Loaded Fries,194.26,1.0
2026-01,2026-01-16,Munchies,Chicken Nuggets,136.5,1.0
2026-01,2026-01-16,Non Veg Pizza,Butter Chicken Pizza (9 Inch),997.52,2.0
2026-01,2026-01-16,Non Veg Pizza,Butter Chicken Pizza (12 Inch),719.26,1.0
2026-01,2026-01-16,Non Veg Pizza,Hot Chicken Pizza (7 Inch),514.52,2.0
2026-01,2026-01-16,Non Veg Pizza,Hot Chicken Pizza (9 Inch),467.26,1.0
2026-01,2026-01-16,Non Veg Pizza,New York Pizza (7 Inch),330.76,1.0
2026-01,2026-01-16,Non Veg Pizza,Red Indian Pizza (7 Inch),313.96,1.0
2026-01,2026-01-16,Non Veg Pizza,Tandoori Chicken Pizza (7 Inch),313.96,1.0
2026-01,2026-01-16,Non Veg Pizza,Cheese N Corn Chicken (7 Inch),257.26,1.0
2026-01,2026-01-16,Pasta,Chicken Pasta,577.52,2.0
2026-01,2026-01-16,Shakes & Juices,Chocolate Shake,297.0,3.0
2026-01,2026-01-16,Shakes & Juices,Fresh Lime Juice,252.0,6.0
2026-01,2026-01-16,Shakes & Juices,Watermelon Juice,168.0,2.0
2026-01,2026-01-16,Shakes & Juices,Mint Lime Juice,94.52,2.0
2026-01,2026-01-16,Soft Drinks,Soft Drink,60.0,2.0
2026-01,2026-01-16,Soft Drinks,7up @50rs,50.0,1.0
2026-01,2026-01-16,Soft Drinks,Pepsi@50rs,50.0,1.0
2026-01,2026-01-16,Soft Drinks,Mineral Water,40.0,2.0
2026-01,2026-01-16,Soft Drinks,Pepsi 330ml Can,40.0,1.0
2026-01,2026-01-16,Soft Drinks,Pepsi@40rs,40.0,1.0
2026-01,2026-01-16,Soft Drinks,7up 250ml Pet,20.0,1.0
2026-01,2026-01-16,Veg Pizza,Tomatino Pizza (7 Inch),215.26,1.0
2026-01,2026-01-17,Burger,Regular Chicken Burger,661.52,6.0
2026-01,2026-01-17,Burger,Burger Combo @ 199,208.94,1.0
2026-01,2026-01-17,Burger,Burger Combo @ 169,177.44,1.0
2026-01,2026-01-17,Combos,2 Regular Veg@349,811.66,2.0
2026-01,2026-01-17,Combos,Super Saver Meal Regular,627.92,2.0
2026-01,2026-01-17,Combos,Super Saver Meal Medium,523.96,1.0
2026-01,2026-01-17,Combos,2 Regular Non-veg@409,471.46,1.0
2026-01,2026-01-17,Combos,Combo Delight Non-veg,198.44,1.0
2026-01,2026-01-17,Combos,Combo Delight Veg,198.44,1.0
2026-01,2026-01-17,Garlic Bread,Garlic Bread,252.0,2.0
2026-01,2026-01-17,Mojitos,Green Apple,311.88,3.0
2026-01,2026-01-17,Mojitos,Blue Curacao,103.96,1.0
2026-01,2026-01-17,Mojitos,Blue Mojito,103.96,1.0
2026-01,2026-01-17,Munchies,Loaded Fries,582.78,3.0
2026-01,2026-01-17,Munchies,Chicken Nuggets,546.0,4.0
2026-01,2026-01-17,Munchies,French Fries,399.04,4.0
2026-01,2026-01-17,Munchies,Chilly Potato Shots,152.26,1.0
2026-01,2026-01-17,Non Veg Pizza,Cheese N Corn Chicken (7 Inch),771.78,3.0
2026-01,2026-01-17,Non Veg Pizza,Chicken Kheema Pizza (7 Inch),627.92,2.0
2026-01,2026-01-17,Non Veg Pizza,Tandoori Chicken Pizza (7 Inch),627.92,2.0
2026-01,2026-01-17,Non Veg Pizza,Mexicana Pizza (9 Inch),498.76,1.0
2026-01,2026-01-17,Non Veg Pizza,Chicken Pepperoni (7 Inch),330.76,1.0
2026-01,2026-01-17,Non Veg Pizza,Meat Feast Pizza (7 Inch),330.76,1.0
2026-01,2026-01-17,Pasta,Chicken Pasta,288.76,1.0
2026-01,2026-01-17,Salad,Greek Salad,187.94,1.0
2026-01,2026-01-17,Shakes & Juices,Tender Coconut,198.0,2.0
2026-01,2026-01-17,Shakes & Juices,Chikku Shake,178.0,2.0
2026-01,2026-01-17,Shakes & Juices,Chocolate Shake,99.0,1.0
2026-01,2026-01-17,Shakes & Juices,Pineapple Juice,84.0,1.0
2026-01,2026-01-17,Shakes & Juices,Fresh Lime Juice,42.0,1.0
2026-01,2026-01-17,Soft Drinks,Slice 200ml,40.0,2.0
2026-01,2026-01-17,Soft Drinks,Mineral Water,20.0,1.0
2026-01,2026-01-17,Soft Drinks,Pepsi 250ml Pet,20.0,1.0
2026-01,2026-01-17,Veg Pizza,Hot Passion Pizza (12 Inch),656.26,1.0
2026-01,2026-01-17,Veg Pizza,Veg Bite Pizza (12 Inch),572.26,1.0
2026-01,2026-01-17,Veg Pizza,Burn To Hell Pizza (9 Inch),498.76,1.0
2026-01,2026-01-17,Veg Pizza,Margherita Pizza (12 Inch),498.76,1.0
2026-01,2026-01-17,Veg Pizza,Supreme Veg Pizza (9 Inch),498.76,1.0
2026-01,2026-01-17,Veg Pizza,Mushroom Delight Pizza (7 Inch),430.52,2.0
2026-01,2026-01-17,Veg Pizza,Supreme Veg Pizza (7 Inch),313.96,1.0
2026-01,2026-01-17,Veg Pizza,Margherita Pizza (7 Inch),283.52,2.0
2026-01,2026-01-17,Veg Pizza,Veg Bite Pizza (7 Inch),215.26,1.0
2026-01,2026-01-18,Burger,Regular Chicken Burger,220.5,2.0
2026-01,2026-01-18,Burger,Burger Combo @ 179,148.33,1.0
2026-01,2026-01-18,Combos,2 Regular Non-veg@409,2147.2999999999997,5.0
2026-01,2026-01-18,Combos,2 Medium Non-veg@759,901.96,1.0
2026-01,2026-01-18,Combos,Non Veg Meal For 1,606.92,2.0
2026-01,2026-01-18,Desserts,Brownie With Ice Cream,198.44,1.0
2026-01,2026-01-18,Garlic Bread,Garlic Bread Supreme[non-veg],194.26,1.0
2026-01,2026-01-18,Garlic Bread,Garlic Bread With Cheese,162.76,1.0
2026-01,2026-01-18,Mojitos,Fresh Garden Mint,103.96,1.0
2026-01,2026-01-18,Mojitos,Passion Fruit,103.96,1.0
2026-01,2026-01-18,Munchies,French Fries,530.3,5.0
2026-01,2026-01-18,Munchies,Loaded Fries,388.52,2.0
2026-01,2026-01-18,Munchies,Peri Peri Dip,31.5,1.0
2026-01,2026-01-18,Non Veg Pizza,Butter Chicken Pizza (9 Inch),1889.89,4.0
2026-01,2026-01-18,Non Veg Pizza,Hot Treat Pizza (12 Inch),719.26,1.0
2026-01,2026-01-18,Non Veg Pizza,Schezwan Chicken (12 Inch),719.26,1.0
2026-01,2026-01-18,Non Veg Pizza,Tandoori Chicken Pizza (12 Inch),604.51,1.0
2026-01,2026-01-18,Non Veg Pizza,Mexicana Pizza (9 Inch),498.76,1.0
2026-01,2026-01-18,Non Veg Pizza,Schezwan Chicken (9 Inch),498.76,1.0
2026-01,2026-01-18,Non Veg Pizza,Tandoori Chicken Pizza (9 Inch),498.76,1.0
2026-01,2026-01-18,Non Veg Pizza,Fiery Chicken Pizza (9 Inch),467.26,1.0
2026-01,2026-01-18,Non Veg Pizza,Chicken Kheema Pizza (9 Inch),393.61,1.0
2026-01,2026-01-18,Non Veg Pizza,Butter Chicken Pizza (7 Inch),313.96,1.0
2026-01,2026-01-18,Non Veg Pizza,Chicken Kheema Pizza (7 Inch),313.96,1.0
2026-01,2026-01-18,Non Veg Pizza,Mexicana Pizza (7 Inch),313.96,1.0
2026-01,2026-01-18,Non Veg Pizza,Tandoori Chicken Pizza (7 Inch),313.96,1.0
2026-01,2026-01-18,Non Veg Pizza,Cheese N Corn Chicken (7 Inch),257.26,1.0
2026-01,2026-01-18,Pasta,Chicken Pasta,288.76,1.0
2026-01,2026-01-18,Shakes & Juices,Fresh Lime Juice,672.0,16.0
2026-01,2026-01-18,Shakes & Juices,Chocolate Shake,99.0,1.0
2026-01,2026-01-18,Shakes & Juices,Mint Lime Juice,47.26,1.0
2026-01,2026-01-18,Soft Drinks,Mineral Water,80.0,4.0
2026-01,2026-01-18,Soft Drinks,Mdew 250ml Pet,60.0,3.0
2026-01,2026-01-18,Soft Drinks,7up @50rs,50.0,1.0
2026-01,2026-01-18,Soft Drinks,7up@40rs,40.0,1.0
2026-01,2026-01-18,Soft Drinks,Pepsi 330ml Can,40.0,1.0
2026-01,2026-01-18,Soft Drinks,Pepsi@40rs,40.0,1.0
2026-01,2026-01-18,Soft Drinks,Soda,40.0,2.0
